"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00124698","1893-08-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  306",",,6","  189",",,6",,,,
"USC00124698","1893-08-08","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  322",",,6","  128",",,6",,,,
"USC00124698","1893-08-09","38.05","-86.13333","167.6","LACONIA, IN US","   89",",,6",,,"  339",",,6","  144",",,6",,,,
"USC00124698","1893-08-10","38.05","-86.13333","167.6","LACONIA, IN US","  533",",,6",,,"  328",",,6","  139",",,6",,,,
"USC00124698","1893-08-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  328",",,6","  133",",,6",,,,
"USC00124698","1893-08-12","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  300",",,6","  167",",,6",,,,
"USC00124698","1893-08-13","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  267",",,6","  194",",,6",,,,
"USC00124698","1893-08-14","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  300",",,6","  156",",,6",,,,
"USC00124698","1893-08-15","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  311",",,6","  194",",,6",,,,
"USC00124698","1893-08-16","38.05","-86.13333","167.6","LACONIA, IN US","   76",",,6",,,"  328",",,6","  206",",,6",,,,
"USC00124698","1893-08-17","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  317",",,6","  222",",,6",,,,
"USC00124698","1893-08-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  311",",,6","  178",",,6",,,,
"USC00124698","1893-08-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  278",",,6","  167",",,6",,,,
"USC00124698","1893-08-20","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  267",",,6","  194",",,6",,,,
"USC00124698","1893-08-21","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  267",",,6","  172",",,6",,,,
"USC00124698","1893-08-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  278",",,6","  167",",,6",,,,
"USC00124698","1893-08-23","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  317",",,6","  200",",,6",,,,
"USC00124698","1893-08-24","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  311",",,6","  189",",,6",,,,
"USC00124698","1893-08-25","38.05","-86.13333","167.6","LACONIA, IN US","   64",",,6",,,"  306",",,6","  200",",,6",,,,
"USC00124698","1893-08-26","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  289",",,6","  206",",,6",,,,
"USC00124698","1893-08-27","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  306",",,6","  172",",,6",,,,
"USC00124698","1893-08-28","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  306",",,6","  183",",,6",,,,
"USC00124698","1893-08-29","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  267",",,6","  183",",,6",,,,
"USC00124698","1893-08-30","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  267",",,6","  133",",,6",,,,
"USC00124698","1893-08-31","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  267",",,6","  139",",,6",,,,
"USC00124698","1893-09-01","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  283",",,6","  139",",,6",,,,
"USC00124698","1893-09-02","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  239",",,6","  156",",,6",,,,
"USC00124698","1893-09-03","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  244",",,6","   78",",,6",,,,
"USC00124698","1893-09-04","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  283",",,6","   89",",,6",,,,
"USC00124698","1893-09-05","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  311",",,6","  139",",,6",,,,
"USC00124698","1893-09-06","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  322",",,6","  217",",,6",,,,
"USC00124698","1893-09-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  322",",,6","  244",",,6",,,,
"USC00124698","1893-09-08","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  317",",,6","  217",",,6",,,,
"USC00124698","1893-09-09","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  289",",,6","  233",",,6",,,,
"USC00124698","1893-09-10","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  306",",,6","  233",",,6",,,,
"USC00124698","1893-09-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  306",",,6","  222",",,6",,,,
"USC00124698","1893-09-12","38.05","-86.13333","167.6","LACONIA, IN US","  203",",,6",,,"  289",",,6","  211",",,6",,,,
"USC00124698","1893-09-13","38.05","-86.13333","167.6","LACONIA, IN US","   51",",,6",,,"  278",",,6","  172",",,6",,,,
"USC00124698","1893-09-14","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  317",",,6","  211",",,6",,,,
"USC00124698","1893-09-15","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  306",",,6","  222",",,6",,,,
"USC00124698","1893-09-16","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  261",",,6","  139",",,6",,,,
"USC00124698","1893-09-17","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  233",",,6","   72",",,6",,,,
"USC00124698","1893-09-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  289",",,6","  128",",,6",,,,
"USC00124698","1893-09-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  311",",,6","  183",",,6",,,,
"USC00124698","1893-09-20","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  289",",,6","  178",",,6",,,,
"USC00124698","1893-09-21","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  333",",,6","  167",",,6",,,,
"USC00124698","1893-09-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  333",",,6","  194",",,6",,,,
"USC00124698","1893-09-23","38.05","-86.13333","167.6","LACONIA, IN US","   76",",,6",,,"  256",",,6","  133",",,6",,,,
"USC00124698","1893-09-24","38.05","-86.13333","167.6","LACONIA, IN US","  114",",,6",,,"  206",",,6","  128",",,6",,,,
"USC00124698","1893-09-25","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  178",",,6","   44",",,6",,,,
"USC00124698","1893-09-26","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  200",",,6","   39",",,6",,,,
"USC00124698","1893-09-27","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  189",",,6","   56",",,6",,,,
"USC00124698","1893-09-28","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  189",",,6","   83",",,6",,,,
"USC00124698","1893-09-29","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  194",",,6","   89",",,6",,,,
"USC00124698","1893-09-30","38.05","-86.13333","167.6","LACONIA, IN US","  381",",,6",,,"  183",",,6","  122",",,6",,,,
"USC00124698","1893-10-01","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  283",",,6","  178",",,6",,,,
"USC00124698","1893-10-02","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  289",",,6","  156",",,6",,,,
"USC00124698","1893-10-03","38.05","-86.13333","167.6","LACONIA, IN US","  660",",,6",,,"  211",",,6","  167",",,6",,,,
"USC00124698","1893-10-04","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  172",",,6","   67",",,6",,,,
"USC00124698","1893-10-05","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  200",",,6","   67",",,6",,,,
"USC00124698","1893-10-06","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  200",",,6","  144",",,6",,,,
"USC00124698","1893-10-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  183",",,6","   72",",,6",,,,
"USC00124698","1893-10-08","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  222",",,6","   78",",,6",,,,
"USC00124698","1893-10-09","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  239",",,6","  139",",,6",,,,
"USC00124698","1893-10-10","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  244",",,6","  106",",,6",,,,
"USC00124698","1893-10-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  250",",,6","  122",",,6",,,,
"USC00124698","1893-10-12","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  239",",,6","  128",",,6",,,,
"USC00124698","1893-10-13","38.05","-86.13333","167.6","LACONIA, IN US","  406",",,6",,,"  167",",,6","  150",",,6",,,,
"USC00124698","1893-10-14","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  156",",,6","  117",",,6",,,,
"USC00124698","1893-10-15","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  122",",,6","   39",",,6",,,,
"USC00124698","1893-10-16","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  128",",,6","   17",",,6",,,,
"USC00124698","1893-10-17","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  156",",,6","   11",",,6",,,,
"USC00124698","1893-10-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  172",",,6","   39",",,6",,,,
"USC00124698","1893-10-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  178",",,6","   39",",,6",,,,
"USC00124698","1893-10-20","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  183",",,6","   67",",,6",,,,
"USC00124698","1893-10-21","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  150",",,6","   44",",,6",,,,
"USC00124698","1893-10-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  178",",,6","   39",",,6",,,,
"USC00124698","1893-10-23","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  206",",,6","   50",",,6",,,,
"USC00124698","1893-10-24","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  167",",,6","  106",",,6",,,,
"USC00124698","1893-10-25","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  144",",,6","   22",",,6",,,,
"USC00124698","1893-10-26","38.05","-86.13333","167.6","LACONIA, IN US","  211",",,6",,,"  172",",,6","   94",",,6",,,,
"USC00124698","1893-10-27","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  144",",,6","   56",",,6",,,,
"USC00124698","1893-10-28","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   89",",,6","   28",",,6",,,,
"USC00124698","1893-10-29","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   56",",,6","  -28",",,6",,,,
"USC00124698","1893-10-30","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   67",",,6","  -50",",,6",,,,
"USC00124698","1893-10-31","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  139",",,6","  -22",",,6",,,,
"USC00124698","1893-11-01","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  150",",,6","   61",",,6",,,,
"USC00124698","1893-11-02","38.05","-86.13333","167.6","LACONIA, IN US","  127",",,6",,,"  178",",,6","  100",",,6",,,,
"USC00124698","1893-11-03","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  172",",,6","   67",",,6",,,,
"USC00124698","1893-11-04","38.05","-86.13333","167.6","LACONIA, IN US","  203",",,6",,,"  122",",,6","   50",",,6",,,,
"USC00124698","1893-11-05","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  122",",,6","   17",",,6",,,,
"USC00124698","1893-11-06","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  122",",,6","   33",",,6",,,,
"USC00124698","1893-11-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  128",",,6","    0",",,6",,,,
"USC00124698","1893-11-08","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  156",",,6","   72",",,6",,,,
"USC00124698","1893-11-09","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  172",",,6","   50",",,6",,,,
"USC00124698","1893-11-10","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  172",",,6","   39",",,6",,,,
"USC00124698","1893-11-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  122",",,6","   39",",,6",,,,
"USC00124698","1893-11-12","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  167",",,6","   22",",,6",,,,
"USC00124698","1893-11-13","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   72",",,6","   11",",,6",,,,
"USC00124698","1893-11-14","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   56",",,6","  -17",",,6",,,,
"USC00124698","1893-11-15","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"    0",",,6","  -44",",,6",,,,
"USC00124698","1893-11-16","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  117",",,6","  -50",",,6",,,,
"USC00124698","1893-11-17","38.05","-86.13333","167.6","LACONIA, IN US","   13",",,6",,,"  100",",,6","   67",",,6",,,,
"USC00124698","1893-11-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  100",",,6","   11",",,6",,,,
"USC00124698","1893-11-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   61",",,6","  -44",",,6",,,,
"USC00124698","1893-11-20","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   39",",,6","  -61",",,6",,,,
"USC00124698","1893-11-21","38.05","-86.13333","167.6","LACONIA, IN US","  229",",,6",,,"   78",",,6","   33",",,6",,,,
"USC00124698","1893-11-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   78",",,6","   33",",,6",,,,
"USC00124698","1893-11-23","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   33",",,6","  -50",",,6",,,,
"USC00124698","1893-11-24","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  -22",",,6"," -106",",,6",,,,
"USC00124698","1893-11-25","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"    6",",,6","  -94",",,6",,,,
"USC00124698","1893-11-26","38.05","-86.13333","167.6","LACONIA, IN US","  229",",,6",,,"   67",",,6","  -94",",,6",,,,
"USC00124698","1893-11-27","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   83",",,6","   50",",,6",,,,
"USC00124698","1893-11-28","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  106",",,6","   44",",,6",,,,
"USC00124698","1893-11-29","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"  144",",,6","   61",",,6",,,,
"USC00124698","1893-11-30","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6",,,"   83",",,6","   33",",,6",,,,
"USC00124698","1893-12-01","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   67",",,6","  -56",",,6",,,,
"USC00124698","1893-12-02","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   11",",,6","  -50",",,6",,,,
"USC00124698","1893-12-03","38.05","-86.13333","167.6","LACONIA, IN US","  254",",,6","    0",",,6","  -22",",,6","  -50",",,6",,,,
"USC00124698","1893-12-04","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  -17",",,6","  -94",",,6",,,,
"USC00124698","1893-12-05","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   39",",,6","  -67",",,6",,,,
"USC00124698","1893-12-06","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   44",",,6","  -17",",,6",,,,
"USC00124698","1893-12-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   28",",,6","  -78",",,6",,,,
"USC00124698","1893-12-08","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   89",",,6","   -6",",,6",,,,
"USC00124698","1893-12-09","38.05","-86.13333","167.6","LACONIA, IN US","   38",",,6","    0",",,6","   83",",,6","   39",",,6",,,,
"USC00124698","1893-12-10","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   67",",,6","    0",",,6",,,,
"USC00124698","1893-12-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  139",",,6","  -50",",,6",,,,
"USC00124698","1893-12-12","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  133",",,6","   -6",",,6",,,,
"USC00124698","1893-12-13","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  117",",,6","  -89",",,6",,,,
"USC00124698","1893-12-14","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  117",",,6","  -17",",,6",,,,
"USC00124698","1893-12-15","38.05","-86.13333","167.6","LACONIA, IN US","  178",",,6","    0",",,6","  156",",,6","   94",",,6",,,,
"USC00124698","1893-12-16","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  111",",,6","  -33",",,6",,,,
"USC00124698","1893-12-17","38.05","-86.13333","167.6","LACONIA, IN US","   13",",,6","   13",",,6","   11",",,6","  -78",",,6",,,,
"USC00124698","1893-12-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   78",",,6","  -89",",,6",,,,
"USC00124698","1893-12-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   61",",,6","  -17",",,6",,,,
"USC00124698","1893-12-20","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   17",",,6","  -50",",,6",,,,
"USC00124698","1893-12-21","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   89",",,6","  -44",",,6",,,,
"USC00124698","1893-12-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  144",",,6","   61",",,6",,,,
"USC00124698","1893-12-23","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  144",",,6","   56",",,6",,,,
"USC00124698","1893-12-24","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  172",",,6","   89",",,6",,,,
"USC00124698","1893-12-25","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  178",",,6","   78",",,6",,,,
"USC00124698","1893-12-26","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   83",",,6","  -11",",,6",,,,
"USC00124698","1893-12-27","38.05","-86.13333","167.6","LACONIA, IN US","   89",",,6","    0",",,6","   83",",,6","    6",",,6",,,,
"USC00124698","1893-12-28","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  122",",,6","   61",",,6",,,,
"USC00124698","1893-12-29","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  128",",,6","   -6",",,6",,,,
"USC00124698","1893-12-30","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   22",",,6","  -22",",,6",,,,
"USC00124698","1893-12-31","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   28",",,6","  -28",",,6",,,,
"USC00124698","1894-01-01","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   78",",,6","  -22",",,6",,,,
"USC00124698","1894-01-02","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   83",",,6","    0",",,6",,,,
"USC00124698","1894-01-03","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  133",",,6","   50",",,6",,,,
"USC00124698","1894-01-04","38.05","-86.13333","167.6","LACONIA, IN US","  254",",,6","    0",",,6","  156",",,6","  139",",I,6",,,,
"USC00124698","1894-01-05","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  128",",I,6","   17",",,6",,,,
"USC00124698","1894-01-06","38.05","-86.13333","167.6","LACONIA, IN US","   51",",,6","    0",",,6","   67",",,6","   11",",,6",,,,
"USC00124698","1894-01-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   33",",,6","  -39",",,6",,,,
"USC00124698","1894-01-08","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   44",",,6","  -67",",,6",,,,
"USC00124698","1894-01-09","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   67",",,6","    0",",,6",,,,
"USC00124698","1894-01-10","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   56",",,6","  -39",",,6",,,,
"USC00124698","1894-01-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   61",",,6","   -6",",,6",,,,
"USC00124698","1894-01-12","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   22",",,6","  -78",",,6",,,,
"USC00124698","1894-01-13","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   72",",,6","  -44",",,6",,,,
"USC00124698","1894-01-14","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  139",",,6","   39",",,6",,,,
"USC00124698","1894-01-15","38.05","-86.13333","167.6","LACONIA, IN US","  127",",,6","    0",",,6","  150",",,6","   56",",,6",,,,
"USC00124698","1894-01-16","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  144",",,6","   83",",,6",,,,
"USC00124698","1894-01-17","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  161",",,6","   33",",,6",,,,
"USC00124698","1894-01-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  150",",,6","   44",",,6",,,,
"USC00124698","1894-01-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   83",",,6","    6",",,6",,,,
"USC00124698","1894-01-20","38.05","-86.13333","167.6","LACONIA, IN US","  152",",,6","    0",",,6","  156",",,6","   67",",,6",,,,
"USC00124698","1894-01-21","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  106",",,6","   39",",,6",,,,
"USC00124698","1894-01-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  111",",,6","  -17",",,6",,,,
"USC00124698","1894-01-23","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  117",",,6","  -17",",,6",,,,
"USC00124698","1894-01-24","38.05","-86.13333","167.6","LACONIA, IN US","  127",",,6","    0",",,6","   83",",,6"," -189",",,6",,,,
"USC00124698","1894-01-25","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  -94",",,6"," -222",",,6",,,,
"USC00124698","1894-01-26","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  -44",",,6"," -133",",,6",,,,
"USC00124698","1894-01-27","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","    0",",,6"," -128",",,6",,,,
"USC00124698","1894-01-28","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   61",",,6","  -83",",,6",,,,
"USC00124698","1894-01-29","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   22",",,6","  -39",",,6",,,,
"USC00124698","1894-01-30","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   50",",,6","  -72",",,6",,,,
"USC00124698","1894-01-31","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  122",",,6","   11",",,6",,,,
"USC00124698","1894-02-01","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  111",",,6","  -33",",,6",,,,
"USC00124698","1894-02-02","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   83",",,6","  -67",",,6",,,,
"USC00124698","1894-02-03","38.05","-86.13333","167.6","LACONIA, IN US","  102",",,6","   76",",,6","   67",",,6","   -6",",,6",,,,
"USC00124698","1894-02-04","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   -6",",,6","  -67",",,6",,,,
"USC00124698","1894-02-05","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   39",",,6"," -139",",,6",,,,
"USC00124698","1894-02-06","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   67",",,6","  -17",",,6",,,,
"USC00124698","1894-02-07","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   78",",,6","   33",",,6",,,,
"USC00124698","1894-02-08","38.05","-86.13333","167.6","LACONIA, IN US","  305",",,6","    0",",,6","  128",",,6","   78",",,6",,,,
"USC00124698","1894-02-09","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  172",",,6","   83",",,6",,,,
"USC00124698","1894-02-10","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   89",",,6","   22",",,6",,,,
"USC00124698","1894-02-11","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   94",",,6","  -22",",,6",,,,
"USC00124698","1894-02-12","38.05","-86.13333","167.6","LACONIA, IN US","  343",",,6","    0",",,6","   67",",,6","  -22",",,6",,,,
"USC00124698","1894-02-13","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   -6",",,6","  -50",",,6",,,,
"USC00124698","1894-02-14","38.05","-86.13333","167.6","LACONIA, IN US","   51",",,6","   51",",,6","   17",",,6","  -33",",,6",,,,
"USC00124698","1894-02-15","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   -6",",,6","  -67",",,6",,,,
"USC00124698","1894-02-16","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","    6",",,6"," -144",",,6",,,,
"USC00124698","1894-02-17","38.05","-86.13333","167.6","LACONIA, IN US","  254",",,6","    0",",,6","   72",",,6","  -50",",,6",,,,
"USC00124698","1894-02-18","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   61",",,6","   -6",",,6",,,,
"USC00124698","1894-02-19","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","  106",",,6","  -17",",,6",,,,
"USC00124698","1894-02-20","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   56",",,6","  -22",",,6",,,,
"USC00124698","1894-02-21","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   -6",",,6","  -61",",,6",,,,
"USC00124698","1894-02-22","38.05","-86.13333","167.6","LACONIA, IN US","    0","P,,6","    0",",,6","   17",",,6","  -61",",,6",,,,
