"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00207590","1904-01-05","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -56",",,6"," -150",",,6",,,,,,
"USC00207590","1904-01-07","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"   11",",,6"," -133",",,6",,,,,,
"USC00207590","1904-01-09","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -28",",,6"," -161",",,6",,,,,,
"USC00207590","1904-01-10","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -78",",,6"," -150",",,6",,,,,,
"USC00207590","1904-01-11","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -33",",,6","  -94",",,6",,,,,,
"USC00207590","1904-01-13","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -56",",,6"," -133",",,6",,,,,,
"USC00207590","1904-01-14","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -33",",,6","  -94",",,6",,,,,,
"USC00207590","1904-01-15","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -44",",,6"," -133",",,6",,,,,,
"USC00207590","1904-01-16","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -94",",,6"," -100",",,6",,,,,,
"USC00207590","1904-01-17","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -83",",,6"," -211",",,6",,,,,,
"USC00207590","1904-01-18","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -72",",,6"," -133",",,6",,,,,,
"USC00207590","1904-01-19","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"   28",",,6"," -144",",,6",,,,,,
"USC00207590","1904-01-20","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"    0",",,6","  -56",",,6",,,,,,
"USC00207590","1904-01-21","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"   22",",,6","  -33",",,6",,,,,,
"USC00207590","1904-01-22","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -22",",,6","  -61",",,6",,,,,,
"USC00207590","1904-01-23","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -28",",,6"," -139",",,6",,,,,,
"USC00207590","1904-01-24","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -94",",,6"," -200",",,6",,,,,,
"USC00207590","1904-01-25","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -133",",,6"," -306",",,6",,,,,,
"USC00207590","1904-01-26","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -111",",,6"," -261",",,6",,,,,,
"USC00207590","1904-01-27","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -100",",,6"," -222",",,6",,,,,,
"USC00207590","1904-01-28","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -94",",,6"," -200",",,6",,,,,,
"USC00207590","1904-01-29","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -67",",,6"," -217",",,6",,,,,,
"USC00207590","1904-01-30","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -94",",,6"," -189",",,6",,,,,,
"USC00207590","1904-01-31","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -39",",,6"," -139",",,6",,,,,,
"USC00207590","1904-02-01","43.21667","-85.9",,"SLOCUM, MI US",,,,,"  559",",,6"," -133",",,6"," -306",",,6",,,,,,
"USC00207590","1904-02-02","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -89",",,6"," -150",",,6",,,,,,
"USC00207590","1904-02-03","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -111",",,6"," -200",",,6",,,,,,
"USC00207590","1904-02-04","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -111",",,6"," -239",",,6",,,,,,
"USC00207590","1904-02-05","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"    0",",,6"," -133",",,6",,,,,,
"USC00207590","1904-02-06","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"   56",",,6","  -11",",,6",,,,,,
"USC00207590","1904-02-07","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"   11",",,6","  -78",",I,6",,,,,,
"USC00207590","1904-02-08","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -150",",I,6"," -200",",,6",,,,,,
"USC00207590","1904-02-09","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -111",",,6"," -189",",,6",,,,,,
"USC00207590","1904-02-10","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -122",",,6"," -206",",,6",,,,,,
"USC00207590","1904-02-11","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -122",",,6"," -217",",,6",,,,,,
"USC00207590","1904-02-12","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -111",",,6"," -228",",,6",,,,,,
"USC00207590","1904-02-13","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -44",",,6"," -139",",,6",,,,,,
"USC00207590","1904-02-14","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -33",",,6"," -100",",I,6",,,,,,
"USC00207590","1904-02-15","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -167",",I,6"," -228",",,6",,,,,,
"USC00207590","1904-02-16","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -156",",,6"," -272",",,6",,,,,,
"USC00207590","1904-02-17","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -133",",,6"," -272",",,6",,,,,,
"USC00207590","1904-02-18","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -122",",,6"," -156",",,6",,,,,,
"USC00207590","1904-02-19","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -78",",,6"," -244",",,6",,,,,,
"USC00207590","1904-02-20","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -56",",,6"," -250",",,6",,,,,,
"USC00207590","1904-02-21","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -33",",,6"," -100",",,6",,,,,,
"USC00207590","1904-02-22","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -44",",,6"," -128",",,6",,,,,,
"USC00207590","1904-02-23","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"    0",",,6","  -89",",,6",,,,,,
"USC00207590","1904-02-24","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -56",",,6"," -156",",,6",,,,,,
"USC00207590","1904-02-25","43.21667","-85.9",,"SLOCUM, MI US",,,,,,," -111",",,6"," -267",",,6",,,,,,
"USC00207590","1904-02-26","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"  -89",",,6"," -178",",,6",,,,,,
"USC00207590","1904-02-27","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"    6",",,6"," -228",",,6",,,,,,
"USC00207590","1904-02-28","43.21667","-85.9",,"SLOCUM, MI US",,,,,,,"   56",",,6","    0",",,6",,,,,,
"USC00207590","1904-02-29","43.21667","-85.9",,"SLOCUM, MI US",,,,,"  356",",,6","   11",",,6","  -56",",,6",,,,,,
"USC00207590","1904-03-01","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   17",",,6","  -56",",,6",,,,,,
"USC00207590","1904-03-02","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   56",",,6","  -11",",,6",,,,,,
"USC00207590","1904-03-03","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   11",",,6"," -122",",,6",,,,,,
"USC00207590","1904-03-04","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   33",",,6"," -156",",,6",,,,,,
"USC00207590","1904-03-05","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   56",",,6","  -39",",,6",,,,,,
"USC00207590","1904-03-06","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   44",",,6","  -22",",,6",,,,,,
"USC00207590","1904-03-07","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   56",",,6","  -11",",,6",,,,,,
"USC00207590","1904-03-08","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   22",",,6","  -56",",,6",,,,,,
"USC00207590","1904-03-09","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"    0",",,6","  -83",",,6",,,,,,
"USC00207590","1904-03-10","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   11",",,6","  -11",",,6",,,,,,
"USC00207590","1904-03-11","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"    0",",,6","  -44",",,6",,,,,,
"USC00207590","1904-03-12","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"  -33",",,6","  -78",",,6",,,,,,
"USC00207590","1904-03-13","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   11",",,6"," -150",",,6",,,,,,
"USC00207590","1904-03-14","43.21667","-85.9",,"SLOCUM, MI US",,,"  254",",,6","  381",",G,6","  -22",",,6","  -78",",,6",,,,,,
"USC00207590","1904-03-15","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"    0",",,6","  -44",",,6",,,,,,
"USC00207590","1904-03-16","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"  -11",",,6","  -67",",,6",,,,,,
"USC00207590","1904-03-17","43.21667","-85.9",,"SLOCUM, MI US",,,"  152",",,6",,,"  -22",",,6","  -78",",,6",,,,,,
"USC00207590","1904-03-18","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   44",",,6","  -22",",,6",,,,,,
"USC00207590","1904-03-19","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   22",",,6","  -33",",,6",,,,,,
"USC00207590","1904-03-20","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"  -22",",,6"," -106",",,6",,,,,,
"USC00207590","1904-03-21","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   22",",,6","  -67",",,6",,,,,,
"USC00207590","1904-03-22","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   56",",,6","  -22",",,6",,,,,,
"USC00207590","1904-03-23","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   78",",,6","  -56",",,6",,,,,,
"USC00207590","1904-03-24","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   89",",,6","    0",",,6",,,,,,
"USC00207590","1904-03-25","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   44",",,6","  -11",",,6",,,,,,
"USC00207590","1904-03-26","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   22",",,6","  -56",",,6",,,,,,
"USC00207590","1904-03-27","43.21667","-85.9",,"SLOCUM, MI US",,,"    0","T,,6",,,"  -22",",,6","  -89",",,6",,,,,,
"USC00207590","1904-03-28","43.21667","-85.9",,"SLOCUM, MI US",,,"    0","T,,6",,,"   22",",,6","  -56",",,6",,,,,,
"USC00207590","1904-03-29","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   56",",,6","    0",",,6",,,,,,
"USC00207590","1904-03-30","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"  100",",,6","   11",",,6",,,,,,
"USC00207590","1904-03-31","43.21667","-85.9",,"SLOCUM, MI US",,,"    0",",,6",,,"   89",",,6","   22",",,6",,,,,,
"USC00207590","1904-04-01","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   72",",,6","   22",",,6",,,,,,
"USC00207590","1904-04-02","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","   13",",,6",,,"   89",",,6","    0",",,6",,,,,,
"USC00207590","1904-04-03","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   67",",,6","  -33",",,6",,,,,,
"USC00207590","1904-04-04","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   44",",,6","  -22",",,6",,,,,,
"USC00207590","1904-04-05","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   94",",,6","  -28",",,6",,,,,,
"USC00207590","1904-04-06","43.21667","-85.9",,"SLOCUM, MI US","   23",",,6","    0",",,6",,,"  100",",,6","   22",",,6",,,,,,
"USC00207590","1904-04-07","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  133",",,6","    0",",,6",,,,,,
"USC00207590","1904-04-08","43.21667","-85.9",,"SLOCUM, MI US","  127",",,6","    0",",,6",,,"   67",",,6","   44",",,6",,,,,,
"USC00207590","1904-04-09","43.21667","-85.9",,"SLOCUM, MI US","   79",",,6","    0",",,6",,,"   61",",,6","   22",",,6",,,,,,
"USC00207590","1904-04-10","43.21667","-85.9",,"SLOCUM, MI US","   10",",,6","    0",",,6",,,"   44",",,6","    0",",,6",,,,,,
"USC00207590","1904-04-11","43.21667","-85.9",,"SLOCUM, MI US","   66",",,6","   13",",,6",,,"   56",",,6","  -11",",,6",,,,,,
"USC00207590","1904-04-12","43.21667","-85.9",,"SLOCUM, MI US","    0","T,,6","    0",",,6",,,"   28",",,6","  -11",",,6",,,,,,
"USC00207590","1904-04-13","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   33",",,6","  -61",",,6",,,,,,
"USC00207590","1904-04-14","43.21667","-85.9",,"SLOCUM, MI US","    0","T,,6","    0",",,6",,,"   28",",,6","  -11",",,6",,,,,,
"USC00207590","1904-04-15","43.21667","-85.9",,"SLOCUM, MI US","  157",",,6","  114",",,6",,,"    6",",,6","  -11",",,6",,,,,,
"USC00207590","1904-04-16","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   11",",,6","  -72",",,6",,,,,,
"USC00207590","1904-04-17","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   11",",,6","  -39",",,6",,,,,,
"USC00207590","1904-04-18","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  111",",,6","  -11",",,6",,,,,,
"USC00207590","1904-04-19","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"    0",",,6","  -50",",,6",,,,,,
"USC00207590","1904-04-20","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"   56",",,6","  -83",",,6",,,,,,
"USC00207590","1904-04-21","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"   89",",,6","  -39",",,6",,,,,,
"USC00207590","1904-04-22","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","    0",",,6",,,"  139",",,6","    0",",,6",,,,,,
"USC00207590","1904-04-23","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  222",",,6","   44",",,6",,,,,,
"USC00207590","1904-04-24","43.21667","-85.9",,"SLOCUM, MI US","  203",",,6","    0",",,6",,,"  189",",,6","  111",",,6",,,,,,
"USC00207590","1904-04-25","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  133",",,6","   44",",,6",,,,,,
"USC00207590","1904-04-26","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  144",",,6","   33",",,6",,,,,,
"USC00207590","1904-04-27","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  156",",,6","   22",",,6",,,,,,
"USC00207590","1904-04-28","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  178",",,6","   17",",,6",,,,,,
"USC00207590","1904-04-29","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  200",",,6","   56",",,6",,,,,,
"USC00207590","1904-04-30","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6",,,"  167",",,6","   67",",,6",,,,,,
"USC00207590","1904-05-01","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  189",",,6","   67",",,6",,,,,,
"USC00207590","1904-05-02","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  200",",,6","   78",",,6",,,,,,
"USC00207590","1904-05-03","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  228",",,6","   83",",,6",,,,,,
"USC00207590","1904-05-04","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  239",",,6","  106",",,6",,,,,,
"USC00207590","1904-05-05","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  244",",,6","  117",",,6",,,,,,
"USC00207590","1904-05-06","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  239",",,6","  150",",,6",,,,,,
"USC00207590","1904-05-07","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  228",",,6","  144",",,6",,,,,,
"USC00207590","1904-05-08","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  178",",,6","   89",",,6",,,,,,
"USC00207590","1904-05-09","43.21667","-85.9",,"SLOCUM, MI US","  155",",,6","    0",",,6",,,"  156",",,6","   67",",,6",,,,,,
"USC00207590","1904-05-10","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  100",",,6","   33",",,6",,,,,,
"USC00207590","1904-05-11","43.21667","-85.9",,"SLOCUM, MI US","    8",",,6","    0",",,6",,,"  106",",,6","    0",",,6",,,,,,
"USC00207590","1904-05-12","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","    0",",,6",,,"  194",",,6","   78",",,6",,,,,,
"USC00207590","1904-05-13","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","    0",",,6",,,"  133",",,6","   61",",,6",,,,,,
"USC00207590","1904-05-14","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  111",",,6","   44",",,6",,,,,,
"USC00207590","1904-05-15","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  122",",,6","   22",",,6",,,,,,
"USC00207590","1904-05-16","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  133",",,6","   -6",",,6",,,,,,
"USC00207590","1904-05-17","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  133",",,6","   28",",,6",,,,,,
"USC00207590","1904-05-18","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","    0",",,6",,,"  122",",,6","   44",",,6",,,,,,
"USC00207590","1904-05-19","43.21667","-85.9",,"SLOCUM, MI US","  226",",,6","    0",",,6",,,"  128",",,6","   39",",,6",,,,,,
"USC00207590","1904-05-20","43.21667","-85.9",,"SLOCUM, MI US","   10",",,6","    0",",,6",,,"  217",",,6","  117",",,6",,,,,,
"USC00207590","1904-05-21","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  222",",,6","  111",",,6",,,,,,
"USC00207590","1904-05-22","43.21667","-85.9",,"SLOCUM, MI US","   51",",,6","    0",",,6",,,"  200",",,6","  117",",,6",,,,,,
"USC00207590","1904-05-23","43.21667","-85.9",,"SLOCUM, MI US","  216",",,6","    0",",,6",,,"  194",",,6","  139",",,6",,,,,,
"USC00207590","1904-05-24","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  200",",,6","   67",",,6",,,,,,
"USC00207590","1904-05-25","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  250",",,6","  128",",,6",,,,,,
"USC00207590","1904-05-26","43.21667","-85.9",,"SLOCUM, MI US","   28",",,6","    0",",,6",,,"  144",",,6","  100",",,6",,,,,,
"USC00207590","1904-05-27","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  167",",,6","   28",",,6",,,,,,
"USC00207590","1904-05-28","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  211",",,6","   56",",,6",,,,,,
"USC00207590","1904-05-29","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  233",",,6","   89",",,6",,,,,,
"USC00207590","1904-05-30","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","    0",",,6",,,"  178",",,6","  139",",,6",,,,,,
"USC00207590","1904-05-31","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  167",",,6","   78",",,6",,,,,,
"USC00207590","1904-06-01","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  211",",,6","   67",",,6",,,,,,
"USC00207590","1904-06-02","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  200",",,6","  122",",,6",,,,,,
"USC00207590","1904-06-03","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  250",",,6","  144",",,6",,,,,,
"USC00207590","1904-06-04","43.21667","-85.9",,"SLOCUM, MI US","   81",",,6","    0",",,6",,,,,,,,,,,,
"USC00207590","1904-06-05","43.21667","-85.9",,"SLOCUM, MI US","  107",",,6","    0",",,6",,,,,,,,,,,,
"USC00207590","1904-06-06","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  172",",,6","   89",",,6",,,,,,
"USC00207590","1904-06-07","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  194",",,6","   89",",,6",,,,,,
"USC00207590","1904-06-08","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  211",",,6","   94",",,6",,,,,,
"USC00207590","1904-06-09","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  272",",,6","  100",",,6",,,,,,
"USC00207590","1904-06-10","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  239",",,6","  111",",,6",,,,,,
"USC00207590","1904-06-11","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  228",",,6","  122",",,6",,,,,,
"USC00207590","1904-06-12","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  206",",,6","  122",",,6",,,,,,
"USC00207590","1904-06-13","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  217",",,6","  139",",,6",,,,,,
"USC00207590","1904-06-14","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","    0",",,6",,,"  233",",,6","  128",",,6",,,,,,
"USC00207590","1904-06-15","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  217",",,6","  117",",,6",,,,,,
"USC00207590","1904-06-16","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  228",",,6","   83",",,6",,,,,,
"USC00207590","1904-06-17","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  250",",,6","   67",",,6",,,,,,
"USC00207590","1904-06-18","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  278",",,6","   83",",,6",,,,,,
"USC00207590","1904-06-19","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  272",",,6","  156",",,6",,,,,,
"USC00207590","1904-06-20","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  289",",,6","  172",",,6",,,,,,
"USC00207590","1904-06-21","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  244",",,6","  156",",,6",,,,,,
"USC00207590","1904-06-22","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  211",",,6","   72",",,6",,,,,,
"USC00207590","1904-06-23","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  278",",,6","   78",",,6",,,,,,
"USC00207590","1904-06-24","43.21667","-85.9",,"SLOCUM, MI US","  150",",,6","    0",",,6",,,"  294",",,6","  194",",,6",,,,,,
"USC00207590","1904-06-25","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  278",",,6","  189",",,6",,,,,,
"USC00207590","1904-06-26","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  244",",,6","  144",",,6",,,,,,
"USC00207590","1904-06-27","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  233",",,6","   94",",,6",,,,,,
"USC00207590","1904-06-28","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  250",",,6","  106",",,6",,,,,,
"USC00207590","1904-06-29","43.21667","-85.9",,"SLOCUM, MI US","  137",",,6","    0",",,6",,,"  244",",,6","  144",",,6",,,,,,
"USC00207590","1904-06-30","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  233",",,6","  111",",,6",,,,,,
"USC00207590","1904-07-01","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  200",",,6","  106",",,6",,,,,,
"USC00207590","1904-07-02","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  233",",,6","   44",",,6",,,,,,
"USC00207590","1904-07-03","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  233",",,6","  100",",,6",,,,,,
"USC00207590","1904-07-04","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  244",",,6","  156",",,6",,,,,,
"USC00207590","1904-07-05","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  261",",,6","  161",",,6",,,,,,
"USC00207590","1904-07-06","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  244",",,6","  172",",,6",,,,,,
"USC00207590","1904-07-07","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  256",",,6","  167",",,6",,,,,,
"USC00207590","1904-07-08","43.21667","-85.9",,"SLOCUM, MI US","  163",",,6","    0",",,6",,,"  228",",,6","  167",",,6",,,,,,
"USC00207590","1904-07-09","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","    0",",,6",,,"  250",",,6","  167",",,6",,,,,,
"USC00207590","1904-07-10","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  261",",,6","  128",",,6",,,,,,
"USC00207590","1904-07-11","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  272",",,6","  167",",,6",,,,,,
"USC00207590","1904-07-12","43.21667","-85.9",,"SLOCUM, MI US","   46",",,6","    0",",,6",,,"  233",",,6","  150",",,6",,,,,,
"USC00207590","1904-07-13","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  267",",,6","  150",",,6",,,,,,
"USC00207590","1904-07-14","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  256",",,6","  167",",,6",,,,,,
"USC00207590","1904-07-15","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","    0",",,6",,,"  272",",,6","  156",",,6",,,,,,
"USC00207590","1904-07-16","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  317",",,6","  133",",,6",,,,,,
"USC00207590","1904-07-17","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  311",",,6","  228",",,6",,,,,,
"USC00207590","1904-07-18","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6",,,"  333",",,6","  183",",,6",,,,,,
