"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES"
"USC00468844","1985-07-26","37.95","-81.08333","326.1","THURMOND, WV US","   69",",,0,0700",,,,,"  256",",,0","  194",",,0",,,,,"  194",",,0,0700",,,,
"USC00468844","1985-07-27","37.95","-81.08333","326.1","THURMOND, WV US","  152",",,0,0700",,,,,"  289",",,0","  189",",,0",,,,,"  194",",,0,0700",,,,
"USC00468844","1985-07-28","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  267",",,0","  156",",,0",,,,,"  161",",I,0,0700",,,,
"USC00468844","1985-07-29","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  289",",,0","  178",",I,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-07-30","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  283",",,0","  178",",,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-07-31","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  306",",,0","  183",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-08-01","37.95","-81.08333","326.1","THURMOND, WV US","  102",",,0,0700","    0","P,,0","    0",",,0","  306",",,0","  183",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-08-02","37.95","-81.08333","326.1","THURMOND, WV US","  114",",,0,0700","    0","P,,0","    0","P,,0",,,,,,,,,"  167",",,0,0700",,,,
"USC00468844","1985-08-03","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  256",",,0","  128",",,0",,,,,"  133",",,0,0700",,,,
"USC00468844","1985-08-04","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  117",",,0",,,,,"  117",",,0,0700",,,,
"USC00468844","1985-08-05","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  117",",,0",,,,,"  128",",,0,0700",,,,
"USC00468844","1985-08-06","37.95","-81.08333","326.1","THURMOND, WV US","    8",",,0,0700","    0","P,,0","    0","P,,0","  272",",,0","  128",",,0",,,,,"  172",",,0,0700",,,,
"USC00468844","1985-08-07","37.95","-81.08333","326.1","THURMOND, WV US","   13",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  161",",,0",,,,,"  161",",,0,0700",,,,
"USC00468844","1985-08-08","37.95","-81.08333","326.1","THURMOND, WV US","  241",",,0,0700","    0","P,,0","    0","P,,0","  222",",,0","  161",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-08-09","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  278",",,0","  183",",,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-08-10","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  306",",,0","  172",",,0",,,,,"  178",",,0,0700",,,,
"USC00468844","1985-08-11","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  306",",,0","  167",",,0",,,,,"  172",",,0,0700",,,,
"USC00468844","1985-08-12","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  306",",,0","  167",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-08-13","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  317",",,0","  183",",,0",,,,,"  200",",,0,0700",,,,
"USC00468844","1985-08-14","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  328",",,0","  183",",,0",,,,,"  206",",,0,0700",,,,
"USC00468844","1985-08-15","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  328",",,0","  178",",,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-08-16","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0"," -128",",G,0","  178",",,0",,,,,"  200",",,0,0700",,,,
"USC00468844","1985-08-17","37.95","-81.08333","326.1","THURMOND, WV US","   89",",,0,0700","    0","P,,0","    0","P,,0","  328",",,0","  178",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-08-18","37.95","-81.08333","326.1","THURMOND, WV US","   81",",,0,0700","    0","P,,0","    0","P,,0","  250",",,0","  189",",,0",,,,,"  194",",,0,0700",,,,
"USC00468844","1985-08-19","37.95","-81.08333","326.1","THURMOND, WV US","    8",",,0,0700","    0","P,,0","    0","P,,0","  256",",,0","  172",",,0",,,,,"  178",",,0,0700",,,,
"USC00468844","1985-08-20","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  294",",,0","  172",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-08-21","37.95","-81.08333","326.1","THURMOND, WV US","   18",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","  178",",,0",,,,,"  178",",,0,0700",,,,
"USC00468844","1985-08-22","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  239",",,0","  117",",,0",,,,,"  122",",,0,0700",,,,
"USC00468844","1985-08-23","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  239",",,0","  111",",,0",,,,,"  117",",,0,0700",,,,
"USC00468844","1985-08-24","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  117",",,0",,,,,"  150",",,0,0700",,,,
"USC00468844","1985-08-25","37.95","-81.08333","326.1","THURMOND, WV US","  178",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  111",",,0",,,,,"  178",",,0,0700",,,,
"USC00468844","1985-08-26","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","  172",",,0",,,,,"  172",",I,0,0700",,,,
"USC00468844","1985-08-27","37.95","-81.08333","326.1","THURMOND, WV US","   20",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  183",",I,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-08-28","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  161",",,0",,,,,"  161",",,0,0700",,,,
"USC00468844","1985-08-29","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  150",",,0",,,,,"  150",",,0,0700",,,,
"USC00468844","1985-08-30","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  289",",,0","  144",",,0",,,,,"  156",",,0,0700",,,,
"USC00468844","1985-08-31","37.95","-81.08333","326.1","THURMOND, WV US","   33",",,0,0700","    0","P,,0","    0","P,,0","  239",",,0","  150",",,0",,,,,"  161",",,0,0700",,,,
"USC00468844","1985-09-01","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,"    0",",,0","  244",",,0","  122",",,0",,,,,"  128",",,0,0700",,,,
"USC00468844","1985-09-02","37.95","-81.08333","326.1","THURMOND, WV US","    8",",,0,0700",,,,,"  283",",,0","  122",",,0",,,,,"  150",",,0,0700",,,,
"USC00468844","1985-09-03","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  306",",,0","  144",",,0",,,,,"  167",",,0,0700",,,,
"USC00468844","1985-09-04","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  311",",,0","  144",",,0",,,,,"  167",",,0,0700",,,,
"USC00468844","1985-09-05","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  317",",,0","  167",",,0",,,,,"  172",",,0,0700",,,,
"USC00468844","1985-09-06","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  317",",,0","  167",",,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-09-07","37.95","-81.08333","326.1","THURMOND, WV US","  173",",,0,0700",,,,,"  317",",,0","  167",",,0",,,,,"  189",",,0,0700",,,,
"USC00468844","1985-09-08","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  300",",,0","  189",",,0",,,,,"  211",",,0,0700",,,,
"USC00468844","1985-09-09","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  317",",,0","  200",",,0",,,,,"  200",",,0,0700",,,,
"USC00468844","1985-09-10","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  322",",,0","  183",",,0",,,,,"  183",",,0,0700",,,,
"USC00468844","1985-09-11","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  328",",,0","  189",",,0",,,,,"  200",",,0,0700",,,,
"USC00468844","1985-09-12","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  322",",,0","  150",",,0",,,,,"  150",",,0,0700",,,,
"USC00468844","1985-09-13","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  211",",,0","   50",",,0",,,,,"   50",",,0,0700",,,,
"USC00468844","1985-09-14","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  206",",,0","   22",",,0",,,,,"   28",",,0,0700",,,,
"USC00468844","1985-09-15","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  200",",,0","   28",",,0",,,,,"   39",",,0,0700",,,,
"USC00468844","1985-09-16","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  228",",,0","   39",",,0",,,,,"   56",",,0,0700",,,,
"USC00468844","1985-09-17","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  256",",,0","   56",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-09-18","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  267",",,0","   83",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-09-19","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  278",",,0","   83",",,0",,,,,"  111",",,0,0700",,,,
"USC00468844","1985-09-20","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  272",",,0","  111",",,0",,,,,"  117",",,0,0700",,,,
"USC00468844","1985-09-21","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  283",",,0","  117",",,0",,,,,"  144",",,0,0700",,,,
"USC00468844","1985-09-22","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  278",",,0","  128",",,0",,,,,"  128",",,0,0700",,,,
"USC00468844","1985-09-23","37.95","-81.08333","326.1","THURMOND, WV US","   25",",,0,0700",,,,,"  278",",,0","  128",",,0",,,,,"  178",",,0,0700",,,,
"USC00468844","1985-09-24","37.95","-81.08333","326.1","THURMOND, WV US","   10",",,0,0700",,,,,"  183",",,0","   83",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-09-25","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  244",",,0","   83",",,0",,,,,,,,,,
"USC00468844","1985-09-27","37.95","-81.08333","326.1","THURMOND, WV US",,,,,,,"  250",",,0","   83",",,0","    2",",,0","   58",",,0","  122",",,0,0700",,,,
"USC00468844","1985-09-28","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  172",",,0","   67",",,0",,,,,"   67",",,0,0700",,,,
"USC00468844","1985-09-29","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  211",",,0","   56",",,0",,,,,"   61",",,0,0700",,,,
"USC00468844","1985-09-30","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700",,,,,"  239",",,0","   56",",,0",,,,,"   72",",,0,0700",,,,
"USC00468844","1985-10-01","37.95","-81.08333","326.1","THURMOND, WV US","  152",",,0,0700","    0","P,,0","    0",",,0","  267",",,0","   72",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-10-02","37.95","-81.08333","326.1","THURMOND, WV US","  140",",,0,0700","    0","P,,0","    0","P,,0","  139",",,0","   83",",,0",,,,,"  139",",,0,0700",,,,
"USC00468844","1985-10-03","37.95","-81.08333","326.1","THURMOND, WV US","   18",",,0,0700","    0","P,,0","    0","P,,0","  217",",,0","   83",",,0",,,,,"  150",",,0,0700",,,,
"USC00468844","1985-10-04","37.95","-81.08333","326.1","THURMOND, WV US","   33",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","   89",",,0",,,,,"   94",",,0,0700",,,,
"USC00468844","1985-10-05","37.95","-81.08333","326.1","THURMOND, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,
"USC00468844","1985-10-06","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  161",",,0","   56",",,0",,,,,"   61",",,0,0700",,,,
"USC00468844","1985-10-07","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  161",",,0","   11",",,0",,,,,"   17",",,0,0700",,,,
"USC00468844","1985-10-08","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  194",",,0","   17",",,0",,,,,"   56",",,0,0700",,,,
"USC00468844","1985-10-09","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  228",",,0","   61",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-10-10","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","   83",",,0",,,,,"  100",",,0,0700",,,,
"USC00468844","1985-10-11","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  267",",,0","  100",",,0",,,,,"  122",",,0,0700",,,,
"USC00468844","1985-10-12","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  228",",,0","  100",",,0",,,,,"  144",",,0,0700",,,,
"USC00468844","1985-10-13","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  256",",,0","  100",",,0",,,,,"  156",",,0,0700",,,,
"USC00468844","1985-10-14","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  283",",,0","  133",",,0",,,,,"  133",",,0,0700",,,,
"USC00468844","1985-10-15","37.95","-81.08333","326.1","THURMOND, WV US","   15",",,0,0700","    0","P,,0","    0","P,,0","  272",",,0","  133",",,0",,,,,"  167",",,0,0700",,,,
"USC00468844","1985-10-16","37.95","-81.08333","326.1","THURMOND, WV US","   36",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","  111",",,0",,,,,"  117",",,0,0700",,,,
"USC00468844","1985-10-17","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  228",",,0","   50",",,0",,,,,"   50",",,0,0700",,,,
"USC00468844","1985-10-18","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  239",",,0","   44",",,0",,,,,"   94",",,0,0700",,,,
"USC00468844","1985-10-19","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  228",",,0","   50",",,0",,,,,"   89",",,0,0700",,,,
"USC00468844","1985-10-20","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","   56",",,0",,,,,"   89",",,0,0700",,,,
"USC00468844","1985-10-21","37.95","-81.08333","326.1","THURMOND, WV US","  107",",,0,0700","    0","P,,0","    0","P,,0","  261",",,0","   94",",,0",,,,,"  111",",,0,0700",,,,
"USC00468844","1985-10-22","37.95","-81.08333","326.1","THURMOND, WV US","  229",",,0,0700","    0","P,,0","    0","P,,0","  144",",,0","  106",",,0",,,,,"  128",",,0,0700",,,,
"USC00468844","1985-10-23","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  194",",,0","   94",",,0",,,,,"   94",",,0,0700",,,,
"USC00468844","1985-10-24","37.95","-81.08333","326.1","THURMOND, WV US","    5",",,0,0700","    0","P,,0","    0","P,,0","  206",",,0","   94",",,0",,,,,"  150",",,0,0700",,,,
"USC00468844","1985-10-25","37.95","-81.08333","326.1","THURMOND, WV US","   97",",,0,0700","    0","P,,0","    0","P,,0","  206",",,0","   94",",,0",,,,,"  133",",,0,0700",,,,
"USC00468844","1985-10-26","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  211",",,0","    6",",,0",,,,,"   11",",,0,0700",,,,
"USC00468844","1985-10-27","37.95","-81.08333","326.1","THURMOND, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,
"USC00468844","1985-10-28","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  244",",,0","   22",",,0",,,,,"   94",",,0,0700",,,,
"USC00468844","1985-10-29","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","   22",",,0",,,,,"   44",",I,0,0700",,,,
"USC00468844","1985-10-30","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  156",",,0","   56",",I,0",,,,,"  106",",,0,0700",,,,
"USC00468844","1985-10-31","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  167",",,0","  111",",,0",,,,,"  144",",,0,0700",,,,
"USC00468844","1985-11-01","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0",",,0","  172",",,0","  139",",,0",,,,,"  156",",,0,0700",,,,
"USC00468844","1985-11-02","37.95","-81.08333","326.1","THURMOND, WV US","   18",",,0,0700","    0","P,,0","    0","P,,0","  189",",,0","  128",",,0",,,,,"  144",",,0,0700",,,,
"USC00468844","1985-11-03","37.95","-81.08333","326.1","THURMOND, WV US","    5",",,0,0700","    0","P,,0","    0","P,,0","  172",",,0","  128",",,0",,,,,"  128",",,0,0700",,,,
"USC00468844","1985-11-04","37.95","-81.08333","326.1","THURMOND, WV US","  318",",,0,0700","    0","P,,0","    0","P,,0","  161",",,0","  106",",,0",,,,,"  106",",,0,0700",,,,
"USC00468844","1985-11-05","37.95","-81.08333","326.1","THURMOND, WV US","  513",",,0,0700","    0","P,,0","    0","P,,0","  106",",,0","   50",",,0",,,,,"   56",",,0,0700",,,,
"USC00468844","1985-11-06","37.95","-81.08333","326.1","THURMOND, WV US","   41",",,0,0700","    0","P,,0","    0","P,,0","   89",",,0","   50",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-11-07","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  111",",,0","   22",",,0",,,,,"   83",",,0,0700",,,,
"USC00468844","1985-11-08","37.95","-81.08333","326.1","THURMOND, WV US","    5",",,0,0700","    0","P,,0","    0","P,,0","  144",",,0","    0",",,0",,,,,"   67",",,0,0700",,,,
"USC00468844","1985-11-09","37.95","-81.08333","326.1","THURMOND, WV US","    3",",,0,0700","    0","P,,0","    0","P,,0","  106",",I,0","  -11",",,0",,,,,"  128",",I,0,0700",,,,
"USC00468844","1985-11-10","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  222",",,0","   22",",,0",,,,,"   56",",,0,0700",,,,
"USC00468844","1985-11-11","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  244",",,0","   17",",,0",,,,,"   78",",,0,0700",,,,
"USC00468844","1985-11-12","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  222",",,0","   78",",,0",,,,,"  100",",,0,0700",,,,
"USC00468844","1985-11-13","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  200",",,0","   83",",,0",,,,,"   89",",I,0,0700",,,,
"USC00468844","1985-11-14","37.95","-81.08333","326.1","THURMOND, WV US","   23",",,0,0700","    0","P,,0","    0","P,,0","  156",",,0","  122",",I,0",,,,,"  122",",,0,0700",,,,
"USC00468844","1985-11-15","37.95","-81.08333","326.1","THURMOND, WV US","   10",",,0,0700","    0","P,,0","    0","P,,0","  233",",,0","  122",",,0",,,,,"  128",",,0,0700",,,,
"USC00468844","1985-11-16","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  200",",,0","  117",",,0",,,,,"  122",",,0,0700",,,,
"USC00468844","1985-11-17","37.95","-81.08333","326.1","THURMOND, WV US","   25",",,0,0700","    0","P,,0","    0","P,,0","  139",",,0","   44",",,0",,,,,"   50",",,0,0700",,,,
"USC00468844","1985-11-18","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  172",",,0","   50",",,0",,,,,"  100",",,0,0700",,,,
"USC00468844","1985-11-19","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  244",",,0","   94",",,0",,,,,"  100",",,0,0700",,,,
"USC00468844","1985-11-20","37.95","-81.08333","326.1","THURMOND, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0","  261",",,0","   94",",,0",,,,,"  106",",,0,0700",,,,
"USC00468844","1985-11-21","37.95","-81.08333","326.1","THURMOND, WV US","    3",",,0,0700","    0","P,,0","    0","P,,0","  222",",,0","   50",",,0",,,,,"   50",",,0,0700",,,,
"USC00468844","1985-11-22","37.95","-81.08333","326.1","THURMOND, WV US","  127",",,0,0700","    0","P,,0","    0","P,,0","  100",",,0","   72",",I,0",,,,,"   44",",,0,0700",,,,
"USC00468844","1985-11-23","37.95","-81.08333","326.1","THURMOND, WV US","    5",",,0,0700","    0","P,,0","    0","P,,0","  117",",,0","   33",",,0",,,,,"   39",",,0,0700",,,,
"USC00468844","1985-11-24","37.95","-81.08333","326.1","THURMOND, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0","  150",",,0","   22",",,0",,,,,"   56",",,0,0700",,,,
