"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00126056","1952-10-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  211",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-29","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-30","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-10-31","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   18",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   38",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   25",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    8",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  178",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   69",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  137",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   13",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  114",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-29","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   38",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-11-30","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   97",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    5",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  231",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    5",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  231",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    3",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    5",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   15",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  104",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   38",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   15",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-29","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-30","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1952-12-31","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-30","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-01-31","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   97",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  267",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    5",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-02-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  114",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    8",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  417",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   13",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    3",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   15",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   76",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00126056","1953-03-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
