"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00233708","1899-03-27","39.966667","-93.583333",,"HAZELHURST, MO US","   25",",,6","   25",",,6",,,,
"USC00233708","1899-03-28","39.966667","-93.583333",,"HAZELHURST, MO US","   51",",,6","   51",",,6",,,,
"USC00233708","1899-03-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-03-30","39.966667","-93.583333",,"HAZELHURST, MO US","  305",",,6","  305",",,6",,,,
"USC00233708","1899-03-31","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-02","39.966667","-93.583333",,"HAZELHURST, MO US","   13",",,6","   13",",,6",,,,
"USC00233708","1899-04-03","39.966667","-93.583333",,"HAZELHURST, MO US","   76",",,6","   76",",,6",,,,
"USC00233708","1899-04-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6","    0",",,6",,,,
"USC00233708","1899-04-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-07","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-08","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6","    0",",,6",,,,
"USC00233708","1899-04-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-10","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-14","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6","    0",",,6",,,,
"USC00233708","1899-04-16","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-17","39.966667","-93.583333",,"HAZELHURST, MO US","  127",",,6","    0",",,6",,,,
"USC00233708","1899-04-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-20","39.966667","-93.583333",,"HAZELHURST, MO US","  384",",,6","    0",",,6",,,,
"USC00233708","1899-04-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-22","39.966667","-93.583333",,"HAZELHURST, MO US","  183",",,6","    0",",,6",,,,
"USC00233708","1899-04-23","39.966667","-93.583333",,"HAZELHURST, MO US","   36",",,6","    0",",,6",,,,
"USC00233708","1899-04-24","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6","    0",",,6",,,,
"USC00233708","1899-04-27","39.966667","-93.583333",,"HAZELHURST, MO US","  107",",,6","    0",",,6",,,,
"USC00233708","1899-04-28","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-04-30","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6","    0",",,6",,,,
"USC00233708","1899-05-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-02","39.966667","-93.583333",,"HAZELHURST, MO US","   51",",,6",,,,,,
"USC00233708","1899-05-03","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-07","39.966667","-93.583333",,"HAZELHURST, MO US","   53",",,6",,,,,,
"USC00233708","1899-05-08","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-10","39.966667","-93.583333",,"HAZELHURST, MO US","  373",",,6",,,,,,
"USC00233708","1899-05-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-14","39.966667","-93.583333",,"HAZELHURST, MO US","   25",",,6",,,,,,
"USC00233708","1899-05-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-16","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-17","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-19","39.966667","-93.583333",,"HAZELHURST, MO US","   97",",,6",,,,,,
"USC00233708","1899-05-20","39.966667","-93.583333",,"HAZELHURST, MO US","  699",",,6",,,,,,
"USC00233708","1899-05-21","39.966667","-93.583333",,"HAZELHURST, MO US","  122",",,6",,,,,,
"USC00233708","1899-05-22","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-23","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-24","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-27","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-05-28","39.966667","-93.583333",,"HAZELHURST, MO US","   43",",,6",,,,,,
"USC00233708","1899-05-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-05-30","39.966667","-93.583333",,"HAZELHURST, MO US","    8",",,6",,,,,,
"USC00233708","1899-05-31","39.966667","-93.583333",,"HAZELHURST, MO US","   53",",,6",,,,,,
"USC00233708","1899-06-01","39.966667","-93.583333",,"HAZELHURST, MO US","   13",",,6",,,,,,
"USC00233708","1899-06-02","39.966667","-93.583333",,"HAZELHURST, MO US","  175",",,6",,,,,,
"USC00233708","1899-06-03","39.966667","-93.583333",,"HAZELHURST, MO US","   25",",,6",,,,,,
"USC00233708","1899-06-04","39.966667","-93.583333",,"HAZELHURST, MO US","   13",",,6",,,,,,
"USC00233708","1899-06-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-07","39.966667","-93.583333",,"HAZELHURST, MO US","   61",",,6",,,,,,
"USC00233708","1899-06-08","39.966667","-93.583333",,"HAZELHURST, MO US","  198",",,6",,,,,,
"USC00233708","1899-06-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-06-10","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-14","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-06-16","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-17","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-06-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-20","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-22","39.966667","-93.583333",,"HAZELHURST, MO US","   25",",,6",,,,,,
"USC00233708","1899-06-23","39.966667","-93.583333",,"HAZELHURST, MO US","  157",",,6",,,,,,
"USC00233708","1899-06-24","39.966667","-93.583333",,"HAZELHURST, MO US","   91",",,6",,,,,,
"USC00233708","1899-06-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-27","39.966667","-93.583333",,"HAZELHURST, MO US","    5",",,6",,,,,,
"USC00233708","1899-06-28","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-06-30","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-02","39.966667","-93.583333",,"HAZELHURST, MO US","  140",",,6",,,,,,
"USC00233708","1899-07-03","39.966667","-93.583333",,"HAZELHURST, MO US","  274",",,6",,,,,,
"USC00233708","1899-07-04","39.966667","-93.583333",,"HAZELHURST, MO US","   41",",,6",,,,,,
"USC00233708","1899-07-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-06","39.966667","-93.583333",,"HAZELHURST, MO US","  107",",,6",,,,,,
"USC00233708","1899-07-07","39.966667","-93.583333",,"HAZELHURST, MO US","   84",",,6",,,,,,
"USC00233708","1899-07-08","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-10","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-14","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-07-15","39.966667","-93.583333",,"HAZELHURST, MO US","    5",",,6",,,,,,
"USC00233708","1899-07-16","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-07-17","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-20","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-22","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-23","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-24","39.966667","-93.583333",,"HAZELHURST, MO US","  109",",,6",,,,,,
"USC00233708","1899-07-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-27","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-28","39.966667","-93.583333",,"HAZELHURST, MO US","  201",",,6",,,,,,
"USC00233708","1899-07-29","39.966667","-93.583333",,"HAZELHURST, MO US","  137",",,6",,,,,,
"USC00233708","1899-07-30","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-07-31","39.966667","-93.583333",,"HAZELHURST, MO US","  394",",,6",,,,,,
"USC00233708","1899-08-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-02","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-03","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-05","39.966667","-93.583333",,"HAZELHURST, MO US","  305",",,6",,,,,,
"USC00233708","1899-08-06","39.966667","-93.583333",,"HAZELHURST, MO US","   41",",,6",,,,,,
"USC00233708","1899-08-07","39.966667","-93.583333",,"HAZELHURST, MO US","   61",",,6",,,,,,
"USC00233708","1899-08-08","39.966667","-93.583333",,"HAZELHURST, MO US","  203",",,6",,,,,,
"USC00233708","1899-08-09","39.966667","-93.583333",,"HAZELHURST, MO US","   43",",,6",,,,,,
"USC00233708","1899-08-10","39.966667","-93.583333",,"HAZELHURST, MO US","  216",",,6",,,,,,
"USC00233708","1899-08-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-13","39.966667","-93.583333",,"HAZELHURST, MO US","   38",",,6",,,,,,
"USC00233708","1899-08-14","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-16","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-17","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-20","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-22","39.966667","-93.583333",,"HAZELHURST, MO US","   79",",,6",,,,,,
"USC00233708","1899-08-23","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-24","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-27","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-28","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-30","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-08-31","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-02","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-03","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-07","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-08","39.966667","-93.583333",,"HAZELHURST, MO US","  191",",,6",,,,,,
"USC00233708","1899-09-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-10","39.966667","-93.583333",,"HAZELHURST, MO US","  130",",,6",,,,,,
"USC00233708","1899-09-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-14","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-16","39.966667","-93.583333",,"HAZELHURST, MO US","   81",",,6",,,,,,
"USC00233708","1899-09-17","39.966667","-93.583333",,"HAZELHURST, MO US","  102",",,6",,,,,,
"USC00233708","1899-09-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-20","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-22","39.966667","-93.583333",,"HAZELHURST, MO US","   10",",,6",,,,,,
"USC00233708","1899-09-23","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-24","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-27","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-28","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-09-30","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-02","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-03","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-10-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-07","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-08","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-10","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-10-14","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-10-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-16","39.966667","-93.583333",,"HAZELHURST, MO US","    5",",,6",,,,,,
"USC00233708","1899-10-17","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-20","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-22","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-23","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-24","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-25","39.966667","-93.583333",,"HAZELHURST, MO US","  152",",,6",,,,,,
"USC00233708","1899-10-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-10-27","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-10-28","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-30","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-10-31","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-02","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-03","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-07","39.966667","-93.583333",,"HAZELHURST, MO US","   18",",,6",,,,,,
"USC00233708","1899-11-08","39.966667","-93.583333",,"HAZELHURST, MO US","   61",",,6",,,,,,
"USC00233708","1899-11-09","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-10","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-11","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-12","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-13","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-14","39.966667","-93.583333",,"HAZELHURST, MO US","   10",",,6",,,,,,
"USC00233708","1899-11-15","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6",,,,,,
"USC00233708","1899-11-16","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-17","39.966667","-93.583333",,"HAZELHURST, MO US","   33",",,6",,,,,,
"USC00233708","1899-11-18","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-19","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-20","39.966667","-93.583333",,"HAZELHURST, MO US","  203",",,6",,,,,,
"USC00233708","1899-11-21","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-22","39.966667","-93.583333",,"HAZELHURST, MO US","  173",",,6",,,,,,
"USC00233708","1899-11-23","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-24","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-25","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-26","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-27","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-28","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-29","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6",,,,,,
"USC00233708","1899-11-30","39.966667","-93.583333",,"HAZELHURST, MO US","   13",",,6",,,,,,
"USC00233708","1899-12-01","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-12-02","39.966667","-93.583333",,"HAZELHURST, MO US","   13",",,6","    0",",,6",,,,
"USC00233708","1899-12-03","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-12-04","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-12-05","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-12-06","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-12-07","39.966667","-93.583333",,"HAZELHURST, MO US","    0","P,,6","    0",",,6",,,,
"USC00233708","1899-12-08","39.966667","-93.583333",,"HAZELHURST, MO US","    0","T,,6","    0",",,6",,,,
"USC00233708","1899-12-09","39.966667","-93.583333",,"HAZELHURST, MO US","  130",",,6","    0",",,6",,,,
