"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"USC00124729","1950-06-15","41.65","-85.43333","267.9","LAGRANGE, IN US","  117",",,0",,,,,,,,,,,,
"USC00124729","1950-06-16","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-18","41.65","-85.43333","267.9","LAGRANGE, IN US","  109",",,0",,,,,,,,,,,,
"USC00124729","1950-06-19","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-25","41.65","-85.43333","267.9","LAGRANGE, IN US","   48",",,0",,,,,,,,,,,,
"USC00124729","1950-06-26","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-27","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-28","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-06-29","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-01","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-02","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-03","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-04","41.65","-85.43333","267.9","LAGRANGE, IN US","   33",",,0",,,,,,,,,,,,
"USC00124729","1950-07-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-07","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-09","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-10","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-11","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-12","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-13","41.65","-85.43333","267.9","LAGRANGE, IN US","  191",",,0",,,,,,,,,,,,
"USC00124729","1950-07-14","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-15","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-16","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-17","41.65","-85.43333","267.9","LAGRANGE, IN US","  356",",,0",,,,,,,,,,,,
"USC00124729","1950-07-18","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-19","41.65","-85.43333","267.9","LAGRANGE, IN US","  404",",,0",,,,,,,,,,,,
"USC00124729","1950-07-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    5",",,0",,,,,,,,,,,,
"USC00124729","1950-07-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-23","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-25","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-26","41.65","-85.43333","267.9","LAGRANGE, IN US","  130",",,0",,,,,,,,,,,,
"USC00124729","1950-07-27","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-28","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-29","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-07-30","41.65","-85.43333","267.9","LAGRANGE, IN US","   18",",,0",,,,,,,,,,,,
"USC00124729","1950-07-31","41.65","-85.43333","267.9","LAGRANGE, IN US","   13",",,0",,,,,,,,,,,,
"USC00124729","1950-08-01","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-02","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-03","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-07","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-09","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-10","41.65","-85.43333","267.9","LAGRANGE, IN US","  518",",,0",,,,,,,,,,,,
"USC00124729","1950-08-11","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-12","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-13","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-14","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-15","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,"  250",",,0",,,,
"USC00124729","1950-08-16","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-18","41.65","-85.43333","267.9","LAGRANGE, IN US","  107",",,0",,,,,,,,,,,,
"USC00124729","1950-08-19","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-23","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-25","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-26","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-27","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-28","41.65","-85.43333","267.9","LAGRANGE, IN US","   86",",,0",,,,,,,,,,,,
"USC00124729","1950-08-29","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-30","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-08-31","41.65","-85.43333","267.9","LAGRANGE, IN US","  203",",,0",,,,,,,,,,,,
"USC00124729","1950-09-01","41.65","-85.43333","267.9","LAGRANGE, IN US","  180",",,0",,,,,,,,,,,,
"USC00124729","1950-09-02","41.65","-85.43333","267.9","LAGRANGE, IN US","  378",",,0",,,,,,,,,,,,
"USC00124729","1950-09-03","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-07","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-09","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-10","41.65","-85.43333","267.9","LAGRANGE, IN US","   51",",,0",,,,,,,,,,,,
"USC00124729","1950-09-11","41.65","-85.43333","267.9","LAGRANGE, IN US","   13",",,0",,,,,,,,,,,,
"USC00124729","1950-09-12","41.65","-85.43333","267.9","LAGRANGE, IN US","   15",",,0",,,,,,,,,,,,
"USC00124729","1950-09-13","41.65","-85.43333","267.9","LAGRANGE, IN US","   41",",,0",,,,,,,,,,,,
"USC00124729","1950-09-16","41.65","-85.43333","267.9","LAGRANGE, IN US",,,,,,,,,,,"    3",",,0","   23",",,0"
"USC00124729","1950-09-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-18","41.65","-85.43333","267.9","LAGRANGE, IN US","  191",",,0",,,,,,,,,,,,
"USC00124729","1950-09-19","41.65","-85.43333","267.9","LAGRANGE, IN US","  470",",,0",,,,,,,,,,,,
"USC00124729","1950-09-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-21","41.65","-85.43333","267.9","LAGRANGE, IN US","  157",",,0",,,,,,,,,,,,
"USC00124729","1950-09-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    5",",,0",,,,,,,,,,,,
"USC00124729","1950-09-23","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-25","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-26","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-27","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-28","41.65","-85.43333","267.9","LAGRANGE, IN US","   10",",,0",,,,,,,,,,,,
"USC00124729","1950-09-29","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-09-30","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-01","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-02","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-03","41.65","-85.43333","267.9","LAGRANGE, IN US","   69",",,0",,,,,,,,,,,,
"USC00124729","1950-10-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-07","41.65","-85.43333","267.9","LAGRANGE, IN US","   41",",,0",,,,,,,,,,,,
"USC00124729","1950-10-08","41.65","-85.43333","267.9","LAGRANGE, IN US","   38",",,0",,,,,,,,,,,,
"USC00124729","1950-10-09","41.65","-85.43333","267.9","LAGRANGE, IN US","   25",",,0",,,,,,,,,,,,
"USC00124729","1950-10-10","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-11","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-12","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-13","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-14","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-15","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-16","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-18","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-19","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-23","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-25","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-26","41.65","-85.43333","267.9","LAGRANGE, IN US","   41",",,0",,,,,,,,,,,,
"USC00124729","1950-10-27","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-28","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-29","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-30","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-10-31","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-01","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-02","41.65","-85.43333","267.9","LAGRANGE, IN US","    3",",,0",,,,,,,,,,,,
"USC00124729","1950-11-03","41.65","-85.43333","267.9","LAGRANGE, IN US","   46",",,0",,,,,,,,,,,,
"USC00124729","1950-11-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-07","41.65","-85.43333","267.9","LAGRANGE, IN US","  180",",,0",,,,,,,,,,,,
"USC00124729","1950-11-08","41.65","-85.43333","267.9","LAGRANGE, IN US","  102",",,0",,,,,,,,,,,,
"USC00124729","1950-11-09","41.65","-85.43333","267.9","LAGRANGE, IN US","   51",",,0",,,,,,,,,,,,
"USC00124729","1950-11-10","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-11","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-12","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-13","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-14","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-15","41.65","-85.43333","267.9","LAGRANGE, IN US","   38",",,0",,,,,,,,,,,,
"USC00124729","1950-11-16","41.65","-85.43333","267.9","LAGRANGE, IN US","   23",",,0",,,,,,,,,,,,
"USC00124729","1950-11-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-18","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-19","41.65","-85.43333","267.9","LAGRANGE, IN US","  183",",,0",,,,,,,,,,,,
"USC00124729","1950-11-20","41.65","-85.43333","267.9","LAGRANGE, IN US","  124",",,0",,,,,,,,,,,,
"USC00124729","1950-11-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-23","41.65","-85.43333","267.9","LAGRANGE, IN US","   30",",,0",,,,,,,,,,,,
"USC00124729","1950-11-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-11-25","41.65","-85.43333","267.9","LAGRANGE, IN US","  170",",,0",,,,,,,,,,,,
"USC00124729","1950-12-03","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-12-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-12-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    5",",,0",,,,,,,,,,,,
"USC00124729","1950-12-06","41.65","-85.43333","267.9","LAGRANGE, IN US","   56",",,0",,,,,,,,,,,,
"USC00124729","1950-12-07","41.65","-85.43333","267.9","LAGRANGE, IN US","  191",",,0",,,,,,,,,,,,
"USC00124729","1950-12-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1950-12-15","41.65","-85.43333","267.9","LAGRANGE, IN US",,,,,,,,,,,"    7",",,0","   13",",,0"
"USC00124729","1951-01-01","41.65","-85.43333","267.9","LAGRANGE, IN US","    3",",,0",,,,,,,,,,,,
"USC00124729","1951-01-02","41.65","-85.43333","267.9","LAGRANGE, IN US","   99",",,0",,,,,,,,,,,,
"USC00124729","1951-01-03","41.65","-85.43333","267.9","LAGRANGE, IN US","  140",",,0",,,,,,,,,,,,
"USC00124729","1951-01-04","41.65","-85.43333","267.9","LAGRANGE, IN US","   10",",,0",,,,,,,,,,,,
"USC00124729","1951-01-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-07","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-09","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-10","41.65","-85.43333","267.9","LAGRANGE, IN US","   10",",,0",,,,,,,,,,,,
"USC00124729","1951-01-11","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-12","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-13","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-15","41.65","-85.43333","267.9","LAGRANGE, IN US",,,,,,,,,,,"    2",",,0","  122",",,0"
"USC00124729","1951-01-16","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-18","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-19","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-01-23","41.65","-85.43333","267.9","LAGRANGE, IN US","   15",",,0",,,,,,,,,,,,
"USC00124729","1951-01-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-07","41.65","-85.43333","267.9","LAGRANGE, IN US",,,,,,,,,,,"    2",",,0","   91",",,0"
"USC00124729","1951-02-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-09","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-10","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-11","41.65","-85.43333","267.9","LAGRANGE, IN US","  112",",,0",,,,,,,,,,,,
"USC00124729","1951-02-12","41.65","-85.43333","267.9","LAGRANGE, IN US","   41",",,0",,,,,,,,,,,,
"USC00124729","1951-02-13","41.65","-85.43333","267.9","LAGRANGE, IN US","   23",",,0",,,,,,,,,,,,
"USC00124729","1951-02-14","41.65","-85.43333","267.9","LAGRANGE, IN US","   28",",,0",,,,,,,,,,,,
"USC00124729","1951-02-15","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-16","41.65","-85.43333","267.9","LAGRANGE, IN US","   46",",,0",,,,,,,,,,,,
"USC00124729","1951-02-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-18","41.65","-85.43333","267.9","LAGRANGE, IN US","   46",",,0",,,,,,,,,,,,
"USC00124729","1951-02-19","41.65","-85.43333","267.9","LAGRANGE, IN US","   36",",,0",,,,,,,,,,,,
"USC00124729","1951-02-20","41.65","-85.43333","267.9","LAGRANGE, IN US","  180",",,0",,,,,,,,,,,,
"USC00124729","1951-02-21","41.65","-85.43333","267.9","LAGRANGE, IN US","   89",",,0",,,,,,,,,,,,
"USC00124729","1951-02-22","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-23","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-24","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-25","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-26","41.65","-85.43333","267.9","LAGRANGE, IN US","   36",",,0",,,,,,,,,,,,
"USC00124729","1951-02-27","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-02-28","41.65","-85.43333","267.9","LAGRANGE, IN US","   84",",,0",,,,,,,,,,,,
"USC00124729","1951-03-01","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-02","41.65","-85.43333","267.9","LAGRANGE, IN US","   18",",,0",,,,,,,,,,,,
"USC00124729","1951-03-03","41.65","-85.43333","267.9","LAGRANGE, IN US","   76",",,0",,,,,,,,,,,,
"USC00124729","1951-03-04","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-05","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-06","41.65","-85.43333","267.9","LAGRANGE, IN US","    8",",,0",,,,,,,,,,,,
"USC00124729","1951-03-07","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-08","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-09","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-10","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-11","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-12","41.65","-85.43333","267.9","LAGRANGE, IN US","   28",",,0",,,,,,,,,,,,
"USC00124729","1951-03-13","41.65","-85.43333","267.9","LAGRANGE, IN US","  112",",,0",,,,,,,,,,,,
"USC00124729","1951-03-14","41.65","-85.43333","267.9","LAGRANGE, IN US","   38",",,0",,,,,,,,,,,,
"USC00124729","1951-03-15","41.65","-85.43333","267.9","LAGRANGE, IN US","   61",",,0",,,,,,,,,,,,
"USC00124729","1951-03-16","41.65","-85.43333","267.9","LAGRANGE, IN US","    8",",,0",,,,,,,,,,,,
"USC00124729","1951-03-17","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-18","41.65","-85.43333","267.9","LAGRANGE, IN US","   10",",,0",,,,,,,,,,,,
"USC00124729","1951-03-19","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-20","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
"USC00124729","1951-03-21","41.65","-85.43333","267.9","LAGRANGE, IN US","    0",",,0",,,,,,,,,,,,
