"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"USC00190862","1894-01-01","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-02","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-03","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-04","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-05","42.083333","-71.016667","33.5","BROCKTON B, MA US","    5",",,6","    0",",,6",,
"USC00190862","1894-01-06","42.083333","-71.016667","33.5","BROCKTON B, MA US","   13",",,6","   13",",,6",,
"USC00190862","1894-01-07","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-08","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-09","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-10","42.083333","-71.016667","33.5","BROCKTON B, MA US","   38",",,6","   51",",,6",,
"USC00190862","1894-01-11","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-12","42.083333","-71.016667","33.5","BROCKTON B, MA US","   28",",,6","    0",",,6",,
"USC00190862","1894-01-13","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-14","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
"USC00190862","1894-01-15","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6","    0",",,6"
"USC00190862","1894-01-16","42.083333","-71.016667","33.5","BROCKTON B, MA US","    0","P,,6","    0",",,6",,
