"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SN53","SN53_ATTRIBUTES","SN55","SN55_ATTRIBUTES","SX52","SX52_ATTRIBUTES","SX53","SX53_ATTRIBUTES","SX55","SX55_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00071200","2006-01-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  100",",,0","  -11",",,0","  100",",,0,2400",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00071200","2006-01-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   86",",,0,2400","    0","T,,0","    0",",,0","  122",",,0","    6",",,0","    6",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   22",",,0","  -39",",,0","  -22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   11",",,0","  -44",",,0","  -11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0",",,0","    0",",,0","  100",",,0","  -28",",,0","   94",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  226",",,0,2400","    0",",,0","    0",",,0","  183",",,0","   17",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00071200","2006-01-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  106",",,0","  -28",",,0","   39",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  144",",,0","  -22",",,0","    0",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   -6",",,0","   39",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   23",",,0,2400","    0",",,0","    0",",,0","   67",",,0","  -28",",,0","   11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  229",",,0,2400","    0",",,0","    0",",,0","   56",",,0","   11",",,0","   11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   41",",,0,2400","    0","T,,0","    0",",,0","   89",",,0","  -33",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00071200","2006-01-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","T,,0","    0",",,0","   44",",,0","    6",",,0","    6",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   28",",,0","  -17",",,0","  -17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   72",",,0","  -67",",,0","  -11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  144",",,0","  -39",",,0","  -11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-29","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   25",",,0,2400","    0",",,0","    0",",,0","  133",",,0","  -28",",,0","  100",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-01-30","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0",",,0","    0",",,0","  150",",,0","   17",",,0","   89",",,0,2400",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00071200","2006-01-31","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0",",,0","    0",",,0","   94",",,0","   44",",,0","   44",",,0,2400",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00071200","2006-02-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   67",",,0","  -17",",,0","    6",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0",",,0","    0",",,0","  122",",,0","  -33",",,0","   78",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   86",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   61",",,0","   61",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   81",",,0,2400","    0",",,0","    0",",,0","  122",",,0","   33",",,0","   94",",,0,2400",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00071200","2006-02-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   94",",,0","   22",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   61",",,0","    0",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   44",",,0","  -17",",,0","   -6",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   22",",,0","  -50",",,0","  -50",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   22",",,0","  -50",",,0","  -22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   39",",,0","  -39",",,0","  -11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  114",",,0,2400","   79",",,0","   76",",,0","   44",",,0","  -11",",,0","    0",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  231",",,0,2400","  287",",,0","  254",",,0","    0",",,0","  -56",",,0","  -44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","  203",",,0","   28",",,0"," -128",",,0","  -72",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","  127",",,0","   56",",,0","  -94",",,0","  -44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","   51",",,0","  111",",,0","  -72",",,0","  -11",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0","T,,0","  150",",,0","  -33",",,0","  117",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   17",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","T,,0","    0",",,0","   17",",,0","  -78",",,0","  -78",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  -17",",,0"," -100",",,0","  -61",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   44",",,0","  -61",",,0","  -44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   72",",,0","  -72",",,0","  -44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    8",",,0,2400","    0","T,,0","    0",",,0","   28",",,0","  -50",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    8",",,0,2400","    0",",,0","    0",",,0","   94",",,0","  -11",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   44",",,0","  -50",",,0","  -50",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  111",",,0","  -61",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","T,,0","    0",",,0","   17",",,0","  -78",",,0","  -56",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   11",",,0","  -72",",,0","    0",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-02-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    5",",,0","    0",",,0","   39",",,0","  -50",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   89",",,0","  -39",",,0","  -33",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   28",",,0,2400","    0",",,0","    0",",,0","   44",",,0","  -33",",,0","   -6",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   33",",,0","  -22",",,0","  -17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   61",",,0","  -28",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   94",",,0","  -17",",,0","   28",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   94",",,0","  -44",",,0","    0",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   72",",,0","  -28",",,0","  -28",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  106",",,0","  -67",",,0","   50",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0",",,0","    0",",,0","  178",",,0","   44",",,0","  144",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0",",,0","    0",",,0","  244",",,0","   83",",,0","   83",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  200",",,0","   33",",,0","   89",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    8",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   89",",,0","  106",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  272",",,0","   78",",,0","  211",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   44",",,0","   44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   83",",,0","   28",",,0","   44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  122",",,0","   11",",,0","   39",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   94",",,0","   22",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   67",",,0","  -28",",,0","    0",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   89",",,0","  -33",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   67",",,0","  -44",",,0","    6",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   44",",,0","  -50",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","   67",",,0","   -6",",,0","   33",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  106",",,0","   28",",,0","   28",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  111",",,0","   -6",",,0","   56",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    5",",,0,2400","    0",",,0","    0",",,0","   83",",,0","   33",",,0","   33",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  106",",,0","    6",",,0","   44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  139",",,0","    0",",,0","    0",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  128",",,0","  -11",",,0","   72",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-29","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   17",",,0","   22",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-30","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  194",",,0","   -6",",,0","  100",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-03-31","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  239",",,0","   17",",,0","  172",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   15",",,0,2400","    0",",,0","    0",",,0","  239",",,0","  122",",,0","  122",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  200",",,0","   61",",,0","   61",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  122",",,0,2400","    0",",,0","    0",",,0","  139",",,0","   39",",,0","  117",",,0,2400",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00071200","2006-04-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  133",",,0","   39",",,0","   61",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   23",",,0,2400","    0","T,,0","    0",",,0","   94",",,0","   22",",,0","   67",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  144",",,0","   33",",,0","   33",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   36",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   33",",,0","  167",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  236",",,0,2400","    0",",,0","    0",",,0","  172",",,0","   39",",,0","   44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  139",",,0","    6",",,0","   17",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","  -11",",,0","   39",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  206",",,0","    0",",,0","   78",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  228",",,0","   28",",,0","  156",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","  122",",,0","  133",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   89",",,0","  178",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    0",",,0","    0",",,0","  261",",,0","  144",",,0","  189",",,0,2400",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00071200","2006-04-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  206",",,0","   61",",,0","  150",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   83",",,0","   89",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   56",",,0","  100",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  239",",,0","   50",",,0","  150",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","   67",",,0","  122",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   79",",,0,2400","    0",",,0","    0",",,0","  183",",,0","   83",",,0","   94",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  368",",,0,2400","    0",",,0","    0",",,0","  144",",,0","   83",",,0","  144",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   13",",,0,2400","    0",",,0","    0",",,0","  194",",,0","  111",",,0","  139",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   58",",,0,2400","    0",",,0","    0",",,0","  200",",,0","  100",",,0","  106",",,0,2400",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00071200","2006-04-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   25",",,0,2400","    0",",,0","    0",",,0","  228",",,0","   56",",,0","   94",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    8",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   39",",,0","   44",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  217",",,0","   17",",,0","  139",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   56",",,0","   56",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-29","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   22",",,0","   33",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-04-30","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  200",",,0","    0",",,0","   50",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-05-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  206",",,0","   11",",,0","   67",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2006-05-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","   22",",,0","  106",",,0,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
