"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00248314","1964-05-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   17",",,0",,,,,"   89",",,0",,,,,,,,,,,,
"USC00248314","1964-05-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   22",",,0",,,,,"   72",",,0",,,,,,,,,,,,
"USC00248314","1964-05-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   11",",,0",,,,,"  122",",,0",,,,,,,,,,,,
"USC00248314","1964-05-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   33",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-05-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   13",",,0","    0",",,0","    0",",,0","  172",",,0","   33",",,0",,,,,"   56",",,0",,,,,,,,,,,,
"USC00248314","1964-05-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   44",",,0",,,,,"  106",",,0",,,,,,,,,,,,
"USC00248314","1964-05-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  -11",",,0",,,,,"  189",",,0",,,,,,,,,,,,
"USC00248314","1964-05-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   50",",,0",,,,,"  133",",,0",,,,,,,,,,,,
"USC00248314","1964-05-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   22",",,0",,,,,"  161",",,0",,,,,,,,,,,,
"USC00248314","1964-05-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","    0",",,0",,,,,"  206",",,0",,,,,,,,,,,,
"USC00248314","1964-05-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","    6",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1964-05-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00248314","1964-05-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  -11",",,0",,,,,"  233",",,0",,,,,,,,,,,,
"USC00248314","1964-05-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0","   33",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1964-05-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  317",",,0","   56",",,0",,,,,"  217",",,0",,,,,,,,,,,,
"USC00248314","1964-05-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   56",",,0",,,,,"  161",",,0",,,,,,,,,,,,
"USC00248314","1964-05-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  -28",",,0",,,,,"  100",",,0",,,,,,,,,,,,
"USC00248314","1964-05-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   17",",,0",,,,,"  194",",,0",,,,,,,,,,,,
"USC00248314","1964-05-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","   28",",,0",,,,,"  139",",,0",,,,,,,,,,,,
"USC00248314","1964-05-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","   50",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-05-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","  -11",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1964-05-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   22",",,0",,,,,"  144",",,0",,,,,,,,,,,,
"USC00248314","1964-05-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   41",",,0","    0",",,0","    0",",,0","  156",",,0","   44",",,0",,,,,"  117",",,0",,,,,,,,,,,,
"USC00248314","1964-05-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","    0",",,0","    0",",,0","  133",",,0","   61",",,0",,,,,"   83",",,0",,,,,,,,,,,,
"USC00248314","1964-05-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   22",",,0",,,,,"  122",",,0",,,,,,,,,,,,
"USC00248314","1964-05-31","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   22",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-06-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","    6",",,0",,,,,"  194",",,0",,,,,,,,,,,,
"USC00248314","1964-06-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   11",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1964-06-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","   72",",,0",,,,,"  200",",,0",,,,,,,,,,,,
"USC00248314","1964-06-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  244",",,0","   17",",,0",,,,,"  161",",,0",,,,,,,,,,,,
"USC00248314","1964-06-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  102",",,0","    0",",,0","    0",",,0","  228",",,0","   44",",,0",,,,,"  183",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-06-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    3",",,0","    0",",,0","    0",",,0","  222",",,0","   78",",,0",,,,,"  117",",,0",,,,,,,,,,,,
"USC00248314","1964-06-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  135",",,0","    0",",,0","    0",",,0","  200",",,0","   44",",,0",,,,,"  111",",,0",,,,,,,,,,,,
"USC00248314","1964-06-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   79",",,0","    0",",,0","    0",",,0","  156",",,0","   56",",,0",,,,,"   89",",,0",,,,,,,,,,,,
"USC00248314","1964-06-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   91",",,0","    0",",,0","    0",",,0","  172",",,0","   61",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1964-06-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   13",",,0","    0",",,0","    0",",,0","  200",",,0","   33",",,0",,,,,"  133",",,0",,,,,,,,,,,,
"USC00248314","1964-06-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   18",",,0","    0",",,0","    0",",,0","  200",",,0","   72",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1964-06-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  228",",,0","   44",",,0",,,,,"  122",",,0",,,,,,,,,,,,
"USC00248314","1964-06-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  239",",,0","   44",",,0",,,,,"  211",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-06-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   15",",,0","    0",",,0","    0",",,0","  222",",,0","   67",",,0",,,,,"  128",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-06-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   33",",,0","    0",",,0","    0",",,0","  228",",,0","   67",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-06-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    5",",,0","    0",",,0","    0",",,0","  206",",,0","  106",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-06-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   25",",,0","    0",",,0","    0",",,0","  183",",,0","   72",",,0",,,,,"  133",",,0",,,,,,,,,,,,
"USC00248314","1964-06-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    3",",,0","    0",",,0","    0",",,0","  211",",,0","   39",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1964-06-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   46",",,0","    0",",,0","    0",",,0","  144",",,0","   72",",,0",,,,,"  106",",,0",,,,,,,,,,,,
"USC00248314","1964-06-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    5",",,0","    0",",,0","    0",",,0","  217",",,0","   33",",,0",,,,,"  106",",,0",,,,,,,,,,,,
"USC00248314","1964-06-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    5",",,0","    0",",,0","    0",",,0","  194",",,0","   28",",,0",,,,,"  100",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-06-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   17",",,0",,,,,"  206",",,0",,,,,,,,,,,,
"USC00248314","1964-06-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","   50",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1964-06-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   94",",,0",,,,,"  267",",,0",,,,,,,,,,,,
"USC00248314","1964-06-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  322",",,0","   72",",,0",,,,,"  217",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-06-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0","   72",",,0",,,,,"  200",",,0",,,,,,,,,,,,
"USC00248314","1964-06-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  328",",,0","  100",",,0",,,,,"  200",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-06-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   39",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1964-06-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   50",",,0",,,,,"  233",",,0",,,,,,,,,,,,
"USC00248314","1964-06-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   25",",,0","    0",",,0","    0",",,0","  261",",,0","   78",",,0",,,,,"  233",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   89",",,0",,,,,"  250",",,0",,,,,,,,,,,,
"USC00248314","1964-07-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   89",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1964-07-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","   56",",,0",,,,,"  233",",,0",,,,,,,,,,,,
"USC00248314","1964-07-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","   56",",,0",,,,,"  178",",,0",,,,,,,,,,,,
"USC00248314","1964-07-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   67",",,0",,,,,"  194",",,0",,,,,,,,,,,,
"USC00248314","1964-07-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","   44",",,0",,,,,"  222",",,0",,,,,,,,,,,,
"USC00248314","1964-07-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","   61",",,0",,,,,"  289",",,0",,,,,,,,,,,,
"USC00248314","1964-07-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","    0",",,0","    0",",,0","  339",",,0","  100",",,0",,,,,"  211",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    5",",,0","    0",",,0","    0",",,0","  317",",,0","   83",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1964-07-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","   89",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1964-07-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   78",",,0",,,,,"  289",",,0",,,,,,,,,,,,
"USC00248314","1964-07-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0","   94",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1964-07-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","  122",",,0",,,,,"  222",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  163",",,0","    0",",,0","    0",",,0","  311",",,0","  106",",,0",,,,,"  172",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","   94",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1964-07-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","   72",",,0",,,,,"  239",",,0",,,,,,,,,,,,
"USC00248314","1964-07-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","   72",",,0",,,,,"  311",",,0",,,,,,,,,,,,
"USC00248314","1964-07-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  317",",,0","  100",",,0",,,,,"  267",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  106",",,0",,,,,"  244",",,0",,,,,,,,,,,,
"USC00248314","1964-07-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0","   78",",,0",,,,,"  283",",,0",,,,,,,,,,,,
"USC00248314","1964-07-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  356",",,0","  100",",,0",,,,,"  250",",,0",,,,,,,,,,,,
"USC00248314","1964-07-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  356",",,0","   83",",,0",,,,,"  283",",,0",,,,,,,,,,,,
"USC00248314","1964-07-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","  122",",,0",,,,,"  228",",,0",,,,,,,,,,,,
"USC00248314","1964-07-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","   39",",,0",,,,,"  244",",,0",,,,,,,,,,,,
"USC00248314","1964-07-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0","   50",",,0",,,,,"  300",",,0",,,,,,,,,,,,
"USC00248314","1964-07-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0","   67",",,0",,,,,"  250",",,0",,,,,,,,,,,,
"USC00248314","1964-07-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   78",",,0",,,,,"  283",",,0",,,,,,,,,,,,
"USC00248314","1964-07-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  106",",,0",,,,,"  228",",,0",,,,,,,,,,,,
"USC00248314","1964-07-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","  122",",,0",,,,,"  239",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   30",",,0","    0",",,0","    0",",,0","  294",",,0","   94",",,0",,,,,"  211",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-07-31","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","    0",",,0","    0",",,0","  311",",,0","   67",",,0",,,,,"  217",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-08-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  256",",,0","   56",",,0",,,,,"  167",",,0",,,,,,,,,,,,
"USC00248314","1964-08-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","   17",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1964-08-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  339",",,0","   44",",,0",,,,,"  294",",,0",,,,,,,,,,,,
"USC00248314","1964-08-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  356",",,0","   61",",,0",,,,,"  283",",,0",,,,,,,,,,,,
"USC00248314","1964-08-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","   67",",,0",,,,,"  222",",,0",,,,,,,,,,,,
"USC00248314","1964-08-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","   28",",,0",,,,,"  217",",,0",,,,,,,,,,,,
"USC00248314","1964-08-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","   67",",,0",,,,,"  250",",,0",,,,,,,,,,,,
"USC00248314","1964-08-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   71",",,0","    0",",,0","    0",",,0","  300",",,0","  111",",,0",,,,,"  167",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-08-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   83",",,0",,,,,"  250",",,0",,,,,,,,,,,,
"USC00248314","1964-08-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","   89",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1964-08-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   33",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1964-08-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   56",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1964-08-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   72",",,0",,,,,"  178",",,0",,,,,,,,,,,,
"USC00248314","1964-08-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","   44",",,0",,,,,"  206",",,0",,,,,,,,,,,,
"USC00248314","1964-08-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","   39",",,0",,,,,"  206",",,0",,,,,,,,,,,,
"USC00248314","1964-08-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","   39",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-08-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0","   56",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1964-08-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  367",",,0","   72",",,0",,,,,"  172",",,0",,,,,,,,,,,,
"USC00248314","1964-08-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US",,,"    0",",,0","    0",",,0",,,"   39",",,0",,,,,"   44",",,0",,,,,,,,,,,,
"USC00248314","1964-08-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US",,,"    0",",,0","    0",",,0","  106",",,0","   33",",,0","    2",",,0","   99",",,0","   83",",,0",,,,,,,,,,,,
"USC00248314","1964-08-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   56",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1964-08-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","   44",",,0",,,,,"  222",",,0",,,,,,,,,,,,
"USC00248314","1964-08-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   72",",,0",,,,,"  139",",,0",,,,,,,,,,,,
"USC00248314","1964-08-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  189",",,0","   39",",,0",,,,,"  144",",,0",,,,,,,,,,,,
"USC00248314","1964-08-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","    6",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1964-08-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","  100",",,0",,,,,"  122",",,0",,,,,,,,,,,,
"USC00248314","1964-08-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","   11",",,0",,,,,"  139",",,0",,,,,,,,,,,,
"USC00248314","1964-08-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   99",",,0","    0",",,0","    0",",,0","  172",",,0","   39",",,0",,,,,"   67",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1964-08-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   76",",,0","    0",",,0","    0",",,0","  200",",,0","   44",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1964-08-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   33",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1964-08-31","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","  -33",",,0",,,,,"  111",",,0",,,,,,,,,,,,
"USC00248314","1964-09-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   67",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1964-09-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   50",",,0",,,,,"  100",",,0",,,,,,,,,,,,
"USC00248314","1964-09-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   22",",,0",,,,,"  117",",,0",,,,,,,,,,,,
"USC00248314","1964-09-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   -6",",,0",,,,,"  144",",,0",,,,,,,,,,,,
"USC00248314","1964-09-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   22",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1964-09-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","  -11",",,0",,,,,"  111",",,0",,,,,,,,,,,,
"USC00248314","1964-09-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","    6",",,0",,,,,"  117",",,0",,,,,,,,,,,,
"USC00248314","1964-09-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   11",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1964-09-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   61",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1964-09-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   11",",,0",,,,,"   78",",,0",,,,,,,,,,,,
"USC00248314","1964-09-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","  -33",",,0",,,,,"  100",",,0",,,,,,,,,,,,
"USC00248314","1964-09-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  -11",",,0",,,,,"   61",",,0",,,,,,,,,,,,
"USC00248314","1964-09-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","    6",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1964-09-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   17",",,0",,,,,"  161",",,0",,,,,,,,,,,,
