"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"USC00404412","1949-01-01","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-02","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","   84",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-03","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","   64",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-04","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","   25",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-05","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","  224",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-06","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-07","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-08","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-09","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-10","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-11","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0",",,0,0800","    0",",,0,","    0",",,0,",,,,
"USC00404412","1949-01-12","36.01667","-88.43333","131.1","HUNTINGDON WATER PLA, TN US","    0","T,,0,0800","    0",",,0,","    0",",,0,",,,,
