"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00387113","1942-04-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  222",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,"  167",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  239",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,"  211",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  222",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,"  183",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  250",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  267",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,"  133",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  311",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,,,,,,,,,"    1",",,6",,,,,,,,
"USC00387113","1942-04-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  300",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,,,,,,,,,"    1",",,6",,,,,,,,
"USC00387113","1942-04-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  306",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,"  272",",,6,",,,,,,,,,,,,,"    1",",,6",,,,,,,,
"USC00387113","1942-04-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  300",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,"  217",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  289",",,6","  139",",,6",,,,,,,,,,,,,,,,,,,"  194",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-04-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  306",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  300",",,6","  139",",,6",,,,,,,,,,,,,,,,,,,"  244",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  206",",,6,","    0",",,6,",,,"  300",",,6","  144",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-05-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  267",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  267",",,6","  183",",,6",,,,,,,,,,,,,,,,,,,"  233",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  300",",,6","  139",",,6",,,,,,,,,,,,,,,,,,,"  206",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  294",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,"  133",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  300",",,6","  133",",,6",,,,,,,,,,,,,,,,,,,"  256",",I,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  211",",I,6","   89",",,6",,,,,,,,,,,,,,,,,,,"  167",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  244",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  272",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  272",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  261",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,"  189",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  228",",,6","  161",",,6",,,,,,,,,,,,,,,,,,,"  211",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","T,,6,","    0",",,6,",,,"  256",",,6","  178",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  208",",,6,","    0",",,6,",,,"  228",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  200",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  289",",,6","  156",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  278",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  289",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  294",",,6","  172",",,6",,,,,,,,,,,,,,,,,,,"  167",",I,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  373",",,6,","    0",",,6,",,,"  289",",,6","  189",",I,6",,,,,,,,,,,,,,,,,,,"  189",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  239",",,6,","    0",",,6,",,,"  239",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,"  161",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   36",",,6,","    0",",,6,",,,"  244",",,6","  144",",,6",,,,,,,,,,,,,,,,,,,"  167",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  228",",,6","  111",",,6",,,,,,,,,,,,,,,,,,,"  161",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   36",",,6,","    0",",,6,",,,"  228",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,"  144",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-05-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  239",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,"  178",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  261",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,"  206",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   74",",,6,","    0",",,6,",,,"  256",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,"  189",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  250",",,6","  133",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  289",",,6","  161",",,6",,,,,,,,,,,,,,,,,,,"  272",",,6,",,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  311",",,6","  144",",,6",,,,,,,,,,,,,,,,,,,"  283",",,6,",,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00387113","1942-05-31","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,","    0",",,6,",,,"  317",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  161",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  167",",,6",,,,,,,,,,,,,,,,,,,"  267",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  167",",,6",,,,,,,,,,,,,,,,,,,"  267",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  178",",,6",,,,,,,,,,,,,,,,,,,"  294",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  328",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  150",",,6,",,,,,"  317",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  228",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   28",",,6,",,,,,"  328",",,6","  200",",,6",,,,,,,,,,,,,,,,,,,"  244",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  250",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  196",",,6,",,,,,"  289",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  233",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   15",",,6,",,,,,"  306",",,6","  183",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  322",",,6","  211",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  289",",,6","  183",",,6",,,,,,,,,,,,,,,,,,,"  233",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  283",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,"  233",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   38",",,6,",,,,,"  278",",,6","  156",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  311",",,6","  172",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  322",",,6","  178",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   43",",,6,",,,,,"  344",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  211",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  328",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   30",",,6,",,,,,"  328",",,6","  211",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  322",",,6","  200",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  300",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  294",",,6","  178",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  322",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  200",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  278",",,6","  144",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-06-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   51",",,6,",,,,,"  294",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-06-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   97",",,6,",,,,,"  278",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  244",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  152",",,6,",,,,,"  294",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  200",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   20",",,6,",,,,,"  294",",,6","  172",",,6",,,,,,,,,,,,,,,,,,,"  211",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  306",",,6","  172",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  300",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  239",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  317",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   89",",,6,",,,,,"  317",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  267",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   64",",,6,",,,,,"  294",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  261",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  325",",,6,",,,,,"  322",",,6","  178",",,6",,,,,,,,,,,,,,,,,,,"  250",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  196",",,6,",,,,,"  328",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  200",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","T,,6,",,,,,"  328",",,6","  189",",,6",,,,,,,,,,,,,,,,,,,"  300",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  333",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  300",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  339",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  356",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  328",",,6","  211",",,6",,,,,,,,,,,,,,,,,,,"  306",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  200",",,6",,,,,,,,,,,,,,,,,,,"  294",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  249",",,6,",,,,,"  339",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  228",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  328",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  356",",,6","  222",",,6",,,,,,,,,,,,,,,,,,,"  306",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  356",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  311",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  367",",,6","  211",",,6",,,,,,,,,,,,,,,,,,,"  322",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  306",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   51",",,6,",,,,,"  317",",,6","  217",",,6",,,,,,,,,,,,,,,,,,,"  228",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  272",",,6","  200",",,6",,,,,,,,,,,,,,,,,,,"  222",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  107",",,6,",,,,,"  267",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  233",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  283",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  267",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  104",",,6,",,,,,"  306",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  217",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   99",",,6,",,,,,"  294",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  272",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  107",",,6,",,,,,"  317",",,6","  200",",,6",,,,,,,,,,,,,,,,,,,"  267",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-07-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  328",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  278",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  194",",,6",,,,,,,,,,,,,,,,,,,"  294",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-07-31","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","P,,6,",,,,,"  350",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  256",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
"USC00387113","1942-08-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US",,,,,,,"  356",",,6","  206",",,6",,,,,,,,,,,,,,,,,,,"  322",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-08-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US",,,,,,,"  367",",,6","  222",",,6",,,,,,,,,,,,,,,,,,,"  333",",,6,",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1942-08-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US",,,,,,,"  350",",,6","  233",",,6",,,,,,,,,,,,,,,,,,,"  267",",,6,",,,,,"    1",",,6",,,,,,,,,,,,,,,,
