"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00387113","1959-06-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  256",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,"  294",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  344",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  322",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-06-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  165",",,0,1800","    0",",,0,","    0",",,0,","  272",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  233",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    8",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  344",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  322",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  350",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  322",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  372",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  344",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  378",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  350",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-06-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  378",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  350",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  367",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  256",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   89",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  233",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   18",",,0,1800","    0",",,0,","    0",",,0,","  294",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  311",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  311",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  344",",,0","  161",",,0",,,,,,,,,,,,,,,,,,,"  333",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  317",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   20",",,0,1800","    0",",,0,","    0",",,0,","  317",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   46",",,0,1800","    0",",,0,","    0",",,0,","  344",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   91",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  211",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   30",",,0,1800","    0",",,0,","    0",",,0,","  317",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  311",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  318",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    8",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   23",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  508",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  228",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   61",",,0,1800","    0",",,0,","    0",",,0,","  294",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   15",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  203",",,0,1800","    0",",,0,","    0",",,0,","  317",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   76",",,0,1800","    0",",,0,","    0",",,0,","  267",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  250",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  102",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  217",",,0",,,,,,,,,,,,,,,,,,,"  244",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   33",",,0,1800","    0",",,0,","    0",",,0,","  311",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  261",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-07-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  294",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  250",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  344",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  350",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-07-31","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  228",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  311",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  318",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  172",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   28",",,0,1800","    0",",,0,","    0",",,0,","  294",",,0","  222",",,0",,,,,,,,,,,,,,,,,,,"  250",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  317",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   86",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  244",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  322",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  256",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  311",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  322",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  328",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  328",",,0","  172",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  328",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  317",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  339",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  328",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   20",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  109",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  244",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-08-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    8",",,0,1800","    0",",,0,","    0",",,0,","  356",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  244",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  328",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   74",",,0,1800","    0",",,0,","    0",",,0,","  328",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   15",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  217",",,0",,,,,,,,,,,,,,,,,,,"  250",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    8",",,0,1800","    0",",,0,","    0",",,0,","  294",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-08-31","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  584",",,0,1800","    0",",,0,","    0",",,0,","  283",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  191",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  333",",,0","  217",",,0",,,,,,,,,,,,,,,,,,,"  311",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  339",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  328",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  311",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  317",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  256",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   89",",,0,1800","    0",",,0,","    0",",,0,","  278",",,0","  206",",,0",,,,,,,,,,,,,,,,,,,"  250",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  272",",,0,1800","    0",",,0,","    0",",,0,","  256",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  104",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  135",",,0,1800","    0",",,0,","    0",",,0,","  300",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  306",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  250",",,0,1800",,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USC00387113","1959-09-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    8",",,0,1800","    0",",,0,","    0",",,0,","  283",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  261",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  222",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  239",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  183",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  228",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,"  200",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    5",",,0,1800","    0",",,0,","    0",",,0,","  211",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,"  200",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   18",",,0,1800","    0",",,0,","    0",",,0,","  289",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,"  267",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  267",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,"  206",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    5",",,0,1800","    0",",,0,","    0",",,0,","  267",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  239",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,"  172",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  250",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,"  211",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1959-09-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  278",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1800",,,,,,,,,,,,,,,,,,,,,,
