"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"USC00206582","1940-12-01","47.4","-88.1","304.8","PHOENIX, MI US","    5",",,6","    5",",,6","  406",",,6"
"USC00206582","1940-12-02","47.4","-88.1","304.8","PHOENIX, MI US","   15",",,6","   20",",,6","  406",",,6"
"USC00206582","1940-12-03","47.4","-88.1","304.8","PHOENIX, MI US","   20",",,6","   36",",,6","  406",",,6"
"USC00206582","1940-12-04","47.4","-88.1","304.8","PHOENIX, MI US","   23",",,6","   76",",,6","  457",",,6"
"USC00206582","1940-12-05","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  432",",,6"
"USC00206582","1940-12-06","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  381",",,6"
"USC00206582","1940-12-07","47.4","-88.1","304.8","PHOENIX, MI US","    8",",,6","   10",",,6","  381",",,6"
"USC00206582","1940-12-08","47.4","-88.1","304.8","PHOENIX, MI US","   18",",,6","   30",",,6","  406",",,6"
"USC00206582","1940-12-09","47.4","-88.1","304.8","PHOENIX, MI US","   20",",,6","   18",",,6","  406",",,6"
"USC00206582","1940-12-10","47.4","-88.1","304.8","PHOENIX, MI US","   23",",,6","   36",",,6","  432",",,6"
"USC00206582","1940-12-11","47.4","-88.1","304.8","PHOENIX, MI US","    5",",,6","    8",",,6","  432",",,6"
"USC00206582","1940-12-12","47.4","-88.1","304.8","PHOENIX, MI US","  147",",,6","  152",",,6","  483",",,6"
"USC00206582","1940-12-13","47.4","-88.1","304.8","PHOENIX, MI US","   18",",,6","   25",",,6","  432",",,6"
"USC00206582","1940-12-14","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  406",",,6"
"USC00206582","1940-12-15","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  381",",,6"
"USC00206582","1940-12-16","47.4","-88.1","304.8","PHOENIX, MI US","  305",",,6","  305",",,6","  559",",,6"
"USC00206582","1940-12-17","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    3",",,6","  533",",,6"
"USC00206582","1940-12-18","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  406",",,6"
"USC00206582","1940-12-19","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  381",",,6"
"USC00206582","1940-12-20","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  381",",,6"
"USC00206582","1940-12-21","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  330",",,6"
"USC00206582","1940-12-22","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  330",",,6"
"USC00206582","1940-12-23","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    3",",,6","  330",",,6"
"USC00206582","1940-12-24","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  330",",,6"
"USC00206582","1940-12-25","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  305",",,6"
"USC00206582","1940-12-26","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  279",",,6"
"USC00206582","1940-12-27","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  254",",,6"
"USC00206582","1940-12-28","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  254",",,6"
"USC00206582","1940-12-29","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  254",",,6"
"USC00206582","1940-12-30","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  254",",,6"
"USC00206582","1940-12-31","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  254",",,6"
"USC00206582","1941-01-01","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  254",",,6"
"USC00206582","1941-01-02","47.4","-88.1","304.8","PHOENIX, MI US","  246",",,6","  163",",,6","  406",",,6"
"USC00206582","1941-01-03","47.4","-88.1","304.8","PHOENIX, MI US","   53",",,6","   13",",,6","  432",",,6"
"USC00206582","1941-01-04","47.4","-88.1","304.8","PHOENIX, MI US","   51",",,6","   10",",,6","  432",",,6"
"USC00206582","1941-01-05","47.4","-88.1","304.8","PHOENIX, MI US","   28",",,6","   23",",,6","  457",",,6"
"USC00206582","1941-01-06","47.4","-88.1","304.8","PHOENIX, MI US","   18",",,6","   71",",,6","  533",",,6"
"USC00206582","1941-01-07","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  508",",,6"
"USC00206582","1941-01-08","47.4","-88.1","304.8","PHOENIX, MI US","   25",",,6","   20",",,6","  483",",,6"
"USC00206582","1941-01-09","47.4","-88.1","304.8","PHOENIX, MI US","    3",",,6","    0","T,,6","  483",",,6"
"USC00206582","1941-01-10","47.4","-88.1","304.8","PHOENIX, MI US","   30",",,6","   33",",,6","  508",",,6"
"USC00206582","1941-01-11","47.4","-88.1","304.8","PHOENIX, MI US","    8",",,6","   18",",,6","  508",",,6"
"USC00206582","1941-01-12","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  508",",,6"
"USC00206582","1941-01-13","47.4","-88.1","304.8","PHOENIX, MI US","   18",",,6","   36",",,6","  533",",,6"
"USC00206582","1941-01-14","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  533",",,6"
"USC00206582","1941-01-15","47.4","-88.1","304.8","PHOENIX, MI US","   28",",,6","   56",",,6","  584",",,6"
"USC00206582","1941-01-16","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  584",",,6"
"USC00206582","1941-01-17","47.4","-88.1","304.8","PHOENIX, MI US","  140",",,6","  155",",,6","  737",",,6"
"USC00206582","1941-01-18","47.4","-88.1","304.8","PHOENIX, MI US","   43",",,6","   23",",,6","  762",",,6"
"USC00206582","1941-01-19","47.4","-88.1","304.8","PHOENIX, MI US","    8",",,6","   10",",,6","  762",",,6"
"USC00206582","1941-01-20","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  737",",,6"
"USC00206582","1941-01-21","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  660",",,6"
"USC00206582","1941-01-22","47.4","-88.1","304.8","PHOENIX, MI US","   20",",,6","   23",",,6","  686",",,6"
"USC00206582","1941-01-23","47.4","-88.1","304.8","PHOENIX, MI US","   13",",,6","   20",",,6","  711",",,6"
"USC00206582","1941-01-24","47.4","-88.1","304.8","PHOENIX, MI US","    5",",,6","    8",",,6","  711",",,6"
"USC00206582","1941-01-25","47.4","-88.1","304.8","PHOENIX, MI US","   46",",,6","  124",",,6","  813",",,6"
"USC00206582","1941-01-26","47.4","-88.1","304.8","PHOENIX, MI US","    3",",,6","    8",",,6","  813",",,6"
"USC00206582","1941-01-27","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  711",",,6"
"USC00206582","1941-01-28","47.4","-88.1","304.8","PHOENIX, MI US","   13",",,6","   30",",,6","  737",",,6"
"USC00206582","1941-01-29","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-01-30","47.4","-88.1","304.8","PHOENIX, MI US","   84",",,6","   69",",,6","  737",",,6"
"USC00206582","1941-01-31","47.4","-88.1","304.8","PHOENIX, MI US","    5",",,6","   10",",,6","  787",",,6"
"USC00206582","1941-02-01","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  737",",,6"
"USC00206582","1941-02-02","47.4","-88.1","304.8","PHOENIX, MI US","   10",",,6","   20",",,6","  762",",,6"
"USC00206582","1941-02-03","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-02-04","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-02-05","47.4","-88.1","304.8","PHOENIX, MI US","   36",",,6","   30",",,6","  711",",,6"
"USC00206582","1941-02-06","47.4","-88.1","304.8","PHOENIX, MI US","   66",",,6","  104",",,6","  813",",,6"
"USC00206582","1941-02-07","47.4","-88.1","304.8","PHOENIX, MI US","   66",",,6","  114",",,6","  914",",,6"
"USC00206582","1941-02-08","47.4","-88.1","304.8","PHOENIX, MI US","   20",",,6","   41",",,6","  940",",,6"
"USC00206582","1941-02-09","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  838",",,6"
"USC00206582","1941-02-10","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  762",",,6"
"USC00206582","1941-02-11","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  711",",,6"
"USC00206582","1941-02-12","47.4","-88.1","304.8","PHOENIX, MI US","   79",",,6","   58",",,6","  737",",,6"
"USC00206582","1941-02-13","47.4","-88.1","304.8","PHOENIX, MI US","   97",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-02-14","47.4","-88.1","304.8","PHOENIX, MI US","   36",",,6","   61",",,6","  737",",,6"
"USC00206582","1941-02-15","47.4","-88.1","304.8","PHOENIX, MI US","   18",",,6","   25",",,6","  762",",,6"
"USC00206582","1941-02-16","47.4","-88.1","304.8","PHOENIX, MI US","   20",",,6","   36",",,6","  813",",,6"
"USC00206582","1941-02-17","47.4","-88.1","304.8","PHOENIX, MI US","   43",",,6","   79",",,6","  889",",,6"
"USC00206582","1941-02-18","47.4","-88.1","304.8","PHOENIX, MI US","   36",",,6","   30",",,6","  813",",,6"
"USC00206582","1941-02-19","47.4","-88.1","304.8","PHOENIX, MI US","   23",",,6","   25",",,6","  838",",,6"
"USC00206582","1941-02-20","47.4","-88.1","304.8","PHOENIX, MI US","   15",",,6","   10",",,6","  838",",,6"
"USC00206582","1941-02-21","47.4","-88.1","304.8","PHOENIX, MI US","   18",",,6","   13",",,6","  838",",,6"
"USC00206582","1941-02-22","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  762",",,6"
"USC00206582","1941-02-23","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  711",",,6"
"USC00206582","1941-02-24","47.4","-88.1","304.8","PHOENIX, MI US","   46",",,6","   41",",,6","  762",",,6"
"USC00206582","1941-02-25","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  762",",,6"
"USC00206582","1941-02-26","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  737",",,6"
"USC00206582","1941-02-27","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  711",",,6"
"USC00206582","1941-02-28","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-03-01","47.4","-88.1","304.8","PHOENIX, MI US","    5",",,6","   15",",,6","  711",",,6"
"USC00206582","1941-03-02","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  711",",,6"
"USC00206582","1941-03-03","47.4","-88.1","304.8","PHOENIX, MI US","    3",",,6","   13",",,6","  711",",,6"
"USC00206582","1941-03-04","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  711",",,6"
"USC00206582","1941-03-05","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  711",",,6"
"USC00206582","1941-03-06","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  711",",,6"
"USC00206582","1941-03-07","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  711",",,6"
"USC00206582","1941-03-08","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  711",",,6"
"USC00206582","1941-03-09","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  711",",,6"
"USC00206582","1941-03-10","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  660",",,6"
"USC00206582","1941-03-11","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  660",",,6"
"USC00206582","1941-03-12","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  660",",,6"
"USC00206582","1941-03-13","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  660",",,6"
"USC00206582","1941-03-14","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  635",",,6"
"USC00206582","1941-03-15","47.4","-88.1","304.8","PHOENIX, MI US","   20",",,6","   25",",,6","  660",",,6"
"USC00206582","1941-03-16","47.4","-88.1","304.8","PHOENIX, MI US","   74",",,6","  104",",,6","  762",",,6"
"USC00206582","1941-03-17","47.4","-88.1","304.8","PHOENIX, MI US","   53",",,6","   66",",,6","  838",",,6"
"USC00206582","1941-03-18","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  838",",,6"
"USC00206582","1941-03-19","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  813",",,6"
"USC00206582","1941-03-20","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  762",",,6"
"USC00206582","1941-03-21","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  762",",,6"
"USC00206582","1941-03-22","47.4","-88.1","304.8","PHOENIX, MI US","   10",",,6","   25",",,6","  787",",,6"
"USC00206582","1941-03-23","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  737",",,6"
"USC00206582","1941-03-24","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  737",",,6"
"USC00206582","1941-03-25","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  737",",,6"
"USC00206582","1941-03-26","47.4","-88.1","304.8","PHOENIX, MI US","    0","T,,6","    0","T,,6","  737",",,6"
"USC00206582","1941-03-27","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-03-28","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-03-29","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  686",",,6"
"USC00206582","1941-03-30","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  635",",,6"
"USC00206582","1941-03-31","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  584",",,6"
"USC00206582","1941-04-01","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  533",",,6"
"USC00206582","1941-04-02","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  508",",,6"
"USC00206582","1941-04-03","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  483",",,6"
"USC00206582","1941-04-04","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  483",",,6"
"USC00206582","1941-04-05","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  457",",,6"
"USC00206582","1941-04-06","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  432",",,6"
"USC00206582","1941-04-07","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  381",",,6"
"USC00206582","1941-04-08","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  305",",,6"
"USC00206582","1941-04-09","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  254",",,6"
"USC00206582","1941-04-10","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","  229",",,6"
"USC00206582","1941-04-11","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6",,
"USC00206582","1941-04-12","47.4","-88.1","304.8","PHOENIX, MI US","   15",",,6","    0",",,6","  152",",I,6"
"USC00206582","1941-04-13","47.4","-88.1","304.8","PHOENIX, MI US","  226",",,6","    0",",I,6","  203",",I,6"
"USC00206582","1941-04-14","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","    0",",,6"
"USC00206582","1941-04-15","47.4","-88.1","304.8","PHOENIX, MI US","  147",",,6","    0",",,6","    0",",,6"
"USC00206582","1941-04-16","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","    0",",,6"
"USC00206582","1941-04-17","47.4","-88.1","304.8","PHOENIX, MI US","    0",",,6","    0",",,6","    0",",,6"
