"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00196783","1975-07-21","42.524","-71.1249","33.5","READING, MA US","  127",",,0,2200","    0",",,0,","    0",",,0,","  294",",,0","  194",",,0",,,,,"  200",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-22","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  294",",,0","  172",",,0",,,,,"  172",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-23","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  156",",,0",,,,,"  211",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-24","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  328",",,0","  200",",,0",,,,,"  256",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-25","42.524","-71.1249","33.5","READING, MA US","   56",",,0,2200","    0",",,0,","    0",",,0,","  261",",,0","  194",",,0",,,,,"  194",",,0,2400",,,,,"    1",",,0",,,,,,,,,,
"USC00196783","1975-07-26","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  256",",,0","  111",",,0",,,,,"  111",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-27","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  272",",,0","   89",",,0",,,,,"  122",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-28","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  294",",,0","  106",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-29","42.524","-71.1249","33.5","READING, MA US","    5",",,0,2200","    0",",,0,","    0",",,0,","  278",",,0","  133",",,0",,,,,"  133",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-30","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  117",",,0",,,,,"  194",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-07-31","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  339",",,0","  172",",,0",,,,,"  222",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-01","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  367",",,0","  206",",,0",,,,,"  228",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-02","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  406",",,0","  211",",,0",,,,,"  233",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-03","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  189",",,0",,,,,"  189",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-04","42.524","-71.1249","33.5","READING, MA US","   13",",,0,2200","    0",",,0,","    0",",,0,","  283",",,0","  183",",,0",,,,,"  194",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-05","42.524","-71.1249","33.5","READING, MA US","   86",",,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  194",",,0",,,,,"  200",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-06","42.524","-71.1249","33.5","READING, MA US","   97",",,0,2200","    0",",,0,","    0",",,0,","  233",",,0","  167",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-07","42.524","-71.1249","33.5","READING, MA US","  455",",,0,2200","    0",",,0,","    0",",,0,","  167",",,0","  150",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-08","42.524","-71.1249","33.5","READING, MA US","  290",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","  161",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-09","42.524","-71.1249","33.5","READING, MA US","   38",",,0,2200","    0",",,0,","    0",",,0,","  306",",,0","  150",",,0",,,,,"  150",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-10","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  133",",,0",,,,,"  200",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-11","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  167",",,0",,,,,"  206",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-12","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  178",",,0",,,,,"  178",",,0,2400",,,,,"    1",",,0",,,,,,,,,,
"USC00196783","1975-08-13","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  311",",,0","  150",",,0",,,,,"  200",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-14","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  306",",,0","  167",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-15","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  278",",,0","  139",",,0",,,,,"  161",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-16","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  239",",,0","  144",",,0",,,,,"  189",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-17","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  239",",,0","  161",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-18","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  289",",,0","  161",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-19","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  244",",,0","   94",",,0",,,,,"  111",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-20","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  250",",,0","   83",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-21","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  267",",,0","   72",",,0",,,,,"  183",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-22","42.524","-71.1249","33.5","READING, MA US","    8",",,0,2200","    0",",,0,","    0",",,0,","  300",",,0","   94",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-23","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  261",",,0","   72",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-24","42.524","-71.1249","33.5","READING, MA US","   89",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","   78",",,0",,,,,"  161",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-25","42.524","-71.1249","33.5","READING, MA US","    3",",,0,2200","    0",",,0,","    0",",,0,","  211",",,0","  156",",,0",,,,,"  178",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-26","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  244",",,0","  178",",,0",,,,,"  211",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-27","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  289",",,0","  144",",,0",,,,,"  144",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-28","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  278",",,0","  122",",,0",,,,,"  128",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-29","42.524","-71.1249","33.5","READING, MA US","   15",",,0,2200","    0",",,0,","    0",",,0,","  256",",,0","  111",",,0",,,,,"  178",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-30","42.524","-71.1249","33.5","READING, MA US","  541",",,0,2200","    0",",,0,","    0",",,0,","  183",",,0","  106",",,0",,,,,"  106",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-08-31","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","   61",",,0",,,,,"   61",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-01","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  233",",,0","   39",",,0",,,,,"  128",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-02","42.524","-71.1249","33.5","READING, MA US","    8",",,0,2200","    0",",,0,","    0",",,0,","  239",",,0","  128",",,0",,,,,"  150",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-03","42.524","-71.1249","33.5","READING, MA US","   18",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","   94",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-04","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  256",",,0","   89",",,0",,,,,"  122",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-05","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  261",",,0","   94",",,0",,,,,"  133",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-06","42.524","-71.1249","33.5","READING, MA US","  102",",,0,2200","    0",",,0,","    0",",,0,","  239",",,0","  128",",,0",,,,,"  139",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-07","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  233",",,0","  106",",,0",,,,,"  128",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-08","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  256",",,0","  128",",,0",,,,,"  183",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-09","42.524","-71.1249","33.5","READING, MA US","   18",",,0,2200","    0",",,0,","    0",",,0,","  211",",,0","   67",",,0",,,,,"   67",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-10","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","   44",",,0",,,,,"   67",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-11","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  250",",,0","   39",",,0",,,,,"  178",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-12","42.524","-71.1249","33.5","READING, MA US","  318",",,0,2200","    0",",,0,","    0",",,0,","  239",",,0","  117",",,0",,,,,"  117",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-13","42.524","-71.1249","33.5","READING, MA US","   10",",,0,2200","    0",",,0,","    0",",,0,","  200",",,0","   72",",,0",,,,,"   78",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-14","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  172",",,0","   28",",,0",,,,,"   28",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-15","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","    6",",,0",,,,,"   72",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-16","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  194",",,0","   61",",,0",,,,,"   89",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-17","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  194",",,0","   72",",,0",,,,,"  111",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-18","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  217",",,0","  106",",,0",,,,,"  144",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-19","42.524","-71.1249","33.5","READING, MA US","    5",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","  144",",,0",,,,,"  167",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-20","42.524","-71.1249","33.5","READING, MA US","    5",",,0,2200","    0",",,0,","    0",",,0,","  222",",,0","  167",",,0",,,,,"  189",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-21","42.524","-71.1249","33.5","READING, MA US","    8",",,0,2200","    0",",,0,","    0",",,0,","  256",",,0","  150",",,0",,,,,"  150",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-22","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  222",",,0","  106",",,0",,,,,"  156",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-23","42.524","-71.1249","33.5","READING, MA US","  295",",,0,2200","    0",",,0,","    0",",,0,","  156",",,0","  128",",,0",,,,,"  133",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-24","42.524","-71.1249","33.5","READING, MA US","  361",",,0,2200","    0",",,0,","    0",",,0,","  144",",,0","  117",",,0",,,,,"  117",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-25","42.524","-71.1249","33.5","READING, MA US","  155",",,0,2200","    0",",,0,","    0",",,0,","  133",",,0","  117",",,0",,,,,"  133",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-26","42.524","-71.1249","33.5","READING, MA US","  122",",,0,2200","    0",",,0,","    0",",,0,","  183",",,0","  128",",,0",,,,,"  183",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-27","42.524","-71.1249","33.5","READING, MA US","  249",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","  139",",,0",,,,,"  139",",,0,2400",,,,,"    1",",,0",,,,,,,,,,
"USC00196783","1975-09-28","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  217",",,0","   83",",,0",,,,,"   83",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-29","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  250",",,0","   56",",,0",,,,,"   89",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-09-30","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  222",",,0","   61",",,0",,,,,"  128",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-01","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  256",",,0","   89",",,0",,,,,"  144",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-02","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  161",",,0","   61",",,0",,,,,"   61",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-03","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  161",",,0","    6",",,0",,,,,"  100",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-04","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  211",",,0","   33",",,0",,,,,"   33",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-05","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  194",",,0","    6",",,0",,,,,"  128",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-06","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  244",",,0","   72",",,0",,,,,"   72",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-07","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","   11",",,0",,,,,"   11",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-08","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  217",",,0","    0",",,0",,,,,"   72",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-09","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","   28",",,0",,,,,"   28",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-10","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  167",",,0","  -11",",,0",,,,,"   83",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-11","42.524","-71.1249","33.5","READING, MA US","  165",",,0,2200","    0",",,0,","    0",",,0,","  139",",,0","   83",",,0",,,,,"  122",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-12","42.524","-71.1249","33.5","READING, MA US","  163",",,0,2200","    0",",,0,","    0",",,0,","  128",",,0","   94",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-13","42.524","-71.1249","33.5","READING, MA US","   81",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","   89",",,0",,,,,"  111",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-14","42.524","-71.1249","33.5","READING, MA US","   30",",,0,2200","    0",",,0,","    0",",,0,","  222",",,0","   94",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-15","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  283",",,0","   94",",,0",,,,,"  111",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-16","42.524","-71.1249","33.5","READING, MA US","    3",",,0,2200","    0",",,0,","    0",",,0,","  206",",,0","   56",",,0",,,,,"   56",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-17","42.524","-71.1249","33.5","READING, MA US","   23",",,0,2200","    0",",,0,","    0",",,0,","  156",",,0","   33",",,0",,,,,"   89",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-18","42.524","-71.1249","33.5","READING, MA US","  493",",,0,2200","    0",",,0,","    0",",,0,","  117",",,0","   72",",,0",,,,,"   72",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-19","42.524","-71.1249","33.5","READING, MA US","   89",",,0,2200","    0",",,0,","    0",",,0,","  100",",,0","   72",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-20","42.524","-71.1249","33.5","READING, MA US","   97",",,0,2200","    0",",,0,","    0",",,0,","  100",",,0","   67",",,0",,,,,"   83",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-21","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  200",",,0","   50",",,0",,,,,"  139",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-22","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  233",",,0","   50",",,0",,,,,"   50",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-23","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  200",",,0","   33",",,0",,,,,"   50",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-24","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  222",",,0","   28",",,0",,,,,"   67",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-25","42.524","-71.1249","33.5","READING, MA US","  229",",,0,2200","    0",",,0,","    0",",,0,","  183",",,0","   56",",,0",,,,,"  178",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-26","42.524","-71.1249","33.5","READING, MA US","    3",",,0,2200","    0",",,0,","    0",",,0,","  178",",,0","   33",",,0",,,,,"   33",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-27","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  167",",,0","    0",",,0",,,,,"    6",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-28","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  200",",,0","  -11",",,0",,,,,"   56",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-29","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  233",",,0","   44",",,0",,,,,"  128",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-30","42.524","-71.1249","33.5","READING, MA US","   58",",,0,2200","    0","T,,0,","    0",",,0,","  128",",,0","   17",",,0",,,,,"   17",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-10-31","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","   89",",,0","  -39",",,0",,,,,"  -39",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-01","42.524","-71.1249","33.5","READING, MA US","    3",",,0,2200","    0",",,0,","    0",",,0,","  144",",,0","  -39",",,0",,,,,"  106",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-02","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  194",",,0","   61",",,0",,,,,"   72",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-03","42.524","-71.1249","33.5","READING, MA US","    3",",,0,2200","    0",",,0,","    0",",,0,","  228",",,0","   72",",,0",,,,,"  144",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-04","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  233",",,0","  111",",,0",,,,,"  111",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-05","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  194",",,0","   11",",,0",,,,,"   11",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-06","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  172",",,0","  -17",",,0",,,,,"   83",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-07","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  239",",,0","   56",",,0",,,,,"  161",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-08","42.524","-71.1249","33.5","READING, MA US","   46",",,0,2200","    0",",,0,","    0",",,0,","  217",",,0","  144",",,0",,,,,"  144",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-09","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  239",",,0","   78",",,0",,,,,"   89",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-10","42.524","-71.1249","33.5","READING, MA US","   48",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","   83",",,0",,,,,"  139",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-11","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  172",",,0","   11",",,0",,,,,"   17",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-12","42.524","-71.1249","33.5","READING, MA US","  218",",,0,2200","    0",",,0,","    0",",,0,","  156",",,0","  -17",",,0",,,,,"   78",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-13","42.524","-71.1249","33.5","READING, MA US","  483",",,0,2200","    0",",,0,","    0",",,0,","  106",",,0","   78",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-14","42.524","-71.1249","33.5","READING, MA US","    8",",,0,2200","    0",",,0,","    0",",,0,","  100",",,0","    6",",,0",,,,,"   17",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-15","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","   89",",,0","   -6",",,0",,,,,"    0",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-16","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","   83",",,0","  -28",",,0",,,,,"  -11",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-17","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  122",",,0","  -33",",,0",,,,,"   50",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-18","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  172",",,0","   -6",",,0",,,,,"   -6",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-19","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  150",",,0","  -33",",,0",,,,,"   94",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-20","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","  194",",,0","   33",",,0",,,,,"   67",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-21","42.524","-71.1249","33.5","READING, MA US","  409",",,0,2200","    0",",,0,","    0",",,0,","  189",",,0","   67",",,0",,,,,"   94",",,0,2400",,,,,"    1",",,0",,,,,,,,,,
"USC00196783","1975-11-22","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0",",,0,","    0",",,0,","  106",",,0","  -22",",,0",,,,,"  -22",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-23","42.524","-71.1249","33.5","READING, MA US","    0",",,0,2200","    0",",,0,","    0",",,0,","   89",",,0","  -56",",,0",,,,,"  -33",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-24","42.524","-71.1249","33.5","READING, MA US","  165",",,0,2200","  127",",,0,","  127",",,0,","   28",",,0","  -33",",,0",,,,,"  -11",",,0,2400",,,,,,,,,,,,,,,,
"USC00196783","1975-11-25","42.524","-71.1249","33.5","READING, MA US","    0","T,,0,2200","    0","T,,0,","   76",",,0,","   39",",,0","  -17",",,0",,,,,"    0",",,0,2400",,,,,,,,,,,,,,,,
