"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00237462","1980-07-08","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  383",",,6","  272",",,6","  378",",,6",,,,,,
"USC00237462","1980-07-09","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  389",",,6","  272",",,6","  378",",,6",,,,,,
"USC00237462","1980-07-10","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   69",",,6",,,,,"  378",",,6","  250",",,6","  361",",,6",,,,,,
"USC00237462","1980-07-11","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  383",",,6","  256",",,6","  372",",,6",,,,,,
"USC00237462","1980-07-12","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  394",",,6","  294",",,6","  378",",,6",,,,,,
"USC00237462","1980-07-13","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  378",",,6","  250",",,6","  356",",,6",,,,,,
"USC00237462","1980-07-14","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  394",",,6","  267",",,6","  372",",,6",,,,,,
"USC00237462","1980-07-15","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  417",",,6","  278",",,6","  417",",,6",,,,,,
"USC00237462","1980-07-16","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  417",",,6","  283",",,6","  356",",,6",,,,,,
"USC00237462","1980-07-17","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  361",",,6","  222",",,6","  350",",,6",,,,,,
"USC00237462","1980-07-18","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  367",",,6","  239",",,6","  356",",,6",,,,,,
"USC00237462","1980-07-19","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  406",",,6","  267",",,6","  389",",,6",,,,,,
"USC00237462","1980-07-20","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  389",",,6","  267",",,6","  378",",,6",,,,,,
"USC00237462","1980-07-21","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  488",",,6",,,,,"  378",",,6","  211",",,6","  222",",,6",,,,,,
"USC00237462","1980-07-22","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    5",",,6",,,,,"  300",",,6","  211",",,6","  278",",,6",,,,,,
"USC00237462","1980-07-23","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  283",",,6","  183",",,6","  278",",,6",,,,,,
"USC00237462","1980-07-24","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  306",",,6","  183",",,6","  289",",,6",,,,,,
"USC00237462","1980-07-25","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  333",",,6","  183",",,6","  328",",,6",,,,,,
"USC00237462","1980-07-26","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  328",",,6","  217",",,6","  250",",,6",,,,,,
"USC00237462","1980-07-27","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    3",",,6",,,,,"  250",",,6","  206",",,6","  239",",,6",,,,,,
"USC00237462","1980-07-28","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  294",",,6","  167",",,6","  283",",,6",,,,,,
"USC00237462","1980-07-29","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  344",",,6","  217",",,6","  333",",,6",,,,,,
"USC00237462","1980-07-30","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  389",",,6","  217",",,6","  378",",,6",,,,,,
"USC00237462","1980-07-31","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  389",",,6","  294",",,6","  356",",,6",,,,,,
"USC00237462","1980-08-01","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","T,,6",,,,,"  400",",,6","  256",",,6","  389",",,6",,,,,,
"USC00237462","1980-08-02","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  389",",,6","  289",",,6","  300",",,6",,,,,,
"USC00237462","1980-08-03","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  322",",,6","  211",",,6","  317",",,6",,,,,,
"USC00237462","1980-08-04","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  383",",,6","  222",",,6","  356",",,6",,,,,,
"USC00237462","1980-08-05","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   94",",,6",,,,,"  356",",,6","  222",",,6","  294",",,6",,,,,,
"USC00237462","1980-08-06","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  356",",,6","  261",",,6","  344",",,6",,,,,,
"USC00237462","1980-08-07","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  378",",,6","  278",",,6","  361",",,6",,,,,,
"USC00237462","1980-08-08","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  389",",,6","  278",",,6","  372",",,6",,,,,,
"USC00237462","1980-08-09","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  406",",,6","  267",",,6","  383",",,6",,,,,,
"USC00237462","1980-08-10","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  383",",,6","  289",",,6","  367",",,6",,,,,,
"USC00237462","1980-08-11","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   30",",,6",,,,,"  367",",,6","  233",",,6","  317",",,6",,,,,,
"USC00237462","1980-08-12","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  333",",,6","  211",",,6","  300",",,6",,,,,,
"USC00237462","1980-08-13","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   66",",,6",,,,,"  333",",,6","  211",",,6","  289",",,6",,,,,,
"USC00237462","1980-08-14","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","T,,6",,,,,"  300",",,6","  244",",,6","  283",",,6",,,,,,
"USC00237462","1980-08-15","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  289",",,6","  233",",,6","  283",",,6",,,,,,
"USC00237462","1980-08-16","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   71",",,6",,,,,"  344",",,6","  228",",,6","  328",",,6",,,,,,
"USC00237462","1980-08-17","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  259",",,6",,,,,"  356",",,6","  250",",,6","  350",",,6",,,,,,
"USC00237462","1980-08-18","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   48",",,6",,,,,"  350",",,6","  239",",,6","  261",",,6",,,,,,
"USC00237462","1980-08-19","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  356",",,6","  244",",,6","  344",",,6",,,,,,
"USC00237462","1980-08-20","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  356",",,6",,,"  350",",,6",,,,,,
"USC00237462","1980-08-21","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   28",",,6",,,,,"  350",",,6","  228",",,6","  300",",,6",,,,,,
"USC00237462","1980-08-22","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  311",",,6","  183",",,6","  289",",,6",,,,,,
"USC00237462","1980-08-23","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  300",",,6","  178",",,6","  294",",,6",,,,,,
"USC00237462","1980-08-24","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  306",",,6","  172",",,6","  300",",,6",,,,,,
"USC00237462","1980-08-25","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  333",",,6","  189",",,6","  317",",,6",,,,,,
"USC00237462","1980-08-26","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  350",",,6","  194",",,6","  339",",,6",,,,,,
"USC00237462","1980-08-27","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  367",",,6","  233",",,6","  339",",,6",,,,,,
"USC00237462","1980-08-28","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  350",",,6","  244",",,6","  328",",,6",,,,,,
"USC00237462","1980-08-29","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  328",",,6","  233",",,6","  289",",,6",,,,,,
"USC00237462","1980-08-30","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  339",",,6","  222",",,6","  328",",,6",,,,,,
"USC00237462","1980-08-31","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   58",",,6",,,,,"  344",",,6","  244",",,6","  311",",,6",,,,,,
"USC00237462","1980-10-01","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  300",",,6","  167",",,6","  283",",,6",,,,,,
"USC00237462","1980-10-02","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   10",",,6",,,,,"  283",",,6","  111",",,6","  172",",,6",,,,,,
"USC00237462","1980-10-03","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  172",",,6","   61",",,6","  100",",,6",,,,,,
"USC00237462","1980-10-04","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    8",",,6",,,,,"  117",",,6","   61",",,6","  111",",,6",,,,,,
"USC00237462","1980-10-05","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  156",",,6","   28",",,6","  128",",,6",,,,,,
"USC00237462","1980-10-06","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  233",",,6","   50",",,6","  222",",,6",,,,,,
"USC00237462","1980-10-07","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  267",",,6","  122",",,6","  250",",,6",,,,,,
"USC00237462","1980-10-08","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  333",",,6","  156",",,6","  322",",,6",,,,,,
"USC00237462","1980-10-09","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  322",",,6","  128",",,6","  261",",,6",,,,,,
"USC00237462","1980-10-10","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  261",",,6","  133",",,6","  217",",,6",,,,,,
"USC00237462","1980-10-11","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  217",",,6","  122",",,6","  167",",,6",,,,,,
"USC00237462","1980-10-12","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  167",",,6","   17",",,6","  156",",,6",,,,,,
"USC00237462","1980-10-13","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  222",",,6","   28",",,6","  206",",,6",,,,,,
"USC00237462","1980-10-14","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  261",",,6","  111",",,6","  233",",,6",,,,,,
"USC00237462","1980-10-15","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   10",",,6",,,,,"  233",",,6","  144",",,6","  167",",,6",,,,,,
"USC00237462","1980-10-16","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   28",",,6",,,,,"  272",",,6","  167",",,6","  217",",,6",,,,,,
"USC00237462","1980-10-17","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  323",",,6",,,,,"  244",",,6","  156",",,6","  211",",,6",,,,,,
"USC00237462","1980-10-18","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  211",",,6","   78",",,6","  178",",,6",,,,,,
"USC00237462","1980-10-19","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  178",",,6","   39",",,6","  111",",,6",,,,,,
"USC00237462","1980-10-20","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  278",",,6","   72",",,6","  200",",,6",,,,,,
"USC00237462","1980-10-21","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  244",",,6","   94",",,6","  233",",,6",,,,,,
"USC00237462","1980-10-22","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  233",",,6","   78",",,6","  194",",,6",,,,,,
"USC00237462","1980-10-23","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  244",",,6","   94",",,6","  228",",,6",,,,,,
"USC00237462","1980-10-24","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   41",",,6",,,,,"  228",",,6","   67",",,6","   67",",,6",,,,,,
"USC00237462","1980-10-25","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  122",",,6","   11",",,6","   89",",,6",,,,,,
"USC00237462","1980-10-26","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  139",",,6","  -22",",,6","   78",",,6",,,,,,
"USC00237462","1980-10-27","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  335",",,6",,,,,"   94",",,6","   50",",,6","   94",",,6",,,,,,
"USC00237462","1980-10-28","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   10",",,6",,,,,"   94",",,6","   44",",,6","   56",",,6",,,,,,
"USC00237462","1980-10-29","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"   83",",,6","  -22",",,6","   56",",,6",,,,,,
"USC00237462","1980-10-30","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  139",",,6","  -28",",,6","  111",",,6",,,,,,
"USC00237462","1980-10-31","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6",,,,,"  194",",,6","   39",",,6","  156",",,6",,,,,,
"USC00237462","1980-11-01","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  172",",,6","   61",",,6","  106",",,6",,,,,,
"USC00237462","1980-11-02","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  189",",,6","   39",",,6","  139",",,6",,,,,,
"USC00237462","1980-11-03","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  233",",,6","  100",",,6","  156",",,6",,,,,,
"USC00237462","1980-11-04","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  178",",,6","   83",",,6","  144",",,6",,,,,,
"USC00237462","1980-11-05","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  156",",,6","   39",",,6","  128",",,6",,,,,,
"USC00237462","1980-11-06","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  239",",,6","   33",",,6","  217",",,6",,,,,,
"USC00237462","1980-11-07","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","T,,6","    0",",,6",,,"  261",",,6","  178",",,6","  228",",,6",,,,,,
"USC00237462","1980-11-08","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  250",",,6","   72",",,6","  228",",,6",,,,,,
"USC00237462","1980-11-09","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  233",",,6","   94",",,6","  206",",,6",,,,,,
"USC00237462","1980-11-10","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  206",",,6","   61",",,6","   94",",,6",,,,,,
"USC00237462","1980-11-11","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  100",",,6","   11",",,6","   67",",,6",,,,,,
"USC00237462","1980-11-12","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  161",",,6","   22",",,6","  139",",,6",,,,,,
"USC00237462","1980-11-13","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  233",",,6","   50",",,6","  206",",,6",,,,,,
"USC00237462","1980-11-14","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    3",",,6","    0",",,6",,,"  206",",,6","   56",",,6","   56",",,6",,,,,,
"USC00237462","1980-11-15","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    3",",,6","    0",",,6",,,"   56",",,6","   39",",,6","   50",",,6",,,,,,
"USC00237462","1980-11-16","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   67",",,6","   17",",,6","   56",",,6",,,,,,
"USC00237462","1980-11-17","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    3",",,6","    0",",,6","    0",",,6","   56",",,6","   17",",,6","   44",",,6",,,,,,
"USC00237462","1980-11-18","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   67",",,6","   11",",,6","   44",",,6",,,,,,
"USC00237462","1980-11-19","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   89",",,6","  -44",",,6","   50",",,6",,,,,,
"USC00237462","1980-11-20","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  128",",,6","    0",",,6","  100",",,6",,,,,,
"USC00237462","1980-11-21","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  117",",,6","    0",",,6","   78",",,6",,,,,,
"USC00237462","1980-11-22","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  100",",,6","  -11",",,6","   72",",,6",,,,,,
"USC00237462","1980-11-23","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  102",",,6","    0",",,6",,,"   72",",,6","   56",",,6","   72",",,6",,,,,,
"USC00237462","1980-11-24","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   72",",,6","   28",",,6","   33",",,6",,,,,,
"USC00237462","1980-11-25","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   44",",,6","  -33",",,6","   11",",,6",,,,,,
"USC00237462","1980-11-26","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","T,,6","    0","T,,6","    0",",,6","   22",",,6","  -39",",,6","   17",",,6",,,,,,
"USC00237462","1980-11-27","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  147",",,6","  152",",,6","  178",",,6","   28",",,6","   -6",",,6","    6",",,6",,,,,,
"USC00237462","1980-11-28","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   28",",,6","   25",",,6","  127",",,6","   28",",,6","    0",",,6","   22",",,6",,,,,,
"USC00237462","1980-11-29","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","   25",",,6","   83",",,6","   39",",I,6","   39",",,6",,,,,,
"USC00237462","1980-11-30","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","    0","T,,6","  194",",,6","   39",",,6","  172",",,6",,,,,,
"USC00237462","1980-12-01","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  178",",,6","  117",",,6","  139",",,6",,,,,,
"USC00237462","1980-12-02","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    3",",,6","    0",",,6",,,"  139",",,6","  -50",",,6","  -44",",,6",,,,,,
"USC00237462","1980-12-03","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   28",",,6","  -78",",,6","   11",",,6",,,,,,
"USC00237462","1980-12-04","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  100",",,6","  -11",",,6","  100",",,6",,,,,,
"USC00237462","1980-12-05","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  183",",,6","   83",",,6","  161",",,6",,,,,,
"USC00237462","1980-12-06","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  222",",,6","  144",",,6","  172",",,6",,,,,,
"USC00237462","1980-12-07","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  211",",,6","  139",",,6","  167",",,6",,,,,,
"USC00237462","1980-12-08","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","  114",",,6","    0",",,6",,,"  178",",,6","   33",",,6","   33",",,6",,,,,,
"USC00237462","1980-12-09","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   43",",,6","    0",",,6",,,"   33",",,6","   17",",,6","   17",",,6",,,,,,
"USC00237462","1980-12-10","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   17",",,6","  -11",",,6","   11",",,6",,,,,,
"USC00237462","1980-12-11","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   89",",,6","    6",",,6","   89",",,6",,,,,,
"USC00237462","1980-12-12","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  183",",,6","   50",",,6","   67",",,6",,,,,,
"USC00237462","1980-12-13","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   67",",,6","  -17",",,6","  -17",",,6",,,,,,
"USC00237462","1980-12-14","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  122",",,6","  -22",",,6","   67",",,6",,,,,,
"USC00237462","1980-12-15","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   89",",,6","   28",",,6","   39",",,6",,,,,,
"USC00237462","1980-12-16","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   56",",,6","  -17",",,6","   17",",,6",,,,,,
"USC00237462","1980-12-17","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   94",",,6","  -44",",,6","   78",",,6",,,,,,
"USC00237462","1980-12-18","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   78",",,6","    0",",,6","   39",",,6",,,,,,
"USC00237462","1980-12-19","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   39",",,6"," -106",",,6"," -106",",,6",,,,,,
"USC00237462","1980-12-20","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  -83",",,6"," -139",",,6"," -100",",,6",,,,,,
"USC00237462","1980-12-21","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  -44",",,6"," -122",",,6","  -67",",,6",,,,,,
"USC00237462","1980-12-22","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   28",",,6","  -83",",,6","   17",",,6",,,,,,
"USC00237462","1980-12-23","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"  139",",,6","   -6",",,6","   39",",,6",,,,,,
"USC00237462","1980-12-24","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","   28",",,6","   13",",,6","   25",",,6","   39",",,6"," -100",",,6"," -100",",,6",,,,,,
"USC00237462","1980-12-25","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","   25",",,6","  -83",",,6"," -189",",,6","  -94",",I,6",,,,,,
"USC00237462","1980-12-26","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","    0","T,,6","    6",",,6","  -78",",I,6","  -33",",,6",,,,,,
"USC00237462","1980-12-27","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","    0","T,,6","    0",",,6","  -44",",,6","  -17",",,6",,,,,,
"USC00237462","1980-12-28","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","    0","T,,6","   78",",,6","  -44",",,6","   56",",,6",,,,,,
"USC00237462","1980-12-29","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6","    0",",,6","   56",",,6","    6",",,6","   33",",,6",,,,,,
"USC00237462","1980-12-30","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   39",",,6","   -6",",,6","   39",",,6",,,,,,
"USC00237462","1980-12-31","38.76667","-90.26667","164.9","SAINT LOUIS 12 NNW, MO US","    0","P,,6","    0",",,6",,,"   94",",,6","    6",",,6","   56",",,6",,,,,,
