"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00330663","1893-01-28","39.4","-84.4","301.8","BETHANY, OH US","  381",",,6","    0",",,6",,,,,,,,,,,,,,,,
"USC00330663","1893-01-29","39.4","-84.4","301.8","BETHANY, OH US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,
"USC00330663","1893-01-30","39.4","-84.4","301.8","BETHANY, OH US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,
"USC00330663","1893-01-31","39.4","-84.4","301.8","BETHANY, OH US","   36",",,6","    0",",,6",,,,,,,,,,,,,"    1",",,6",,
"USC00330663","1893-02-01","39.4","-84.4","301.8","BETHANY, OH US","  112",",,6","    0",",,6",,,"   33",",,6","  -11",",,6",,,,,,,,,,
"USC00330663","1893-02-02","39.4","-84.4","301.8","BETHANY, OH US","  112",",,6","    0",",,6",,,"  100",",,6","  -28",",,6",,,,,,,,,,
"USC00330663","1893-02-03","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"  -11",",,6","  -28",",,6",,,,,,,,,,
"USC00330663","1893-02-04","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"  -17",",,6"," -122",",,6",,,,,,,,,,
"USC00330663","1893-02-05","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   44",",,6","  -39",",,6",,,,,,,,,,
"USC00330663","1893-02-06","39.4","-84.4","301.8","BETHANY, OH US","  102",",,6","    0",",,6",,,,,"   17",",,6",,,,,,,,,,
"USC00330663","1893-02-07","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,,," -117",",,6",,,,,,,,,,
"USC00330663","1893-02-08","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"  -39",",,6",,,,,,,,,,,,
"USC00330663","1893-02-09","39.4","-84.4","301.8","BETHANY, OH US","  254",",,6","   25",",,6",,,"   72",",,6","  -39",",,6",,,,,,,"    1",",,6","    1",",,6"
"USC00330663","1893-02-10","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   44",",,6","  -11",",,6",,,,,,,,,,
"USC00330663","1893-02-11","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   17",",,6","  -28",",,6",,,,,,,,,,
"USC00330663","1893-02-12","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   50",",,6","  -39",",,6",,,,,,,,,,
"USC00330663","1893-02-13","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   56",",,6","   11",",,6",,,,,,,,,,
"USC00330663","1893-02-14","39.4","-84.4","301.8","BETHANY, OH US","  305",",,6","    0",",,6",,,"   39",",,6","  -39",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-02-15","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   44",",,6",,,,,,,,,,,,
"USC00330663","1893-02-16","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,,,,,,,,,,,,,,
"USC00330663","1893-02-17","39.4","-84.4","301.8","BETHANY, OH US","  137",",,6","    0",",,6",,,,,,,,,,,,,"    1",",,6",,
"USC00330663","1893-02-18","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,,,"  -72",",,6",,,,,,,,,,
"USC00330663","1893-02-19","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,,,,,,,,,,,,,,
"USC00330663","1893-02-20","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,,,,,,,,,,,,,,
"USC00330663","1893-02-21","39.4","-84.4","301.8","BETHANY, OH US","    0","T,,6","    0",",,6",,,"  -17",",,6","  -61",",,6",,,,,,,,,"    1",",,6"
"USC00330663","1893-02-22","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"    6",",,6","  -61",",,6",,,,,,,,,,
"USC00330663","1893-02-23","39.4","-84.4","301.8","BETHANY, OH US","  234",",,6","  234",",,6",,,"   72",",,6",,,,,,,,,,,"    1",",,6"
"USC00330663","1893-02-24","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   67",",,6","  -22",",,6",,,,,,,,,,
"USC00330663","1893-02-25","39.4","-84.4","301.8","BETHANY, OH US","    0","T,,6","    0","T,,6",,,"    6",",,6","  -89",",,6",,,,,,,,,"    1",",,6"
"USC00330663","1893-02-26","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   83",",,6",,,,,,,,,,,,
"USC00330663","1893-02-27","39.4","-84.4","301.8","BETHANY, OH US","   48",",,6","    0",",,6",,,"   83",",,6","    6",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-02-28","39.4","-84.4","301.8","BETHANY, OH US",,,"    0",",,6",,,"   44",",,6","  -67",",,6",,,,,,,,,,
"USC00330663","1893-03-01","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   22",",,6","  -22",",,6",,,,,,,,,,
"USC00330663","1893-03-02","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   44",",,6","  -11",",I,6",,,,,,,,,,
"USC00330663","1893-03-03","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  -22",",I,6","  -67",",,6",,,,,,,,,,
"USC00330663","1893-03-04","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  -39",",I,6","  -78",",,6",,,,,,,,,,
"USC00330663","1893-03-05","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  -11",",,6","  -28",",I,6",,,,,,,,,,
"USC00330663","1893-03-06","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   89",",,6","  -83",",,6",,,,,,,,,,
"USC00330663","1893-03-07","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  106",",,6","  -11",",,6",,,,,,,,,,
"USC00330663","1893-03-08","39.4","-84.4","301.8","BETHANY, OH US","  112",",,6",,,,,"  139",",,6","   72",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-03-09","39.4","-84.4","301.8","BETHANY, OH US","   13",",,6",,,,,"  100",",,6","   39",",,6",,,,,,,,,,
"USC00330663","1893-03-10","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  144",",,6","   72",",,6",,,,,,,,,,
"USC00330663","1893-03-11","39.4","-84.4","301.8","BETHANY, OH US","   97",",,6",,,,,"  144",",,6","   39",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-03-12","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  128",",,6","   11",",,6",,,,,,,,,,
"USC00330663","1893-03-13","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  178",",,6","    0",",,6",,,,,,,,,,
"USC00330663","1893-03-14","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"    0",",,6","  -50",",,6",,,,,,,,,,
"USC00330663","1893-03-15","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  -33",",,6"," -100",",,6",,,,,,,,,,
"USC00330663","1893-03-16","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   11",",,6"," -100",",,6",,,,,,,,,,
"USC00330663","1893-03-17","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   11",",,6","  -44",",,6",,,,,,,,,,
"USC00330663","1893-03-18","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   50",",,6","  -33",",,6",,,,,,,,,,
"USC00330663","1893-03-19","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   67",",,6","  -39",",,6",,,,,,,,,,
"USC00330663","1893-03-20","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  139",",,6","    6",",,6",,,,,,,,,,
"USC00330663","1893-03-21","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  144",",,6","   67",",,6",,,,,,,,,,
"USC00330663","1893-03-22","39.4","-84.4","301.8","BETHANY, OH US","  185",",,6",,,,,"  150",",,6","   50",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-03-23","39.4","-84.4","301.8","BETHANY, OH US","  107",",,6",,,,,"  217",",,6","  100",",,6",,,"    1",",,6",,,"    1",",,6",,
"USC00330663","1893-03-24","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  178",",,6","  -11",",,6",,,,,,,,,,
"USC00330663","1893-03-25","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   56",",,6","   -6",",,6",,,,,,,,,,
"USC00330663","1893-03-26","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   50",",,6","  -11",",,6",,,,,,,,,,
"USC00330663","1893-03-27","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   61",",,6","  -33",",,6",,,,,,,,,,
"USC00330663","1893-03-28","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   72",",,6","  -56",",,6",,,,,,,,,,
"USC00330663","1893-03-29","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  172",",,6","   17",",,6",,,,,,,,,,
"USC00330663","1893-03-30","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  172",",,6","   17",",,6",,,,,,,,,,
"USC00330663","1893-03-31","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  233",",,6","   44",",,6",,,,,,,,,,
"USC00330663","1893-04-01","39.4","-84.4","301.8","BETHANY, OH US","   56",",,6",,,,,"   56",",S,6","   22",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-04-02","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  233",",,6","    0",",,6",,,,,,,,,,
"USC00330663","1893-04-03","39.4","-84.4","301.8","BETHANY, OH US","   69",",,6",,,,,"  228",",,6","  111",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-04-04","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  211",",,6","   56",",,6",,,,,,,,,,
"USC00330663","1893-04-05","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  183",",,6","    6",",,6",,,,,,,,,,
"USC00330663","1893-04-06","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  194",",,6","   72",",,6",,,,,,,,,,
"USC00330663","1893-04-07","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  278",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-04-08","39.4","-84.4","301.8","BETHANY, OH US","  102",",,6",,,,,"  256",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-04-09","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  139",",,6","   56",",,6",,,,,,,,,,
"USC00330663","1893-04-10","39.4","-84.4","301.8","BETHANY, OH US","  132",",,6",,,,,"  111",",,6","   33",",,6",,,,,,,,,,
"USC00330663","1893-04-11","39.4","-84.4","301.8","BETHANY, OH US","  236",",,6",,,,,"  167",",,6","   50",",,6",,,,,,,,,,
"USC00330663","1893-04-12","39.4","-84.4","301.8","BETHANY, OH US","   76",",,6",,,,,"  211",",,6","  100",",,6",,,,,,,,,,
"USC00330663","1893-04-13","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  233",",,6","   61",",I,6",,,,,,,,,,
"USC00330663","1893-04-14","39.4","-84.4","301.8","BETHANY, OH US","  109",",,6",,,,,"   44",",I,6","    6",",,6",,,,,,,,,,
"USC00330663","1893-04-15","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   61",",,6","    0",",,6",,,,,,,,,,
"USC00330663","1893-04-16","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  117",",,6","  -22",",,6",,,,,,,,,,
"USC00330663","1893-04-17","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  161",",,6","   50",",,6",,,,,,,,,,
"USC00330663","1893-04-18","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  172",",,6","   83",",,6",,,,,,,,,,
"USC00330663","1893-04-19","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  133",",,6","   83",",,6",,,,,,,,,,
"USC00330663","1893-04-20","39.4","-84.4","301.8","BETHANY, OH US","  211",",,6",,,,,"   78",",,6","   11",",,6",,,,,,,,,,
"USC00330663","1893-04-21","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   56",",,6","    6",",,6",,,,,,,,,,
"USC00330663","1893-04-22","39.4","-84.4","301.8","BETHANY, OH US","   25",",,6",,,,,"   61",",,6","    6",",,6",,,,,,,,,,
"USC00330663","1893-04-23","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"   78",",,6","    6",",,6",,,,,,,,,,
"USC00330663","1893-04-24","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  133",",,6","   11",",,6",,,,,,,,,,
"USC00330663","1893-04-25","39.4","-84.4","301.8","BETHANY, OH US","  163",",,6",,,,,"  122",",,6","   72",",,6",,,,,,,,,,
"USC00330663","1893-04-26","39.4","-84.4","301.8","BETHANY, OH US","  236",",,6",,,,,"  172",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-04-27","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  167",",,6","   39",",,6",,,,,,,,,,
"USC00330663","1893-04-28","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  217",",,6","   61",",,6",,,,,,,,,,
"USC00330663","1893-04-29","39.4","-84.4","301.8","BETHANY, OH US","  305",",,6",,,,,"  228",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-04-30","39.4","-84.4","301.8","BETHANY, OH US","  318",",,6",,,,,"  200",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-05-01","39.4","-84.4","301.8","BETHANY, OH US","  323",",,6",,,,,"  211",",,6","   72",",,6",,,,,,,,,,
"USC00330663","1893-05-02","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  106",",,6","   61",",,6",,,,,,,,,,
"USC00330663","1893-05-03","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  144",",,6","   44",",,6",,,,,,,,,,
"USC00330663","1893-05-04","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  200",",,6","   61",",,6",,,,,,,,,,
"USC00330663","1893-05-05","39.4","-84.4","301.8","BETHANY, OH US","   43",",,6",,,,,"  244",",,6","   61",",,6",,,,,,,,,,
"USC00330663","1893-05-06","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  167",",,6",,,,,,,,,,,,
"USC00330663","1893-05-07","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  178",",,6","   61",",,6",,,,,,,,,,
"USC00330663","1893-05-08","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  222",",,6","   72",",,6",,,,,,,,,,
"USC00330663","1893-05-09","39.4","-84.4","301.8","BETHANY, OH US","  348",",,6",,,,,"  228",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-05-10","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  250",",,6","  111",",,6",,,,,,,,,,
"USC00330663","1893-05-11","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  261",",,6","  117",",,6",,,,,,,,,,
"USC00330663","1893-05-12","39.4","-84.4","301.8","BETHANY, OH US","  185",",,6",,,,,"  222",",,6","  122",",,6",,,,,,,,,,
"USC00330663","1893-05-13","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  222",",,6","   78",",,6",,,,,,,,,,
"USC00330663","1893-05-14","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  206",",,6","  144",",,6",,,,,,,,,,
"USC00330663","1893-05-15","39.4","-84.4","301.8","BETHANY, OH US","  264",",,6",,,,,"  194",",,6","   83",",,6",,,,,,,,,,
"USC00330663","1893-05-16","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  106",",,6","   44",",,6",,,,,,,,,,
"USC00330663","1893-05-17","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  144",",,6","   39",",,6",,,,,,,,,,
"USC00330663","1893-05-18","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  200",",,6","   33",",,6",,,,,,,,,,
"USC00330663","1893-05-19","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  244",",,6","   83",",,6",,,,,,,,,,
"USC00330663","1893-05-20","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  267",",,6","  167",",,6",,,,,,,,,,
"USC00330663","1893-05-21","39.4","-84.4","301.8","BETHANY, OH US","   18",",,6",,,,,"  250",",,6","  100",",,6",,,,,,,,,,
"USC00330663","1893-05-22","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  289",",,6","  156",",,6",,,,,,,,,,
"USC00330663","1893-05-23","39.4","-84.4","301.8","BETHANY, OH US","   53",",,6",,,,,"  161",",,6","   56",",,6",,,,,,,,,,
"USC00330663","1893-05-24","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  239",",,6","   83",",,6",,,,,,,,,,
"USC00330663","1893-05-25","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  272",",,6","  128",",,6",,,,,,,,,,
"USC00330663","1893-05-26","39.4","-84.4","301.8","BETHANY, OH US","   76",",,6",,,,,"  217",",,6","  139",",,6",,,,,,,,,,
"USC00330663","1893-05-27","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  211",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-05-28","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  189",",,6","   89",",,6",,,,,,,,,,
"USC00330663","1893-05-29","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  239",",,6","  128",",,6",,,,,,,,,,
"USC00330663","1893-05-30","39.4","-84.4","301.8","BETHANY, OH US","  246",",,6",,,,,"  217",",,6","  133",",,6",,,,,,,,,,
"USC00330663","1893-05-31","39.4","-84.4","301.8","BETHANY, OH US","  130",",,6",,,,,"  250",",,6","  150",",,6",,,,,,,,,,
"USC00330663","1893-06-01","39.4","-84.4","301.8","BETHANY, OH US","  224",",,6",,,,,"  256",",,6","  167",",,6",,,,,,,,,,
"USC00330663","1893-06-02","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  289",",,6","  172",",,6",,,,,,,,,,
"USC00330663","1893-06-03","39.4","-84.4","301.8","BETHANY, OH US","  127",",,6",,,,,"  289",",,6","  178",",,6",,,,,,,,,,
"USC00330663","1893-06-04","39.4","-84.4","301.8","BETHANY, OH US","  142",",,6",,,,,"  294",",,6","  100",",,6",,,,,,,,,,
"USC00330663","1893-06-05","39.4","-84.4","301.8","BETHANY, OH US","   64",",,6",,,,,"  261",",,6","  167",",,6",,,,,,,,,,
"USC00330663","1893-06-06","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  239",",,6","  106",",,6",,,,,,,,,,
"USC00330663","1893-06-07","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  211",",,6","   94",",,6",,,,,,,,,,
"USC00330663","1893-06-08","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  272",",,6","  128",",,6",,,,,,,,,,
"USC00330663","1893-06-09","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  294",",,6","  178",",,6",,,,,,,,,,
"USC00330663","1893-06-10","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  294",",,6","  156",",,6",,,,,,,,,,
"USC00330663","1893-06-11","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  289",",,6","  144",",,6",,,,,,,,,,
"USC00330663","1893-06-12","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  300",",,6","  122",",,6",,,,,,,,,,
"USC00330663","1893-06-13","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  300",",,6","  139",",,6",,,,,,,,,,
"USC00330663","1893-06-14","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  283",",,6","  167",",,6",,,,,,,,,,
"USC00330663","1893-06-15","39.4","-84.4","301.8","BETHANY, OH US","   30",",,6",,,,,"  300",",,6","  161",",,6",,,,,,,,,,
"USC00330663","1893-06-16","39.4","-84.4","301.8","BETHANY, OH US","   10",",,6",,,,,"  300",",,6","  150",",,6",,,,,,,,,,
"USC00330663","1893-06-17","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  283",",,6","  150",",,6",,,,,,,,,,
"USC00330663","1893-06-18","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  294",",,6","  156",",,6",,,,,,,,,,
"USC00330663","1893-06-19","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  339",",,6","  167",",,6",,,,,,,,,,
"USC00330663","1893-06-20","39.4","-84.4","301.8","BETHANY, OH US","  157",",,6",,,,,"  306",",,6","  194",",,6",,,,,,,,,,
"USC00330663","1893-06-21","39.4","-84.4","301.8","BETHANY, OH US","   56",",,6",,,,,"  272",",,6","  206",",,6",,,,,,,,,,
"USC00330663","1893-06-22","39.4","-84.4","301.8","BETHANY, OH US","   25",",,6",,,,,"  272",",,6","  111",",,6",,,,,,,,,,
"USC00330663","1893-06-23","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  278",",,6","  122",",,6",,,,,,,,,,
"USC00330663","1893-06-24","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  278",",,6","  128",",,6",,,,,,,,,,
"USC00330663","1893-06-25","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  272",",,6","  156",",,6",,,,,,,,,,
"USC00330663","1893-06-26","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  272",",,6","  100",",,6",,,,,,,,,,
"USC00330663","1893-06-27","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  294",",,6","  161",",,6",,,,,,,,,,
"USC00330663","1893-06-28","39.4","-84.4","301.8","BETHANY, OH US","   56",",,6",,,,,"  306",",,6","  133",",,6",,,,,,,,,,
"USC00330663","1893-06-29","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  294",",,6","  139",",,6",,,,,,,,,,
"USC00330663","1893-06-30","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  300",",,6","  183",",,6",,,,,,,,,,
"USC00330663","1893-07-01","39.4","-84.4","301.8","BETHANY, OH US","  147",",,6",,,,,"  250",",,6","  167",",,6",,,,,,,"    1",",,6",,
"USC00330663","1893-07-02","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  300",",,6","  178",",,6",,,,,,,,,,
"USC00330663","1893-07-03","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  283",",,6","  122",",,6",,,,,,,,,,
"USC00330663","1893-07-04","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  289",",,6","  172",",,6",,,,,,,,,,
"USC00330663","1893-07-05","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  311",",,6","  156",",,6",,,,,,,,,,
"USC00330663","1893-07-06","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  339",",,6","  156",",,6",,,,,,,,,,
"USC00330663","1893-07-07","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  350",",,6","  211",",,6",,,,,,,,,,
"USC00330663","1893-07-08","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  322",",,6","  161",",,6",,,,,,,,,,
"USC00330663","1893-07-09","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  306",",,6","  144",",,6",,,,,,,,,,
"USC00330663","1893-07-10","39.4","-84.4","301.8","BETHANY, OH US",,,,,,,"  300",",,6","  139",",,6",,,,,,,,,,
