"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00404613","1948-10-02","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-03","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-04","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-05","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-06","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-07","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-08","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-09","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-10","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-11","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-12","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-13","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-14","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-15","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-16","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-17","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  221",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-18","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-19","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-20","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-21","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-22","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-23","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-24","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-25","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-26","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-27","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-28","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-29","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-30","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-10-31","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-01","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-02","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   41",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-03","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  157",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-04","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-05","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-06","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  295",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-07","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-08","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-09","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-10","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   84",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-11","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-12","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-13","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   33",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-14","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0",,,"    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-15","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-16","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-17","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-18","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-19","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  300",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-20","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-21","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   13",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-22","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  170",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-23","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-24","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-25","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-26","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  175",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-27","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   13",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-28","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US"," 1006",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-29","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   76",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-11-30","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-01","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-02","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-03","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  152",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-04","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-05","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   43",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-06","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   28",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-07","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-08","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-09","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-10","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-11","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-12","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-13","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-14","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-15","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   23",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-16","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  295",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-17","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-18","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   99",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-19","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   30",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-20","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-21","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-22","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   53",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-23","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-24","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  287",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-25","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  104",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-26","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-27","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-28","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-29","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  191",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-30","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1948-12-31","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-01","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-02","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-03","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   61",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-04","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  124",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-05","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  409",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-06","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-07","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-08","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-09","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-10","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-11","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-12","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-13","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-14","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-15","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-16","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-17","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   76",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-18","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   10",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-19","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   56",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-20","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-21","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US",,,"    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-22","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US",,,"    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-23","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US",,,"    0",",,0","    0",",,0",,,,,"    3",",,0",,,"  279",",,0",,,,,,
"USC00404613","1949-01-24","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-25","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-26","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   33",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-27","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   30",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-28","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   20",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-29","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-30","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   69",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-01-31","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  127",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-01","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-02","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-03","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-04","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-05","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-06","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-07","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","  142",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-08","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-09","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-10","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-11","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-12","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00404613","1949-02-13","36.12222","-83.47389","337.7","JEFFERSON CITY, TN US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
