"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00253397","1996-12-17","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,","  -72",",,0"," -139",",,0"," -133",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-18","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,"," -111",",,0"," -172",",,0"," -172",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-19","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  -72",",,0"," -183",",,0"," -144",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-20","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0"," -144",",,0","    0",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-21","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0",",,0,","   61",",,0"," -183",",,0"," -106",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-22","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    3",",,0,2400","    8",",,0,","    0","T,,0,"," -106",",,0"," -144",",,0"," -144",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-23","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   10",",,0,2400","    0","T,,0,","    0","T,,0,"," -128",",,0"," -194",",,0"," -161",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-24","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,"," -117",",,0"," -217",",,0"," -161",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-25","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,"," -117",",,0"," -189",",,0"," -189",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-26","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   15",",,0,2400","   25",",,0,","   25",",,0,"," -133",",,0"," -200",",,0"," -150",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-27","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","   25",",,0,","  -17",",,0"," -150",",,0"," -111",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-28","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","T,,0,","   83",",,0"," -139",",,0"," -139",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-29","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","T,,0,","  -44",",,0"," -150",",,0"," -100",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-30","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0",",,0,","  100",",,0"," -100",",,0","  -83",",,0,2400",,,,,,,,,,
"USC00253397","1996-12-31","40.93778","-98.33167","565.7","GRAND ISLAND, NE US",,,,,"    0","T,,0,","   22",",,0"," -100",",,0","  -17",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-01","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  161",",,0","  -28",",,0","   78",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-02","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  211",",,0","   17",",,0","   28",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-03","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,","   50",",,0","    6",",,0","   17",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-04","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   50",",,0","  -39",",,0","  -39",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-05","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   11",",,0","  -83",",,0","  -83",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-06","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   33",",,0"," -106",",,0","  -89",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-07","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","  -94",",,0","  -22",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-08","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   61",",,0","  -67",",,0","  -67",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-09","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  -17",",,0"," -167",",,0"," -167",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-10","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,"," -144",",,0"," -222",",,0"," -206",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-11","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,"," -122",",,0"," -217",",,0"," -194",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-12","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,"," -133",",,0"," -217",",,0"," -189",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-13","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,","  -83",",,0"," -206",",,0"," -106",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-14","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,","  -72",",,0"," -206",",,0","  -72",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-15","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,","    0",",,0"," -139",",,0"," -139",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-16","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","T,,0,","  -72",",,0"," -194",",,0"," -150",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-17","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  -44",",,0"," -189",",,0"," -133",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-18","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  150",",,0"," -189",",,0","   17",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-19","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  167",",,0","  -17",",,0","   56",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-20","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  194",",,0","  -11",",,0","   67",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-21","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  144",",,0","   22",",,0","   22",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-22","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","   28",",,0","  -94",",,0","  -94",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-23","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0","T,,0,","    6",",,0"," -128",",,0","  -33",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-24","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","T,,0,","  -33",",,0"," -172",",,0"," -172",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-25","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,"," -117",",,0"," -206",",,0"," -172",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-26","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   36",",,0,2400","   64",",,0,","   76",",,0,"," -156",",,0"," -206",",,0"," -172",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-27","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","   51",",,0,"," -144",",,0"," -217",",,0"," -217",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-28","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","   25",",,0,","   22",",,0"," -228",",,0","  -28",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-29","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","T,,0,","   -6",",,0"," -122",",,0"," -117",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-30","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","T,,0,","  156",",,0"," -122",",,0","   61",",,0,2400",,,,,,,,,,
"USC00253397","1997-01-31","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  172",",,0","    6",",,0","   61",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-01","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  139",",,0","  -11",",,0","  -11",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-02","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","  -44",",,0","   17",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-03","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   97",",,0,2400","   71",",,0,","   76",",,0,","   22",",,0","  -22",",,0","  -17",",,0,2400",,,,,"    1",",,0",,,,
"USC00253397","1997-02-04","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   28",",,0,2400","   20",",,0,","  102",",,0,","   -6",",,0","  -56",",,0","  -56",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-05","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","  102",",,0,","  -44",",,0","  -78",",,0","  -78",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-06","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   23",",,0,2400","   41",",,0,","  127",",,0,","  -17",",,0","  -72",",,0","  -39",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-07","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   28",",,0,2400","   10",",,0,","  152",",,0,","  -33",",,0","  -89",",,0","  -67",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-08","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","  152",",,0,","  -44",",,0"," -100",",,0","  -67",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-09","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","  152",",,0,","  -39",",,0","  -67",",,0","  -56",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-10","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","  152",",,0,","  -44",",,0"," -100",",,0","  -67",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-11","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","  127",",,0,","   22",",,0"," -100",",,0","  -39",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-12","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","  127",",,0,","  -44",",,0"," -100",",,0","  -94",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-13","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","  127",",,0,","   -6",",,0"," -106",",,0","  -39",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-14","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","  102",",,0,","   61",",,0","  -56",",,0","  -50",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-15","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","   76",",,0,","   67",",,0","  -56",",,0","    6",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-16","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","   25",",,0,","  106",",,0","  -56",",,0","   56",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-17","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0","T,,0,","  161",",,0","   17",",,0","   89",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-18","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  172",",,0","   17",",,0","   17",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-19","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  122",",,0","  -28",",,0","   33",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-20","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  122",",,0","   22",",,0","   22",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-21","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","   50",",,0","  -22",",,0","  -22",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-22","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","  -50",",,0","  -28",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-23","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   13",",,0,2400","   18",",,0,","   25",",,0,","  -17",",,0","  -94",",,0","  -50",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-24","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   58",",,0,2400","  127",",,0,","  152",",,0,","   22",",,0","  -83",",,0","  -72",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-25","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","   51",",,0,","   17",",,0"," -100",",,0","  -11",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-26","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","   25",",,0,","   11",",,0","  -50",",,0","  -44",",I,0,2400",,,,,,,,,,
"USC00253397","1997-02-27","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0","T,,0,","   -6",",,0","  -33",",I,0","  -11",",,0,2400",,,,,,,,,,
"USC00253397","1997-02-28","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0",",,0,","    0","T,,0,","   50",",,0",,,"   44",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-01","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","   50",",,0","  -44",",,0","  -22",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-02","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  100",",,0","  -33",",,0","   33",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-03","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  117",",,0","  -22",",,0","  -22",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-04","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","    6",",,0","  -67",",,0","  -67",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-05","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  100",",,0","  -94",",,0","  -28",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-06","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","   33",",,0","  -67",",,0","  -22",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-07","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  144",",,0","  -56",",,0","   22",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-08","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    8",",,0,2400","    0",",,0,","    0",",,0,","  206",",,0","   11",",,0","  122",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-09","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  133",",,0","    6",",,0","   50",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-10","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  217",",,0","   28",",,0","   33",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-11","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  139",",,0","  -11",",,0","   44",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-12","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  156",",,0","  -11",",,0","   50",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-13","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","   56",",,0","  -89",",,0","  -89",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-14","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  -17",",,0"," -117",",,0","  -83",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-15","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0","T,,0,","    0",",,0,","   -6",",,0","  -89",",,0","  -39",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-16","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  172",",,0","  -39",",,0","   78",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-17","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  172",",,0","  -39",",,0","   17",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-18","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","   28",",,0","  -33",",,0","  -33",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-19","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  233",",,0","  -44",",,0","   94",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-20","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  261",",,0","   28",",,0","  139",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-21","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  189",",,0","   22",",,0","   22",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-22","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  200",",,0","  -17",",,0","   33",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-23","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","  -33",",,0","   39",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-24","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  161",",,0","   33",",,0","   44",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-25","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  144",",,0","   -6",",,0","   56",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-26","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  244",",,0","   17",",,0","  128",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-27","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  256",",,0","   67",",,0","  128",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-28","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   33",",,0,2400","    0","T,,0,","    0",",,0,","  128",",,0",,,,,,,,,,,,,,
"USC00253397","1997-03-29","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   15",",,0,2400","    0",",,0,","    0",",,0,","   72",",,0","  -17",",,0","   28",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-30","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  172",",,0","  -11",",,0","   78",",,0,2400",,,,,,,,,,
"USC00253397","1997-03-31","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0",",,0,2400","    0",",,0,","    0",",,0,","  228",",,0","   28",",,0","  117",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-01","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  189",",,0","   67",",,0","  117",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-02","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   28",",,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","   33",",,0","   33",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-03","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   15",",,0,2400","    0","P,,0,","    0","P,,0,","  139",",,0","   33",",,0","  100",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-04","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","   18",",,0,2400","    0","P,,0,","    0","P,,0,","  144",",,0","   94",",,0","  128",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-05","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","T,,0,2400",,,"    0","T,,0,","  183",",,0","  -17",",,0","  -17",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-06","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    8",",,0,2400","    0","P,,0,","    0","T,,0,","   44",",,0","  -33",",,0","  -22",",,0,2400",,,,,,,,,,
"USC00253397","1997-04-07","40.93778","-98.33167","565.7","GRAND ISLAND, NE US","    0","P,,0,2400","    0","P,,0,","    0","P,,0,","  117",",,0","  -61",",,0","  -33",",,0,2400",,,,,,,,,,
