datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,BC,BC,4408.247,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,CE,CE,12724.412,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,DAY,DAY,2516.700,False
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,DEOK,DEOK,3678.257,False
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,SERC,SOUTH,DOM,DOM,17450.015,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,DPL,DPLCO,2760.314,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,DUQ,DUQ,1718.817,False
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,DPL,EASTON,39.534,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,SERC,WEST,EKPC,EKPC,1762.509,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,JC,JC,3104.422,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,ME,ME,2212.993,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8491.067,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,OVEC,OVEC,80.000,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,WEST,ATSI,PAPWR,712.040,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PE,PE,5340.370,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3409.449,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PL,PLCO,5875.108,False
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PN,PN,2378.044,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PS,PS,5885.963,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,RECO,RECO,183.025,False
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PEP,SMECO,601.095,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,PL,UGI,168.668,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RFC,MIDATL,AE,VMEU,95.395,True
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,RTO,RTO,RTO,RTO,111797.220,False
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1234.583,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,AEP,AEPAPT,5047.759,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,AEP,AEPIMP,3511.823,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,AEP,AEPKPT,751.420,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,AEP,AEPOPT,8657.250,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,AP,AP,6917.096,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,BC,BC,4378.717,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,CE,CE,12566.683,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,DAY,DAY,2477.710,False
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,DEOK,DEOK,3640.159,False
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,SERC,SOUTH,DOM,DOM,17335.330,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,DPL,DPLCO,2707.193,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,DUQ,DUQ,1701.893,False
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,DPL,EASTON,39.339,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,SERC,WEST,EKPC,EKPC,1767.598,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,JC,JC,3083.313,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,ME,ME,2187.541,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8415.202,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,OVEC,OVEC,81.000,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,WEST,ATSI,PAPWR,702.475,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PE,PE,5286.724,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3341.909,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PL,PLCO,5824.154,False
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PN,PN,2346.986,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PS,PS,5756.462,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,RECO,RECO,181.410,False
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PEP,SMECO,597.459,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,PL,UGI,167.784,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RFC,MIDATL,AE,VMEU,93.277,True
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,RTO,RTO,RTO,RTO,110800.249,False
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1210.719,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,AEP,AEPAPT,5035.645,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,AEP,AEPIMP,3455.339,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,AEP,AEPKPT,758.563,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,AEP,AEPOPT,8520.381,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,AP,AP,6810.851,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,BC,BC,4292.285,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,CE,CE,12375.098,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,DAY,DAY,2427.690,False
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,DEOK,DEOK,3536.144,False
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,SERC,SOUTH,DOM,DOM,17069.535,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,DPL,DPLCO,2663.973,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,DUQ,DUQ,1661.012,False
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,DPL,EASTON,37.636,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,SERC,WEST,EKPC,EKPC,1732.889,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,JC,JC,3006.481,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,ME,ME,2145.677,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8277.046,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,OVEC,OVEC,66.000,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,WEST,ATSI,PAPWR,711.795,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PE,PE,5185.587,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3237.933,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PL,PLCO,5698.459,False
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PN,PN,2321.576,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PS,PS,5661.266,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,RECO,RECO,178.418,False
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PEP,SMECO,586.319,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,PL,UGI,166.838,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RFC,MIDATL,AE,VMEU,90.280,True
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,RTO,RTO,RTO,RTO,108921.435,False
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1159.746,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,AEP,AEPAPT,4933.690,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,AEP,AEPIMP,3395.556,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,AEP,AEPKPT,752.264,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,AEP,AEPOPT,8228.931,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,AP,AP,6618.168,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,BC,BC,4125.999,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,CE,CE,12079.986,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,DAY,DAY,2339.700,False
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,DEOK,DEOK,3426.816,False
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,SERC,SOUTH,DOM,DOM,16581.773,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,DPL,DPLCO,2552.523,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,DUQ,DUQ,1590.587,False
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,DPL,EASTON,35.680,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,SERC,WEST,EKPC,EKPC,1668.576,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,JC,JC,2885.003,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,ME,ME,2062.197,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8054.232,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,OVEC,OVEC,62.000,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,WEST,ATSI,PAPWR,673.629,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PE,PE,5008.088,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3137.173,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PL,PLCO,5544.623,False
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PN,PN,2232.713,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PS,PS,5507.604,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,RECO,RECO,175.214,False
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PEP,SMECO,564.656,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,PL,UGI,161.708,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RFC,MIDATL,AE,VMEU,86.622,True
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,RTO,RTO,RTO,RTO,105645.457,False
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1091.905,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,AEP,AEPAPT,4768.886,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,AEP,AEPIMP,3340.253,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,AEP,AEPKPT,732.698,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,AEP,AEPOPT,7952.168,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,AP,AP,6339.063,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,BC,BC,3923.245,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,CE,CE,11641.817,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,DAY,DAY,2232.700,False
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,DEOK,DEOK,3237.619,False
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,SERC,SOUTH,DOM,DOM,15907.934,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,DPL,DPLCO,2426.606,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,DUQ,DUQ,1533.259,False
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,DPL,EASTON,33.792,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,SERC,WEST,EKPC,EKPC,1560.123,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,JC,JC,2667.151,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,ME,ME,1966.139,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7699.241,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,OVEC,OVEC,70.000,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,WEST,ATSI,PAPWR,658.278,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PE,PE,4766.886,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2973.229,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PL,PLCO,5256.369,False
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PN,PN,2121.535,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PS,PS,5253.377,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,RECO,RECO,165.623,False
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PEP,SMECO,530.600,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,PL,UGI,153.478,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RFC,MIDATL,AE,VMEU,82.132,True
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,RTO,RTO,RTO,RTO,101086.106,False
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,1033.116,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,AEP,AEPAPT,4581.932,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,AEP,AEPIMP,3247.280,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,AEP,AEPKPT,690.803,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,AEP,AEPOPT,7752.333,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,AP,AP,6132.125,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,BC,BC,3728.284,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,CE,CE,11110.181,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,DAY,DAY,2127.690,False
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,DEOK,DEOK,3093.082,False
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,SERC,SOUTH,DOM,DOM,15429.900,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,DPL,DPLCO,2328.251,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,DUQ,DUQ,1474.940,False
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,DPL,EASTON,32.772,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,SERC,WEST,EKPC,EKPC,1455.780,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,JC,JC,2518.770,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,ME,ME,1864.666,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7365.443,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,OVEC,OVEC,66.000,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,WEST,ATSI,PAPWR,629.472,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PE,PE,4504.792,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2849.846,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PL,PLCO,5072.634,False
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PN,PN,2035.862,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PS,PS,4978.401,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,RECO,RECO,156.775,False
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PEP,SMECO,508.047,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,PL,UGI,123.442,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RFC,MIDATL,AE,VMEU,78.565,True
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,RTO,RTO,RTO,RTO,96971.184,False
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,1001.284,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,AEP,AEPAPT,4407.356,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,AEP,AEPIMP,3138.406,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,AEP,AEPKPT,665.345,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,AEP,AEPOPT,7516.448,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,AP,AP,5994.152,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,BC,BC,3622.790,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,CE,CE,10632.828,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,DAY,DAY,2057.690,False
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,DEOK,DEOK,3004.019,False
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,SERC,SOUTH,DOM,DOM,15207.901,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,2289.119,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,DUQ,DUQ,1454.376,False
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,DPL,EASTON,32.414,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,SERC,WEST,EKPC,EKPC,1435.639,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,JC,JC,2424.104,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,ME,ME,1804.299,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7119.044,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,OVEC,OVEC,71.000,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,WEST,ATSI,PAPWR,598.519,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PE,PE,4313.560,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2734.851,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PL,PLCO,4926.028,False
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PN,PN,1984.257,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PS,PS,4764.179,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,RECO,RECO,146.401,False
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PEP,SMECO,500.146,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,PL,UGI,136.329,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RFC,MIDATL,AE,VMEU,75.008,True
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,RTO,RTO,RTO,RTO,94057.492,False
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,966.452,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,AEP,AEPAPT,4365.161,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,AEP,AEPIMP,3107.466,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,AEP,AEPKPT,657.408,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,AEP,AEPOPT,7420.313,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,AP,AP,5915.252,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,BC,BC,3579.483,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,CE,CE,10323.967,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,DAY,DAY,2017.690,False
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,DEOK,DEOK,2920.312,False
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,SERC,SOUTH,DOM,DOM,15088.992,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,2271.804,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,DUQ,DUQ,1442.777,False
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,DPL,EASTON,32.885,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,SERC,WEST,EKPC,EKPC,1387.879,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,JC,JC,2358.405,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,ME,ME,1770.576,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7159.972,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,OVEC,OVEC,61.000,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,WEST,ATSI,PAPWR,603.602,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PE,PE,4254.447,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2679.989,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PL,PLCO,4845.397,False
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PN,PN,1959.383,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PS,PS,4618.838,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,RECO,RECO,141.180,False
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PEP,SMECO,501.739,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,PL,UGI,132.079,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RFC,MIDATL,AE,VMEU,73.273,True
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,RTO,RTO,RTO,RTO,92657.721,False
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,961.558,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,AEP,AEPAPT,4351.669,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,AEP,AEPIMP,3047.163,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,AEP,AEPKPT,636.170,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,AEP,AEPOPT,7315.620,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,AP,AP,5900.237,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,MIDATL,BC,BC,3586.237,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,CE,CE,10073.155,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,DAY,DAY,1991.690,False
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,DEOK,DEOK,2875.692,False
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,SERC,SOUTH,DOM,DOM,15160.150,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,2279.282,True
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,WEST,DUQ,DUQ,1428.558,False
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,RFC,MIDATL,DPL,EASTON,33.526,True
