fips,state,county,start_time,duration,min_customers,max_customers,mean_customers,end_time,event_id,state_event,datetime_event_began,datetime_restoration,event_type,year,utility_type,pop_density,rucc_code,land_area_sqmi
41005,Oregon,Clackamas,2014-12-11 22:45:00,28.75,277.0,16903.0,5322.686956521739,2014-12-13 03:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,224.26395729630508,1,1879.040239369498
41047,Oregon,Marion,2014-12-11 21:30:00,27.0,203.0,10258.0,3491.324074074074,2014-12-13 00:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,290.9848970219874,2,1188.790220867929
41051,Oregon,Multnomah,2014-12-11 23:00:00,44.0,267.0,15143.0,5264.392045454545,2014-12-13 19:00:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,unknown,1757.211867149745,1,464.0464904910133
41051,Oregon,Multnomah,2014-12-14 08:00:00,10.0,234.0,396.0,306.2,2014-12-14 18:00:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,unknown,1757.211867149745,1,464.0464904910133
41053,Oregon,Polk,2014-12-11 22:00:00,12.5,223.0,1380.0,812.16,2014-12-12 10:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,117.776847139022,2,742.3615262581737
41067,Oregon,Washington,2014-12-11 22:45:00,43.75,214.0,40174.0,8418.171428571428,2014-12-13 18:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,826.3591455726832,1,726.5267205143961
41067,Oregon,Washington,2014-12-14 12:30:00,2.75,219.0,219.0,219.0,2014-12-14 15:15:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,826.3591455726832,1,726.5267205143961
41071,Oregon,Yamhill,2014-12-11 22:00:00,22.75,433.0,3537.0,1591.5824175824175,2014-12-12 20:45:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,150.52104663129833,1,715.6607159652915
48015,Texas,Austin,2014-11-25 17:45:00,0.25,459.0,459.0,459.0,2014-11-25 18:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,45.88935154265516,1,657.3856240256329
48015,Texas,Austin,2014-11-25 19:45:00,0.25,326.0,326.0,326.0,2014-11-25 20:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,45.88935154265516,1,657.3856240256329
48021,Texas,Bastrop,2014-11-24 15:15:00,0.25,1624.0,1624.0,1624.0,2014-11-24 15:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,108.56919906799646,1,895.4289138590218
48021,Texas,Bastrop,2014-11-24 16:00:00,0.25,650.0,650.0,650.0,2014-11-24 16:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,108.56919906799646,1,895.4289138590218
48021,Texas,Bastrop,2014-11-24 20:30:00,0.25,412.0,412.0,412.0,2014-11-24 20:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,108.56919906799646,1,895.4289138590218
48029,Texas,Bexar,2014-11-24 02:00:00,0.25,202.0,202.0,202.0,2014-11-24 02:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1595.5431603402435,1,1259.3354100001402
48029,Texas,Bexar,2014-11-24 07:45:00,0.75,418.0,421.0,420.0,2014-11-24 08:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1595.5431603402435,1,1259.3354100001402
48029,Texas,Bexar,2014-11-24 12:00:00,4.75,418.0,764.0,499.7894736842105,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1595.5431603402435,1,1259.3354100001402
48029,Texas,Bexar,2014-11-24 17:00:00,0.5,256.0,258.0,257.0,2014-11-24 17:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1595.5431603402435,1,1259.3354100001402
48029,Texas,Bexar,2014-11-25 20:00:00,1.25,250.0,261.0,254.0,2014-11-25 21:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1595.5431603402435,1,1259.3354100001402
48039,Texas,Brazoria,2014-11-24 13:15:00,3.5,312.0,345.0,328.85714285714283,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,254.14174540265105,1,1463.8720585261206
48039,Texas,Brazoria,2014-11-24 17:00:00,2.0,327.0,331.0,329.0,2014-11-24 19:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,254.14174540265105,1,1463.8720585261206
48039,Texas,Brazoria,2014-11-25 14:30:00,0.25,3455.0,3455.0,3455.0,2014-11-25 14:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,254.14174540265105,1,1463.8720585261206
48039,Texas,Brazoria,2014-11-25 15:45:00,1.0,222.0,262.0,240.75,2014-11-25 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,254.14174540265105,1,1463.8720585261206
48039,Texas,Brazoria,2014-11-26 06:00:00,0.25,3424.0,3424.0,3424.0,2014-11-26 06:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,254.14174540265105,1,1463.8720585261206
48039,Texas,Brazoria,2014-11-26 16:15:00,0.75,266.0,269.0,268.0,2014-11-26 17:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,254.14174540265105,1,1463.8720585261206
48049,Texas,Brown,2014-11-25 00:15:00,6.0,259.0,259.0,259.0,2014-11-25 06:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,40.03971334722282,5,951.4303878662082
48061,Texas,Cameron,2014-11-26 18:00:00,1.25,203.0,204.0,203.8,2014-11-26 19:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,410.8976389740372,2,1024.6274499197164
48071,Texas,Chambers,2014-11-25 02:15:00,1.5,229.0,229.0,229.0,2014-11-25 03:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,73.29291959407092,1,635.4092626945562
48085,Texas,Collin,2014-11-24 23:00:00,1.75,250.0,273.0,253.42857142857144,2014-11-25 00:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,1200.24565953671,1,886.8726094047106
48097,Texas,Cooke,2014-11-25 09:00:00,2.0,919.0,1644.0,1281.25,2014-11-25 11:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,46.33242611509125,6,899.3269615645711
48097,Texas,Cooke,2014-11-25 12:30:00,1.5,377.0,1639.0,1210.5,2014-11-25 14:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,46.33242611509125,6,899.3269615645711
48097,Texas,Cooke,2014-11-25 14:45:00,1.0,516.0,516.0,516.0,2014-11-25 15:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,46.33242611509125,6,899.3269615645711
48113,Texas,Dallas,2014-11-24 15:15:00,1.5,310.0,804.0,505.3333333333333,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-24 17:00:00,2.5,402.0,912.0,567.6,2014-11-24 19:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-24 20:30:00,0.25,235.0,235.0,235.0,2014-11-24 20:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-24 21:15:00,0.25,254.0,254.0,254.0,2014-11-24 21:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-24 21:45:00,0.75,237.0,252.0,246.66666666666663,2014-11-24 22:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-24 23:15:00,0.25,205.0,205.0,205.0,2014-11-24 23:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-25 00:00:00,11.25,490.0,2868.0,1008.0222222222222,2014-11-25 11:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-25 12:15:00,1.0,281.0,350.0,304.75,2014-11-25 13:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-25 13:30:00,1.0,2808.0,2821.0,2813.75,2014-11-25 14:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-25 14:45:00,5.25,277.0,954.0,691.9047619047619,2014-11-25 20:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-25 22:30:00,2.5,233.0,344.0,283.6,2014-11-26 01:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-26 13:00:00,8.25,239.0,715.0,415.27272727272725,2014-11-26 21:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48113,Texas,Dallas,2014-11-26 21:45:00,2.0,230.0,357.0,282.25,2014-11-26 23:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2876.6771167556312,1,908.5270587988676
48123,Texas,DeWitt,2014-11-24 03:15:00,0.25,510.0,510.0,510.0,2014-11-24 03:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,21.76298008606964,6,910.904661107935
48123,Texas,DeWitt,2014-11-25 19:15:00,2.25,732.0,1109.0,1042.7777777777778,2014-11-25 21:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,21.76298008606964,6,910.904661107935
48141,Texas,El Paso,2014-11-24 15:45:00,1.0,1141.0,1901.0,1710.5,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,852.8691496210137,2,1014.9939183339776
48139,Texas,Ellis,2014-11-24 13:30:00,3.25,270.0,364.0,321.2307692307692,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,202.6813389485169,1,949.5447434797414
48139,Texas,Ellis,2014-11-24 18:00:00,0.75,229.0,230.0,229.3333333333333,2014-11-24 18:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,202.6813389485169,1,949.5447434797414
48157,Texas,Fort Bend,2014-11-25 22:45:00,2.0,306.0,2004.0,1359.375,2014-11-26 00:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,928.7123185568548,1,885.9352714073323
48157,Texas,Fort Bend,2014-11-26 06:00:00,0.25,2849.0,2849.0,2849.0,2014-11-26 06:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,928.7123185568548,1,885.9352714073323
48165,Texas,Gaines,2014-11-24 03:00:00,0.25,383.0,383.0,383.0,2014-11-24 03:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,14.367062670519012,6,1503.29963022426
48167,Texas,Galveston,2014-11-26 06:00:00,0.25,728.0,728.0,728.0,2014-11-26 06:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,808.0491774550488,1,433.98596246886
48177,Texas,Gonzales,2014-11-25 19:30:00,2.0,266.0,767.0,641.75,2014-11-25 21:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,18.33784840081112,6,1071.7178793522312
48181,Texas,Grayson,2014-11-24 18:45:00,0.25,879.0,879.0,879.0,2014-11-24 19:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,138.5203109894904,3,978.50632179337
48183,Texas,Gregg,2014-11-24 10:30:00,1.25,258.0,258.0,258.0,2014-11-24 11:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,450.3479643200921,2,275.8733464856858
48185,Texas,Grimes,2014-11-24 17:00:00,0.5,305.0,305.0,305.0,2014-11-24 17:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,36.4178683433707,6,803.6714209640933
48187,Texas,Guadalupe,2014-11-25 19:45:00,1.5,487.0,1628.0,1435.0,2014-11-25 21:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,241.75538552760116,1,714.3832581974982
48201,Texas,Harris,2014-11-24 01:15:00,0.5,276.0,335.0,305.5,2014-11-24 01:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-24 11:15:00,0.75,238.0,239.0,238.66666666666663,2014-11-24 12:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-24 13:30:00,3.25,206.0,879.0,482.5384615384616,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-24 17:00:00,2.0,312.0,435.0,393.375,2014-11-24 19:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-24 22:30:00,1.25,361.0,440.0,412.8,2014-11-24 23:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-25 00:30:00,0.25,201.0,201.0,201.0,2014-11-25 00:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-25 12:15:00,6.5,220.0,5906.0,1034.076923076923,2014-11-25 18:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-25 19:15:00,5.75,224.0,2192.0,550.0,2014-11-26 01:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-26 06:00:00,0.25,17221.0,17221.0,17221.0,2014-11-26 06:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-26 13:45:00,2.25,220.0,485.0,351.3333333333333,2014-11-26 16:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-26 16:15:00,0.25,206.0,206.0,206.0,2014-11-26 16:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-26 18:15:00,0.25,913.0,913.0,913.0,2014-11-26 18:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48201,Texas,Harris,2014-11-26 20:30:00,2.5,220.0,347.0,267.5,2014-11-26 23:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,2664.265589997093,1,1775.7782924356136
48251,Texas,Johnson,2014-11-24 16:30:00,0.25,243.0,243.0,243.0,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,244.6934176541116,1,735.3160609098907
48251,Texas,Johnson,2014-11-24 17:00:00,2.5,241.0,267.0,254.4,2014-11-24 19:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,244.6934176541116,1,735.3160609098907
48255,Texas,Karnes,2014-11-25 05:00:00,1.75,206.0,559.0,256.42857142857144,2014-11-25 06:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,19.47994679274947,8,755.1355327867288
48285,Texas,Lavaca,2014-11-24 15:00:00,0.25,256.0,256.0,256.0,2014-11-24 15:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,20.882332342692056,8,973.8854676890104
48285,Texas,Lavaca,2014-11-24 15:30:00,0.5,256.0,256.0,256.0,2014-11-24 16:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,20.882332342692056,8,973.8854676890104
48325,Texas,Medina,2014-11-26 10:00:00,0.5,294.0,403.0,348.5,2014-11-26 10:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,37.97887011738592,1,1336.216686887919
48325,Texas,Medina,2014-11-26 15:30:00,1.5,386.0,526.0,410.0,2014-11-26 17:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,unknown,37.97887011738592,1,1336.216686887919
48339,Texas,Montgomery,2014-11-24 16:30:00,0.25,318.0,318.0,318.0,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,575.6263710525384,1,1077.857150403853
48339,Texas,Montgomery,2014-11-24 17:00:00,0.75,544.0,544.0,544.0,2014-11-24 17:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,575.6263710525384,1,1077.857150403853
48339,Texas,Montgomery,2014-11-25 05:00:00,1.0,362.0,1146.0,558.25,2014-11-25 06:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,575.6263710525384,1,1077.857150403853
48339,Texas,Montgomery,2014-11-25 12:15:00,0.25,1179.0,1179.0,1179.0,2014-11-25 12:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,575.6263710525384,1,1077.857150403853
48339,Texas,Montgomery,2014-11-25 18:15:00,1.0,218.0,320.0,268.5,2014-11-25 19:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,575.6263710525384,1,1077.857150403853
48339,Texas,Montgomery,2014-11-26 06:00:00,0.25,983.0,983.0,983.0,2014-11-26 06:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,575.6263710525384,1,1077.857150403853
48355,Texas,Nueces,2014-11-24 18:30:00,0.25,1147.0,1147.0,1147.0,2014-11-24 18:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,403.5896901723301,2,875.0917295463998
48397,Texas,Rockwall,2014-11-24 02:15:00,0.75,1903.0,1909.0,1905.0,2014-11-24 03:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,723.9065815949513,1,148.9404886504101
48397,Texas,Rockwall,2014-11-24 03:15:00,1.5,1949.0,1958.0,1950.5,2014-11-24 04:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,723.9065815949513,1,148.9404886504101
48397,Texas,Rockwall,2014-11-24 20:30:00,0.25,545.0,545.0,545.0,2014-11-24 20:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,723.9065815949513,1,148.9404886504101
48397,Texas,Rockwall,2014-11-24 21:15:00,0.25,550.0,550.0,550.0,2014-11-24 21:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,723.9065815949513,1,148.9404886504101
48397,Texas,Rockwall,2014-11-24 21:45:00,0.25,545.0,545.0,545.0,2014-11-24 22:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,723.9065815949513,1,148.9404886504101
48397,Texas,Rockwall,2014-11-24 23:00:00,0.25,544.0,544.0,544.0,2014-11-24 23:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,723.9065815949513,1,148.9404886504101
48439,Texas,Tarrant,2014-11-24 11:00:00,1.25,250.0,250.0,250.0,2014-11-24 12:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48439,Texas,Tarrant,2014-11-24 17:00:00,2.5,239.0,459.0,310.1,2014-11-24 19:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48439,Texas,Tarrant,2014-11-24 21:15:00,0.25,7328.0,7328.0,7328.0,2014-11-24 21:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48439,Texas,Tarrant,2014-11-24 21:45:00,6.75,223.0,7372.0,1027.888888888889,2014-11-25 04:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48439,Texas,Tarrant,2014-11-25 14:45:00,1.75,261.0,462.0,382.7142857142857,2014-11-25 16:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48439,Texas,Tarrant,2014-11-25 22:15:00,0.25,729.0,729.0,729.0,2014-11-25 22:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48439,Texas,Tarrant,2014-11-26 15:00:00,2.0,274.0,834.0,529.875,2014-11-26 17:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,2334.110746498731,1,904.2587217277728
48453,Texas,Travis,2014-11-25 15:15:00,0.5,223.0,309.0,266.0,2014-11-25 15:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1257.0792012886643,1,1026.337878056844
48453,Texas,Travis,2014-11-25 16:45:00,0.75,230.0,232.0,231.0,2014-11-25 17:30:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1257.0792012886643,1,1026.337878056844
48453,Texas,Travis,2014-11-26 14:30:00,0.25,203.0,203.0,203.0,2014-11-26 14:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1257.0792012886643,1,1026.337878056844
48453,Texas,Travis,2014-11-26 15:15:00,0.75,238.0,251.0,242.3333333333333,2014-11-26 16:00:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,1257.0792012886643,1,1026.337878056844
48463,Texas,Uvalde,2014-11-26 00:15:00,1.5,310.0,311.0,310.6666666666667,2014-11-26 01:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,15.746081828596337,6,1560.0071349425805
48463,Texas,Uvalde,2014-11-26 17:00:00,0.25,314.0,314.0,314.0,2014-11-26 17:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,15.746081828596337,6,1560.0071349425805
48467,Texas,Van Zandt,2014-11-24 05:30:00,1.25,1641.0,1971.0,1841.6,2014-11-24 06:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,iou,69.28999244197344,8,859.3015802370352
